human_protein,rank,yeast_protein,similarity_score
Q8TBC4,1,P47047,0.9445041
Q8TBC4,2,P22515,0.94272983
Q8TBC4,3,P32481,0.9423588
Q8TBC4,4,P38795,0.94059145
Q8TBC4,5,Q03195,0.94030523
Q8TBC4,6,P15303,0.93945694
Q8TBC4,7,P41819,0.9392639
Q8TBC4,8,P53131,0.9382346
Q8TBC4,9,P43588,0.93747216
Q8TBC4,10,P38793,0.93609655
Q8TBC4,11,P25453,0.9356158
Q8TBC4,12,P32377,0.9340867
Q8TBC4,13,P32861,0.93406504
Q8TBC4,14,P53742,0.9336905
Q8TBC4,15,P29952,0.93274474
Q8TBC4,16,Q00578,0.9325279
Q8TBC4,17,P20459,0.93241656
Q8TBC4,18,P53914,0.93186045
Q8TBC4,19,Q08649,0.9318009
Q8TBC4,20,P25454,0.9308334
Q01415,1,P41819,0.9397528
Q01415,2,Q03195,0.93844044
Q01415,3,Q05506,0.9322193
Q01415,4,P38795,0.9318083
Q01415,5,Q00055,0.92777234
Q01415,6,P25453,0.92711
Q01415,7,P20604,0.9242709
Q01415,8,P47047,0.9233804
Q01415,9,P20133,0.92219585
Q01415,10,P52489,0.9220487
Q01415,11,P39076,0.91990644
Q01415,12,P27697,0.9194955
Q01415,13,P46681,0.9193761
Q01415,14,P43619,0.9193439
Q01415,15,P04801,0.91922617
Q01415,16,P51601,0.9191326
Q01415,17,P32327,0.9185906
Q01415,18,P42943,0.9179989
Q01415,19,P40348,0.9173069
Q01415,20,P41940,0.9170368
Q9UK59,1,Q02792,0.9690865
Q9UK59,2,Q08960,0.96786374
Q9UK59,3,Q06685,0.9638749
Q9UK59,4,Q08965,0.9612635
Q9UK59,5,P15274,0.96104264
Q9UK59,6,P13382,0.96089983
Q9UK59,7,P32829,0.96089566
Q9UK59,8,P35207,0.95911616
Q9UK59,9,P39006,0.958278
Q9UK59,10,P50942,0.95798594
Q9UK59,11,Q12149,0.9570694
Q9UK59,12,P29056,0.95611113
Q9UK59,13,Q00684,0.9560515
Q9UK59,14,Q07381,0.95604056
Q9UK59,15,P24309,0.9543492
Q9UK59,16,Q12271,0.95389706
Q9UK59,17,Q06224,0.95115644
Q9UK59,18,P33755,0.9509974
Q9UK59,19,Q04199,0.95038545
Q9UK59,20,Q12362,0.9495691
Q96AT9,1,P46969,0.96485645
Q96AT9,2,P47052,0.9179238
Q96AT9,3,Q00711,0.9136604
Q96AT9,4,P00925,0.9024816
Q96AT9,5,P00924,0.9018765
Q96AT9,6,P07170,0.89940494
Q96AT9,7,P43619,0.89755166
Q96AT9,8,P08417,0.888805
Q96AT9,9,P32771,0.8887529
Q96AT9,10,P38620,0.88859385
Q96AT9,11,P41940,0.88804656
Q96AT9,12,P07991,0.887394
Q96AT9,13,P25039,0.88676304
Q96AT9,14,P06780,0.8865713
Q96AT9,15,P02994,0.88626456
Q96AT9,16,P04801,0.88624245
Q96AT9,17,P36007,0.884159
Q96AT9,18,P37291,0.8840025
Q96AT9,19,P10081,0.8837678
Q96AT9,20,P38063,0.8827463
Q9BQ67,1,P25454,0.8915277
Q9BQ67,2,P38793,0.8604214
Q9BQ67,3,Q00578,0.8587166
Q9BQ67,4,Q00055,0.8525936
Q9BQ67,5,P15303,0.85031307
Q9BQ67,6,P25382,0.8492511
Q9BQ67,7,P47047,0.8487958
Q9BQ67,8,P53742,0.8436426
Q9BQ67,9,P41318,0.84304947
Q9BQ67,10,P23337,0.8412441
Q9BQ67,11,P40066,0.8408951
Q9BQ67,12,P27472,0.83967245
Q9BQ67,13,P04050,0.8391997
Q9BQ67,14,P43588,0.8381199
Q9BQ67,15,P38011,0.837981
Q9BQ67,16,P53088,0.83569807
Q9BQ67,17,P32895,0.8350191
Q9BQ67,18,P41819,0.83493555
Q9BQ67,19,P32861,0.8348518
Q9BQ67,20,P25453,0.8347707
P00480,1,P43619,0.94199044
P00480,2,P25039,0.9304292
P00480,3,P49954,0.93026996
P00480,4,P37292,0.928097
P00480,5,P41819,0.92536014
P00480,6,P46681,0.92487365
P00480,7,P00549,0.92347074
P00480,8,P27796,0.92306525
P00480,9,P04801,0.92196447
P00480,10,P46969,0.92158407
P00480,11,P42943,0.9209366
P00480,12,P39077,0.9206118
P00480,13,P38067,0.9193833
P00480,14,P20604,0.9185514
P00480,15,P52489,0.9180987
P00480,16,P46367,0.9177923
P00480,17,P32347,0.9177611
P00480,18,P40047,0.917702
P00480,19,P25453,0.9172598
P00480,20,P41940,0.9167044
O75844,1,P39007,0.94061136
O75844,2,P47154,0.9255948
O75844,3,P07286,0.9149498
O75844,4,P51601,0.9131554
O75844,5,P27697,0.9128641
O75844,6,P47088,0.9119727
O75844,7,P47047,0.9087791
O75844,8,P41819,0.9079891
O75844,9,P40348,0.90594584
O75844,10,P40086,0.9056995
O75844,11,Q03195,0.9056469
O75844,12,P38074,0.90391356
O75844,13,P25453,0.90291864
O75844,14,P53131,0.9012222
O75844,15,P40416,0.90075254
O75844,16,P20604,0.9003442
O75844,17,P38795,0.89946413
O75844,18,Q00055,0.8989571
O75844,19,P21576,0.898633
O75844,20,P26793,0.8984075
Q7Z333,1,Q08562,0.9628113
Q7Z333,2,P53886,0.9528439
Q7Z333,3,Q03280,0.9511767
Q7Z333,4,P38110,0.94865125
Q7Z333,5,Q03897,0.9484354
Q7Z333,6,Q12311,0.9481822
Q7Z333,7,P32644,0.9477304
Q7Z333,8,P34756,0.9450503
Q7Z333,9,Q00416,0.9446731
Q7Z333,10,P34110,0.94454175
Q7Z333,11,Q12019,0.9443522
Q7Z333,12,P34244,0.9438984
Q7Z333,13,P32361,0.94369835
Q7Z333,14,P34218,0.94148487
Q7Z333,15,Q03306,0.93967426
Q7Z333,16,Q03407,0.9396433
Q7Z333,17,Q12236,0.9381749
Q7Z333,18,P39538,0.93790567
Q7Z333,19,Q03656,0.9370621
Q7Z333,20,P38811,0.9366725
P62913,1,Q3E757,0.9308437
P62913,2,P0C0W9,0.9308434
P62913,3,P32835,0.9292499
P62913,4,P32836,0.92700136
P62913,5,P32598,0.90281016
P62913,6,P19073,0.9015578
P62913,7,P02994,0.89675486
P62913,8,P00830,0.8887234
P62913,9,P10081,0.8868309
P62913,10,P54780,0.8864155
P62913,11,P05748,0.8852943
P62913,12,P47052,0.8845863
P62913,13,Q03195,0.8821172
P62913,14,P0CX35,0.87996715
P62913,15,P0CX45,0.8796463
P62913,16,Q00711,0.87823355
P62913,17,P05756,0.87634444
P62913,18,P32561,0.875053
P62913,19,P21954,0.8735266
P62913,20,P16140,0.87302816
P48637,1,P17709,0.950294
P48637,2,P52892,0.9490353
P48637,3,P38628,0.94893664
P48637,4,P07258,0.947896
P48637,5,P33401,0.9445673
P48637,6,P27472,0.94385797
P48637,7,P32861,0.94325906
P48637,8,Q08220,0.9422754
P48637,9,P32327,0.94028914
P48637,10,P11154,0.93952066
P48637,11,P43123,0.9386782
P48637,12,P38791,0.9384449
P48637,13,P38708,0.93672913
P48637,14,P23337,0.9362605
P48637,15,P20967,0.9362295
P48637,16,P11986,0.9359268
P48637,17,P38999,0.9357568
P48637,18,P15624,0.93560475
P48637,19,P14743,0.93536276
P48637,20,P52893,0.9343714
Q15008,1,P20459,0.9517837
Q15008,2,P12385,0.95171726
Q15008,3,Q03195,0.9503233
Q15008,4,Q12377,0.94696105
Q15008,5,P47047,0.94351834
Q15008,6,P53742,0.93972486
Q15008,7,P39079,0.9393471
Q15008,8,P25453,0.93883026
Q15008,9,P22515,0.9382073
Q15008,10,P39729,0.93786854
Q15008,11,P40348,0.9374889
Q15008,12,Q12464,0.9364325
Q15008,13,P41819,0.93607885
Q15008,14,P53088,0.9359738
Q15008,15,P53914,0.9357179
Q15008,16,P38795,0.93506163
Q15008,17,P53295,0.9340485
Q15008,18,Q02821,0.9333628
Q15008,19,P43588,0.9330901
Q15008,20,Q03940,0.932676
Q9H9Y4,1,P25454,0.8681679
Q9H9Y4,2,Q03195,0.8561762
Q9H9Y4,3,P41819,0.8543405
Q9H9Y4,4,P39729,0.8491103
Q9H9Y4,5,P38795,0.848611
Q9H9Y4,6,P32327,0.84463763
Q9H9Y4,7,P32324,0.84199804
Q9H9Y4,8,P11154,0.8418009
Q9H9Y4,9,P53742,0.8406629
Q9H9Y4,10,P39077,0.83830595
Q9H9Y4,11,Q03940,0.83776253
Q9H9Y4,12,P53088,0.8377489
Q9H9Y4,13,Q00055,0.8371203
Q9H9Y4,14,P25453,0.8368092
Q9H9Y4,15,P47047,0.83613956
Q9H9Y4,16,P33298,0.8350423
Q9H9Y4,17,P39007,0.8349034
Q9H9Y4,18,P40558,0.833921
Q9H9Y4,19,P52920,0.8330914
Q9H9Y4,20,P51601,0.831807
Q12834,1,P25454,0.92163724
Q12834,2,Q00578,0.90412885
Q12834,3,P47047,0.90036994
Q12834,4,P25382,0.89788246
Q12834,5,P38861,0.89666593
Q12834,6,P53742,0.8965532
Q12834,7,P40066,0.896259
Q12834,8,Q99216,0.8935851
Q12834,9,P04050,0.8930205
Q12834,10,P39940,0.891809
Q12834,11,P43588,0.88907284
Q12834,12,P53914,0.88779986
Q12834,13,P13393,0.88702655
Q12834,14,P38793,0.88641286
Q12834,15,P15303,0.8860898
Q12834,16,P41318,0.88469714
Q12834,17,Q03940,0.88266814
Q12834,18,P32481,0.8826105
Q12834,19,P38011,0.8822802
Q12834,20,P54861,0.88215524
P53992,1,P53829,0.9176311
P53992,2,P39940,0.9162768
P53992,3,P25454,0.9158378
P53992,4,P04050,0.91467255
P53992,5,P15303,0.9066884
P53992,6,Q00578,0.897942
P53992,7,P47047,0.8975084
P53992,8,P40066,0.89663196
P53992,9,P38861,0.8941594
P53992,10,P53914,0.8919409
P53992,11,Q99216,0.88993937
P53992,12,Q04673,0.88921463
P53992,13,P38764,0.8890448
P53992,14,P23337,0.8878144
P53992,15,P38793,0.886696
P53992,16,Q02892,0.88510513
P53992,17,P38630,0.88481766
P53992,18,P53313,0.8844658
P53992,19,P15274,0.8838627
P53992,20,P25382,0.8824693
Q9Y282,1,P39007,0.94307435
Q9Y282,2,P53914,0.93979555
Q9Y282,3,P47047,0.9397186
Q9Y282,4,P38795,0.9395302
Q9Y282,5,Q03940,0.9394443
Q9Y282,6,P08518,0.9387715
Q9Y282,7,P53742,0.9381809
Q9Y282,8,P38861,0.9349224
Q9Y282,9,P32481,0.9345458
Q9Y282,10,Q12464,0.93357015
Q9Y282,11,P53131,0.9335646
Q9Y282,12,P41819,0.9332587
Q9Y282,13,P39729,0.93322766
Q9Y282,14,P22515,0.9331806
Q9Y282,15,P12385,0.9330445
Q9Y282,16,P53295,0.93303674
Q9Y282,17,P32324,0.931696
Q9Y282,18,Q03195,0.9312781
Q9Y282,19,Q12109,0.93060946
Q9Y282,20,P07703,0.9305422
P25787,1,P23639,0.92746794
P25787,2,P50095,0.90328455
P25787,3,P50094,0.90209824
P25787,4,P38697,0.8991368
P25787,5,P40303,0.89325446
P25787,6,P25043,0.8903442
P25787,7,P41940,0.887428
P25787,8,P47117,0.8848641
P25787,9,P39076,0.87597317
P25787,10,P39077,0.8759036
P25787,11,P32324,0.8752113
P25787,12,P25694,0.87413853
P25787,13,P32379,0.8737113
P25787,14,P10081,0.87180895
P25787,15,Q12522,0.87115824
P25787,16,P15180,0.87005407
P25787,17,P42943,0.86994326
P25787,18,Q01939,0.86949396
P25787,19,P40413,0.8689818
P25787,20,P39079,0.8668525
O95759,1,P32333,0.93612784
O95759,2,P32562,0.9324631
O95759,3,P33202,0.9275122
O95759,4,P14284,0.92568594
O95759,5,P32600,0.9254047
O95759,6,P24583,0.92493784
O95759,7,Q12469,0.9234771
O95759,8,Q06708,0.9234417
O95759,9,Q04958,0.9229441
O95759,10,P53258,0.9227435
O95759,11,P32383,0.92131233
O95759,12,P22543,0.921291
O95759,13,P32328,0.9211692
O95759,14,P38086,0.9206255
O95759,15,P11075,0.91989124
O95759,16,P38873,0.9196397
O95759,17,P07271,0.9195504
O95759,18,P38859,0.9194278
O95759,19,Q12311,0.91929436
O95759,20,Q06156,0.91913354
Q9BT22,1,P39007,0.8910421
Q9BT22,2,Q00055,0.8844971
Q9BT22,3,P41819,0.8832446
Q9BT22,4,P25454,0.88294387
Q9BT22,5,P38793,0.87555003
Q9BT22,6,P38795,0.8751459
Q9BT22,7,Q03195,0.8691057
Q9BT22,8,P27697,0.868465
Q9BT22,9,P53742,0.8682934
Q9BT22,10,Q00578,0.86761284
Q9BT22,11,P32861,0.86675805
Q9BT22,12,P47047,0.8664849
Q9BT22,13,P32363,0.8664687
Q9BT22,14,P38238,0.8644885
Q9BT22,15,P23337,0.8618329
Q9BT22,16,P53088,0.8605989
Q9BT22,17,P25453,0.86034256
Q9BT22,18,P38628,0.8576355
Q9BT22,19,P32327,0.8559917
Q9BT22,20,P52892,0.85588807
O75845,1,P32353,0.97274876
O75845,2,P32462,0.95591366
O75845,3,P39007,0.95070684
O75845,4,P07286,0.9476342
O75845,5,P38318,0.94369817
O75845,6,P47088,0.93723506
O75845,7,P32563,0.9355092
O75845,8,Q05567,0.9326449
O75845,9,P31382,0.93182486
O75845,10,P47154,0.9316723
O75845,11,Q12001,0.93050176
O75845,12,P52892,0.93000776
O75845,13,P40487,0.9294015
O75845,14,P36051,0.92872286
O75845,15,P23337,0.92858535
O75845,16,Q07729,0.92748153
O75845,17,P38169,0.92718077
O75845,18,P47190,0.92664206
O75845,19,Q00055,0.9262738
O75845,20,P38074,0.92554885
Q9GZR7,1,Q06106,0.8692436
Q9GZR7,2,P24583,0.8610838
Q9GZR7,3,Q04673,0.85530776
Q9GZR7,4,P32863,0.85382915
Q9GZR7,5,P32892,0.848983
Q9GZR7,6,P32597,0.84557855
Q9GZR7,7,Q00772,0.8441156
Q9GZR7,8,Q12389,0.8397838
Q9GZR7,9,Q05471,0.8364312
Q9GZR7,10,P08018,0.8361094
Q9GZR7,11,Q06685,0.83577204
Q9GZR7,12,P38144,0.83439225
Q9GZR7,13,Q07844,0.8335933
Q9GZR7,14,P36120,0.83358455
Q9GZR7,15,Q08965,0.83303946
Q9GZR7,16,P53893,0.8330055
Q9GZR7,17,P38630,0.83290166
Q9GZR7,18,P38360,0.8314985
Q9GZR7,19,P29056,0.83106565
Q9GZR7,20,P40327,0.829952
O43172,1,P25382,0.9687948
O43172,2,P47047,0.9525859
O43172,3,P33750,0.94852084
O43172,4,P40217,0.94547397
O43172,5,Q12220,0.94092417
O43172,6,P53914,0.93924206
O43172,7,P20448,0.93680924
O43172,8,P40066,0.936501
O43172,9,P21576,0.93530047
O43172,10,P18759,0.93492395
O43172,11,P25635,0.93401974
O43172,12,Q04491,0.9332988
O43172,13,Q00578,0.93313193
O43172,14,P53549,0.9328599
O43172,15,Q06218,0.93273073
O43172,16,P21304,0.93250924
O43172,17,Q03330,0.9324726
O43172,18,P04050,0.9320681
O43172,19,Q12417,0.93202144
O43172,20,P38011,0.9319953
Q9H6U8,1,P32363,0.9370275
Q9H6U8,2,P07286,0.93502414
Q9H6U8,3,P31382,0.9328582
Q9H6U8,4,P47190,0.9318239
Q9H6U8,5,P39007,0.9210665
Q9H6U8,6,Q12200,0.9196507
Q9H6U8,7,P53868,0.91937435
Q9H6U8,8,P38318,0.9187141
Q9H6U8,9,P32353,0.91729087
Q9H6U8,10,Q12001,0.91706455
Q9H6U8,11,P33775,0.9161486
Q9H6U8,12,P40351,0.9153288
Q9H6U8,13,P36051,0.9151366
Q9H6U8,14,P42934,0.9141832
Q9H6U8,15,P23337,0.91399163
Q9H6U8,16,P39986,0.91194004
Q9H6U8,17,Q05567,0.9107255
Q9H6U8,18,P38359,0.91025627
Q9H6U8,19,P29704,0.90857667
Q9H6U8,20,P46971,0.90764534
Q9NRW1,1,P32835,0.8544267
Q9NRW1,2,P32836,0.84728324
Q9NRW1,3,P29311,0.8369998
Q9NRW1,4,P34730,0.82441974
Q9NRW1,5,P19073,0.8161572
Q9NRW1,6,P60010,0.81107354
Q9NRW1,7,P10591,0.8105089
Q9NRW1,8,P10592,0.809192
Q9NRW1,9,Q03532,0.8082423
Q9NRW1,10,Q01939,0.8071179
Q9NRW1,11,P32598,0.8045768
Q9NRW1,12,P02994,0.80141723
Q9NRW1,13,P22202,0.79967856
Q9NRW1,14,P09435,0.79497397
Q9NRW1,15,P15731,0.7920927
Q9NRW1,16,P00830,0.7892637
Q9NRW1,17,P15732,0.78689533
Q9NRW1,18,P06780,0.7825665
Q9NRW1,19,P25694,0.78086275
Q9NRW1,20,P01123,0.7801918
P36507,1,P25694,0.9333284
P36507,2,P33297,0.9308275
P36507,3,P32481,0.92454875
P36507,4,P52917,0.9210799
P36507,5,P33298,0.9170265
P36507,6,Q01939,0.9132967
P36507,7,P39517,0.9129873
P36507,8,P33299,0.907485
P36507,9,Q03195,0.90729636
P36507,10,Q03532,0.9065558
P36507,11,P13393,0.90610373
P36507,12,Q07478,0.9021136
P36507,13,P41819,0.90109503
P36507,14,P32836,0.90086967
P36507,15,P33322,0.9005747
P36507,16,P36132,0.8987462
P36507,17,P47047,0.8985976
P36507,18,P23594,0.8958071
P36507,19,P32835,0.89527357
P36507,20,P53742,0.8949298
P49336,1,P24784,0.8740102
P49336,2,P47117,0.86984444
P49336,3,P06245,0.86731225
P49336,4,P06244,0.8654962
P49336,5,P39517,0.8639588
P49336,6,P33298,0.8629559
P49336,7,P31244,0.8627397
P49336,8,P40327,0.86229914
P49336,9,P33299,0.861922
P49336,10,P23594,0.86168927
P49336,11,P23595,0.8616551
P49336,12,P05986,0.8604169
P49336,13,P25382,0.86034006
P49336,14,P30665,0.85894084
P49336,15,P47047,0.85560167
P49336,16,P29496,0.85221344
P49336,17,Q08649,0.8512444
P49336,18,Q00578,0.85088927
P49336,19,P15303,0.8499158
P49336,20,P53091,0.8496517
Q96CW1,1,Q00776,0.96381897
Q96CW1,2,P47047,0.9601126
Q96CW1,3,P15303,0.9570526
Q96CW1,4,P18759,0.9502771
Q96CW1,5,P21576,0.9495648
Q96CW1,6,Q08649,0.947706
Q96CW1,7,P53131,0.9473027
Q96CW1,8,P53914,0.9472632
Q96CW1,9,P22515,0.94504213
Q96CW1,10,P53088,0.9446646
Q96CW1,11,P15436,0.94454414
Q96CW1,12,P53295,0.94240564
Q96CW1,13,P22276,0.94236255
Q96CW1,14,P38861,0.9417551
Q96CW1,15,P54861,0.941423
Q96CW1,16,Q02939,0.9413546
Q96CW1,17,P32327,0.9412942
Q96CW1,18,P38795,0.9412131
Q96CW1,19,P23337,0.9410842
Q96CW1,20,Q06218,0.94004583
Q9BXY0,1,P10962,0.95812863
Q9BXY0,2,P53742,0.9363081
Q9BXY0,3,P40991,0.93130964
Q9BXY0,4,P25586,0.9275467
Q9BXY0,5,Q99216,0.92711747
Q9BXY0,6,P38861,0.92155206
Q9BXY0,7,P25582,0.91880935
Q9BXY0,8,P47122,0.9158026
Q9BXY0,9,P39730,0.91461194
Q9BXY0,10,P33322,0.9141151
Q9BXY0,11,P53914,0.91309917
Q9BXY0,12,P40078,0.91229
Q9BXY0,13,Q12460,0.9103901
Q9BXY0,14,P12385,0.90912604
Q9BXY0,15,Q05498,0.9078416
Q9BXY0,16,P20448,0.9069819
Q9BXY0,17,Q00578,0.90665114
Q9BXY0,18,Q08649,0.90646297
Q9BXY0,19,P20459,0.9056706
Q9BXY0,20,P53145,0.90475523
Q9UJM8,1,P07244,0.95171446
Q9UJM8,2,P37292,0.94525754
Q9UJM8,3,P42222,0.94361824
Q9UJM8,4,P40047,0.9430864
Q9UJM8,5,P0CX10,0.9428925
Q9UJM8,6,P38821,0.94227827
Q9UJM8,7,P09440,0.9422237
Q9UJM8,8,P23542,0.9407175
Q9UJM8,9,P25374,0.9400582
Q9UJM8,10,P52489,0.93995416
Q9UJM8,11,P53312,0.9390595
Q9UJM8,12,P38067,0.9378862
Q9UJM8,13,P51601,0.93667984
Q9UJM8,14,P00549,0.9366366
Q9UJM8,15,P11154,0.9365773
Q9UJM8,16,P47771,0.9360641
Q9UJM8,17,P32327,0.9360525
Q9UJM8,18,P03962,0.93553513
Q9UJM8,19,P07245,0.9353505
Q9UJM8,20,P02992,0.93534076
P30793,1,P32598,0.8706281
P30793,2,Q01939,0.86939824
P30793,3,P60010,0.8679266
P30793,4,P32835,0.8673564
P30793,5,P32836,0.8599756
P30793,6,P13393,0.8523642
P30793,7,P19073,0.8521291
P30793,8,P29311,0.84883237
P30793,9,P00830,0.8461303
P30793,10,P25694,0.8436301
P30793,11,P09435,0.8356145
P30793,12,P34730,0.8339099
P30793,13,P22202,0.828926
P30793,14,Q03195,0.82883537
P30793,15,P02994,0.82877374
P30793,16,P15646,0.82554525
P30793,17,Q03532,0.8253991
P30793,18,P21801,0.8241257
P30793,19,P07251,0.82369626
P30793,20,P10592,0.8207897
Q9Y2X8,1,P15731,0.92905056
Q9Y2X8,2,P15732,0.91781646
Q9Y2X8,3,P60010,0.8884761
Q9Y2X8,4,P10591,0.82425004
Q9Y2X8,5,P10592,0.8220307
Q9Y2X8,6,P22202,0.81759423
Q9Y2X8,7,P32598,0.8172268
Q9Y2X8,8,P19073,0.81436604
Q9Y2X8,9,P09435,0.8117282
Q9Y2X8,10,P01123,0.8091421
Q9Y2X8,11,P19146,0.8043942
Q9Y2X8,12,P11076,0.80386984
Q9Y2X8,13,P32835,0.79622567
Q9Y2X8,14,P05759,0.7948526
Q9Y2X8,15,P61830,0.7930336
Q9Y2X8,16,P00830,0.79037297
Q9Y2X8,17,P29311,0.7902953
Q9Y2X8,18,P32836,0.78949106
Q9Y2X8,19,P34730,0.775218
Q9Y2X8,20,P02994,0.76901644
Q9UGM6,1,P04803,0.941984
Q9UGM6,2,P25453,0.9238073
Q9UGM6,3,P52489,0.9233613
Q9UGM6,4,P37292,0.9205659
Q9UGM6,5,P53070,0.9196052
Q9UGM6,6,Q00055,0.9179456
Q9UGM6,7,P00549,0.9176045
Q9UGM6,8,Q12480,0.9165532
Q9UGM6,9,P09440,0.91601896
Q9UGM6,10,P11154,0.9156914
Q9UGM6,11,P38821,0.91559696
Q9UGM6,12,P32327,0.9153175
Q9UGM6,13,P46681,0.91515833
Q9UGM6,14,P51601,0.9150243
Q9UGM6,15,P07244,0.91443974
Q9UGM6,16,P32347,0.9138593
Q9UGM6,17,P25374,0.91087586
Q9UGM6,18,P25039,0.9106298
Q9UGM6,19,P28241,0.91053313
Q9UGM6,20,Q05506,0.9094455
Q6PJI9,1,P32562,0.94319415
Q6PJI9,2,P38873,0.94249004
Q6PJI9,3,Q03897,0.9397658
Q6PJI9,4,P32333,0.93810385
Q6PJI9,5,Q04958,0.93763196
Q6PJI9,6,P32600,0.9360402
Q6PJI9,7,P33202,0.9349591
Q6PJI9,8,P26309,0.9334379
Q6PJI9,9,P38086,0.9332514
Q6PJI9,10,P14284,0.93213916
Q6PJI9,11,P38859,0.93185514
Q6PJI9,12,Q06708,0.93172044
Q6PJI9,13,P11075,0.9314133
Q6PJI9,14,P07271,0.9312963
Q6PJI9,15,P53622,0.93122023
Q6PJI9,16,P35169,0.9307767
Q6PJI9,17,Q12311,0.93041545
Q6PJI9,18,P53010,0.92996067
Q6PJI9,19,Q06156,0.92937165
Q6PJI9,20,P22543,0.9284752
P62837,1,P15731,0.91452223
P62837,2,P15732,0.9025513
P62837,3,P60010,0.8791748
P62837,4,P32598,0.8127088
P62837,5,P10591,0.8080385
P62837,6,P19073,0.8065772
P62837,7,P10592,0.8059862
P62837,8,P22202,0.79996485
P62837,9,P19146,0.79773635
P62837,10,P01123,0.79748785
P62837,11,P11076,0.7953435
P62837,12,P09435,0.7947896
P62837,13,P32835,0.78741574
P62837,14,P61830,0.78180164
P62837,15,P32836,0.7811367
P62837,16,P29311,0.77882826
P62837,17,P00830,0.7760053
P62837,18,P05759,0.7759111
P62837,19,P34730,0.7631007
P62837,20,Q01939,0.7602146
O00203,1,Q00578,0.9261164
O00203,2,P47047,0.923277
O00203,3,P54861,0.9221237
O00203,4,Q03195,0.9170729
O00203,5,Q99216,0.91602445
O00203,6,P43588,0.91162896
O00203,7,P32481,0.91098976
O00203,8,P39730,0.9076737
O00203,9,P33322,0.9067582
O00203,10,P13393,0.9065495
O00203,11,P53914,0.90566367
O00203,12,Q01939,0.90516007
O00203,13,P25694,0.8979079
O00203,14,P33299,0.8971035
O00203,15,P53742,0.89685607
O00203,16,P24784,0.89667726
O00203,17,P39517,0.8944955
O00203,18,Q06218,0.8943238
O00203,19,P40991,0.893249
O00203,20,P21576,0.8931618
Q86TW2,1,Q05506,0.9251083
Q86TW2,2,P27697,0.9237209
Q86TW2,3,Q06567,0.92058975
Q86TW2,4,P41819,0.91336507
Q86TW2,5,P06839,0.9081382
Q86TW2,6,P38795,0.9077701
Q86TW2,7,P38714,0.90594083
Q86TW2,8,P32327,0.90497416
Q86TW2,9,P20133,0.9042427
Q86TW2,10,P11154,0.902197
Q86TW2,11,P47047,0.901769
Q86TW2,12,P40558,0.9010611
Q86TW2,13,P40413,0.9002915
Q86TW2,14,P10614,0.89986694
Q86TW2,15,P53131,0.899334
Q86TW2,16,P32363,0.8991864
Q86TW2,17,P39007,0.8990714
Q86TW2,18,P47079,0.8985272
Q86TW2,19,Q00055,0.8969918
Q86TW2,20,P39077,0.89575654
Q9BRX2,1,P12385,0.9613289
Q9BRX2,2,Q03195,0.95662606
Q9BRX2,3,P20459,0.9542244
Q9BRX2,4,P39729,0.9492396
Q9BRX2,5,P32324,0.94273496
Q9BRX2,6,P25453,0.941419
Q9BRX2,7,P32561,0.9413076
Q9BRX2,8,P41819,0.9378448
Q9BRX2,9,P53742,0.9364546
Q9BRX2,10,P39076,0.93597925
Q9BRX2,11,P42943,0.935529
Q9BRX2,12,Q12522,0.93332934
Q9BRX2,13,P38795,0.93300265
Q9BRX2,14,P32481,0.932751
Q9BRX2,15,P21954,0.93165797
Q9BRX2,16,P40348,0.9315088
Q9BRX2,17,P39079,0.93120396
Q9BRX2,18,Q12464,0.9304453
Q9BRX2,19,P53295,0.9302774
Q9BRX2,20,P0CX35,0.9290197
P51149,1,P32835,0.88885134
P51149,2,P32836,0.8848748
P51149,3,Q03532,0.8817341
P51149,4,P29311,0.87818307
P51149,5,P06780,0.8718129
P51149,6,Q01939,0.8680016
P51149,7,P34730,0.86731666
P51149,8,P02994,0.863983
P51149,9,P32598,0.8628273
P51149,10,P60010,0.860264
P51149,11,P19073,0.8583204
P51149,12,P25694,0.85127884
P51149,13,P10591,0.84445983
P51149,14,P10592,0.842774
P51149,15,P09435,0.8409297
P51149,16,P22202,0.83836067
P51149,17,P15731,0.8371295
P51149,18,P01123,0.83486366
P51149,19,P15732,0.8338455
P51149,20,P10081,0.8334472
P49356,1,P23337,0.94622904
P49356,2,P20133,0.9450259
P49356,3,Q00055,0.9423933
P49356,4,P25454,0.94189394
P49356,5,P38793,0.941433
P49356,6,P47047,0.93888116
P49356,7,P38795,0.93867046
P49356,8,P15303,0.93857896
P49356,9,P53131,0.93714744
P49356,10,P27472,0.9371389
P49356,11,Q00578,0.9360012
P49356,12,P43588,0.93538886
P49356,13,Q08162,0.9351671
P49356,14,P32327,0.9344874
P49356,15,P32861,0.934303
P49356,16,P52892,0.93347365
P49356,17,P32191,0.93273234
P49356,18,Q07729,0.93258727
P49356,19,P11154,0.9318305
P49356,20,P41911,0.93113357
P62241,1,P32835,0.89687896
P62241,2,P60010,0.89519846
P62241,3,P32836,0.89325744
P62241,4,P32598,0.8894594
P62241,5,P00830,0.8864431
P62241,6,P10591,0.87979126
P62241,7,P10592,0.8794342
P62241,8,P22202,0.8765555
P62241,9,P09435,0.8734685
P62241,10,P02994,0.8709478
P62241,11,P05759,0.86939424
P62241,12,P05748,0.8621245
P62241,13,P54780,0.8620033
P62241,14,P29311,0.8609456
P62241,15,P19073,0.860814
