sp|Q6P2Q9|PRP8_HUMAN	sp|P33334|PRP8_YEAST	62.473	2321	3059	0.0
sp|Q14527|HLTF_HUMAN	sp|Q08773|ISW2_YEAST	33.803	142	96.7	2.08e-21
sp|Q14527|HLTF_HUMAN	sp|Q08773|ISW2_YEAST	27.237	257	88.6	5.70e-19
sp|Q14527|HLTF_HUMAN	sp|P38086|RDH54_YEAST	37.342	158	95.1	5.14e-21
sp|Q14527|HLTF_HUMAN	sp|P38086|RDH54_YEAST	22.727	264	53.1	4.66e-08
sp|Q14527|HLTF_HUMAN	sp|P38144|ISW1_YEAST	35.714	126	94.0	1.37e-20
sp|Q14527|HLTF_HUMAN	sp|P38144|ISW1_YEAST	25.954	262	93.6	2.12e-20
sp|Q14527|HLTF_HUMAN	sp|P43610|IRC5_YEAST	35.333	150	93.2	2.24e-20
sp|Q14527|HLTF_HUMAN	sp|P43610|IRC5_YEAST	27.511	229	81.3	1.07e-16
sp|Q14527|HLTF_HUMAN	sp|P22082|SNF2_YEAST	28.626	262	92.4	4.98e-20
sp|Q14527|HLTF_HUMAN	sp|P22082|SNF2_YEAST	33.939	165	88.2	9.95e-19
sp|Q14527|HLTF_HUMAN	sp|P32597|STH1_YEAST	34.104	173	92.0	6.64e-20
sp|Q14527|HLTF_HUMAN	sp|P32597|STH1_YEAST	28.159	277	79.7	3.94e-16
sp|Q14527|HLTF_HUMAN	sp|P53115|INO80_YEAST	34.965	143	87.8	1.38e-18
sp|Q14527|HLTF_HUMAN	sp|P53115|INO80_YEAST	24.542	273	84.0	2.06e-17
sp|Q14527|HLTF_HUMAN	sp|P40352|RAD26_YEAST	34.646	127	77.4	1.67e-15
sp|Q14527|HLTF_HUMAN	sp|P40352|RAD26_YEAST	25.726	241	69.7	3.64e-13
sp|O14975|S27A2_HUMAN	sp|P38225|FAT1_YEAST	33.275	574	294	6.11e-92
sp|O14975|S27A2_HUMAN	sp|Q01574|ACS1_YEAST	20.988	486	55.1	5.33e-09
sp|O14975|S27A2_HUMAN	sp|P52910|ACS2_YEAST	20.921	521	52.8	3.03e-08
sp|P55735|SEC13_HUMAN	sp|Q04491|SEC13_YEAST	50.649	308	293	3.66e-100
sp|P55735|SEC13_HUMAN	sp|Q05583|CIAO1_YEAST	27.919	197	65.5	3.41e-13
sp|P55735|SEC13_HUMAN	sp|Q05583|CIAO1_YEAST	27.451	306	57.0	1.84e-10
sp|P55735|SEC13_HUMAN	sp|Q05583|CIAO1_YEAST	28.631	241	56.6	2.54e-10
sp|P55735|SEC13_HUMAN	sp|Q05583|CIAO1_YEAST	25.424	295	53.9	2.00e-09
sp|P55735|SEC13_HUMAN	sp|Q05583|CIAO1_YEAST	25.000	276	49.7	5.84e-08
sp|P55735|SEC13_HUMAN	sp|P25382|NLE1_YEAST	29.600	125	50.1	5.25e-08
sp|P55735|SEC13_HUMAN	sp|P20053|PRP4_YEAST	22.059	204	44.7	2.58e-06
sp|P55735|SEC13_HUMAN	sp|P39984|HAT2_YEAST	25.714	140	43.9	4.96e-06
sp|P55735|SEC13_HUMAN	sp|P42841|PFS2_YEAST	32.222	90	43.5	5.89e-06
sp|P55735|SEC13_HUMAN	sp|Q05946|UTP13_YEAST	30.579	121	43.5	6.78e-06
sp|P55735|SEC13_HUMAN	sp|P38328|ARPC1_YEAST	26.786	168	43.1	8.39e-06
sp|Q9BRS2|RIOK1_HUMAN	sp|Q12196|RIO1_YEAST	41.304	368	265	1.79e-83
sp|Q9BRS2|RIOK1_HUMAN	sp|P40160|RIO2_YEAST	23.697	211	59.7	1.22e-10
sp|Q9UHD8|SEPT9_HUMAN	sp|P25342|CDC10_YEAST	47.059	289	290	5.74e-95
sp|Q9UHD8|SEPT9_HUMAN	sp|P32457|CDC3_YEAST	38.658	313	230	1.24e-69
sp|Q9UHD8|SEPT9_HUMAN	sp|P32468|CDC12_YEAST	42.122	311	226	2.66e-69
sp|Q14739|LBR_HUMAN	sp|P32462|ERG24_YEAST	39.819	442	291	1.06e-93
sp|O95396|MOCS3_HUMAN	sp|P38820|UBA4_YEAST	38.571	420	292	5.52e-96
sp|O95396|MOCS3_HUMAN	sp|P52488|UBA2_YEAST	24.691	162	69.7	6.42e-14
sp|O95396|MOCS3_HUMAN	sp|P22515|UBA1_YEAST	26.946	167	62.8	1.24e-11
sp|O95396|MOCS3_HUMAN	sp|P22515|UBA1_YEAST	30.864	162	57.0	1.02e-09
sp|O95396|MOCS3_HUMAN	sp|P38862|ATG7_YEAST	25.969	258	57.8	4.55e-10
sp|O95396|MOCS3_HUMAN	sp|Q99344|UBA3_YEAST	28.829	111	49.3	1.10e-07
sp|Q08945|SSRP1_HUMAN	sp|Q04636|POB3_YEAST	31.393	567	291	2.24e-91
sp|O00267|SPT5H_HUMAN	sp|P27692|SPT5_YEAST	30.299	736	262	5.55e-74
sp|P29375|KDM5A_HUMAN	sp|P47156|JHD2_YEAST	35.036	411	268	6.16e-77
sp|P29375|KDM5A_HUMAN	sp|P47156|JHD2_YEAST	34.146	82	62.8	7.95e-11
sp|P29375|KDM5A_HUMAN	sp|P39956|RPH1_YEAST	31.599	269	143	8.77e-36
sp|O95373|IPO7_HUMAN	sp|P46970|NMD5_YEAST	25.725	1069	270	6.15e-77
sp|O95373|IPO7_HUMAN	sp|P33307|CSE1_YEAST	26.154	195	69.3	4.46e-13
sp|Q9HB07|MYG1_HUMAN	sp|P40093|YEY6_YEAST	43.695	341	294	4.24e-99
sp|Q96G21|IMP4_HUMAN	sp|P53941|IMP4_YEAST	51.877	293	291	5.93e-100
sp|Q96G21|IMP4_HUMAN	sp|P38805|RPF1_YEAST	29.010	293	114	2.99e-31
sp|Q9NYV4|CDK12_HUMAN	sp|Q03957|CTK1_YEAST	45.732	328	292	1.77e-87
sp|Q9NYV4|CDK12_HUMAN	sp|P00546|CDK1_YEAST	43.056	288	225	3.96e-67
sp|Q9NYV4|CDK12_HUMAN	sp|P17157|PHO85_YEAST	39.865	296	216	4.27e-64
sp|Q9NYV4|CDK12_HUMAN	sp|P06242|KIN28_YEAST	36.271	295	189	1.35e-54
sp|Q9NYV4|CDK12_HUMAN	sp|P16892|FUS3_YEAST	34.395	314	174	8.10e-49
sp|Q9NYV4|CDK12_HUMAN	sp|P14681|KSS1_YEAST	35.404	322	164	4.02e-45
sp|Q9NYV4|CDK12_HUMAN	sp|P39073|SSN3_YEAST	31.597	288	161	1.02e-42
sp|Q9NYV4|CDK12_HUMAN	sp|Q00772|SLT2_YEAST	35.913	323	159	1.34e-42
sp|Q9NYV4|CDK12_HUMAN	sp|P41808|SMK1_YEAST	31.776	321	154	1.40e-41
sp|Q9NYV4|CDK12_HUMAN	sp|P32485|HOG1_YEAST	31.757	296	144	7.20e-38
sp|Q9NYV4|CDK12_HUMAN	sp|P36005|KDX1_YEAST	31.475	305	126	7.19e-32
sp|Q9NYV4|CDK12_HUMAN	sp|P38615|RIM11_YEAST	29.605	304	120	2.36e-30
sp|Q9NYV4|CDK12_HUMAN	sp|Q03497|STE20_YEAST	29.010	293	116	3.41e-27
sp|Q9NYV4|CDK12_HUMAN	sp|P14680|YAK1_YEAST	33.898	236	115	4.83e-27
sp|Q9NYV4|CDK12_HUMAN	sp|P19454|CSK22_YEAST	28.662	314	108	2.23e-26
sp|Q9NYV4|CDK12_HUMAN	sp|P21965|MCK1_YEAST	28.990	307	106	1.46e-25
sp|Q9NYV4|CDK12_HUMAN	sp|P06782|SNF1_YEAST	27.044	318	108	3.03e-25
sp|Q9NYV4|CDK12_HUMAN	sp|P38692|KIC1_YEAST	30.415	217	108	7.22e-25
sp|Q9NYV4|CDK12_HUMAN	sp|P11792|SCH9_YEAST	32.579	221	101	1.13e-22
sp|Q9NYV4|CDK12_HUMAN	sp|P50873|MRK1_YEAST	29.185	233	99.0	1.93e-22
sp|Q9NYV4|CDK12_HUMAN	sp|P34244|HSL1_YEAST	26.946	334	100	2.52e-22
sp|Q9NYV4|CDK12_HUMAN	sp|P18961|YPK2_YEAST	28.076	317	97.8	1.13e-21
sp|Q9NYV4|CDK12_HUMAN	sp|P08458|SPS1_YEAST	32.701	211	92.4	2.50e-20
sp|Q9NYV4|CDK12_HUMAN	sp|P12688|YPK1_YEAST	28.669	293	92.8	4.06e-20
sp|Q9NYV4|CDK12_HUMAN	sp|Q12236|PKH2_YEAST	24.242	330	93.2	4.65e-20
sp|Q9NYV4|CDK12_HUMAN	sp|P32562|CDC5_YEAST	30.476	210	92.4	5.15e-20
sp|Q9NYV4|CDK12_HUMAN	sp|Q03407|PKH1_YEAST	25.846	325	92.4	5.22e-20
sp|Q9NYV4|CDK12_HUMAN	sp|P48562|CLA4_YEAST	27.600	250	89.4	5.30e-19
sp|Q9NYV4|CDK12_HUMAN	sp|P15790|CSK21_YEAST	27.570	214	84.7	2.72e-18
sp|Q9NYV4|CDK12_HUMAN	sp|Q12263|GIN4_YEAST	31.019	216	87.4	2.85e-18
sp|Q9NYV4|CDK12_HUMAN	sp|Q03306|PKH3_YEAST	22.741	343	87.0	3.19e-18
sp|Q9NYV4|CDK12_HUMAN	sp|P53894|CBK1_YEAST	29.775	178	84.7	1.21e-17
sp|Q9NYV4|CDK12_HUMAN	sp|P25389|KCC4_YEAST	29.167	216	84.0	2.46e-17
sp|Q9NYV4|CDK12_HUMAN	sp|P24583|KPC1_YEAST	27.315	216	84.0	2.86e-17
sp|Q9NYV4|CDK12_HUMAN	sp|Q12469|SKM1_YEAST	26.070	257	82.4	5.42e-17
sp|Q9NYV4|CDK12_HUMAN	sp|P53739|FPK1_YEAST	24.646	353	79.7	4.60e-16
sp|Q9NYV4|CDK12_HUMAN	sp|P08018|PBS2_YEAST	30.698	215	77.0	2.60e-15
sp|Q9NYV4|CDK12_HUMAN	sp|P25341|KIN82_YEAST	27.668	253	77.0	2.75e-15
sp|Q9NYV4|CDK12_HUMAN	sp|P38991|AURK_YEAST	30.622	209	74.7	5.44e-15
sp|Q9NYV4|CDK12_HUMAN	sp|P22204|DBF2_YEAST	26.446	242	74.7	1.12e-14
sp|Q9NYV4|CDK12_HUMAN	sp|P32350|KNS1_YEAST	23.741	278	74.7	1.48e-14
sp|Q9NYV4|CDK12_HUMAN	sp|P05986|KAPC_YEAST	25.214	234	69.3	2.89e-13
sp|Q9NYV4|CDK12_HUMAN	sp|P32328|DBF20_YEAST	26.316	247	69.7	3.99e-13
sp|Q9NYV4|CDK12_HUMAN	sp|P06244|KAPA_YEAST	24.786	234	68.9	5.02e-13
sp|Q9NYV4|CDK12_HUMAN	sp|P38070|YPK3_YEAST	25.620	242	66.6	3.98e-12
sp|Q9NYV4|CDK12_HUMAN	sp|P06245|KAPB_YEAST	24.800	250	65.1	6.28e-12
sp|Q9NYV4|CDK12_HUMAN	sp|P15442|GCN2_YEAST	29.286	140	64.7	2.79e-11
sp|Q9NYV4|CDK12_HUMAN	sp|Q03656|SKY1_YEAST	29.570	186	56.6	5.21e-09
sp|Q9NYV4|CDK12_HUMAN	sp|Q03656|SKY1_YEAST	28.931	159	48.1	2.14e-06
sp|Q9NYV4|CDK12_HUMAN	sp|P32361|IRE1_YEAST	24.609	256	48.1	2.24e-06
sp|Q9NQH7|XPP3_HUMAN	sp|P40051|ICP55_YEAST	35.532	470	291	9.08e-94
sp|Q9NQH7|XPP3_HUMAN	sp|Q01662|MAP1_YEAST	26.842	190	53.9	6.47e-09
sp|P50613|CDK7_HUMAN	sp|P06242|KIN28_YEAST	48.299	294	290	2.00e-98
sp|P50613|CDK7_HUMAN	sp|P00546|CDK1_YEAST	43.729	295	239	1.55e-78
sp|P50613|CDK7_HUMAN	sp|P17157|PHO85_YEAST	39.867	301	236	2.91e-77
sp|P50613|CDK7_HUMAN	sp|Q03957|CTK1_YEAST	36.545	301	204	2.40e-62
sp|P50613|CDK7_HUMAN	sp|P16892|FUS3_YEAST	35.410	305	179	8.76e-55
sp|P50613|CDK7_HUMAN	sp|P14681|KSS1_YEAST	34.796	319	172	6.24e-52
sp|P50613|CDK7_HUMAN	sp|P39073|SSN3_YEAST	37.457	291	175	3.00e-51
sp|P50613|CDK7_HUMAN	sp|P38615|RIM11_YEAST	36.149	296	168	3.46e-50
sp|P50613|CDK7_HUMAN	sp|Q00772|SLT2_YEAST	34.700	317	169	7.45e-50
sp|P50613|CDK7_HUMAN	sp|P32485|HOG1_YEAST	35.235	298	167	2.74e-49
sp|P50613|CDK7_HUMAN	sp|P50873|MRK1_YEAST	34.797	296	159	1.11e-45
sp|P50613|CDK7_HUMAN	sp|P41808|SMK1_YEAST	32.595	316	154	1.07e-44
sp|P50613|CDK7_HUMAN	sp|P36005|KDX1_YEAST	34.680	297	150	4.22e-43
sp|P50613|CDK7_HUMAN	sp|P14680|YAK1_YEAST	35.193	233	129	3.30e-34
sp|P50613|CDK7_HUMAN	sp|P21965|MCK1_YEAST	30.744	309	124	9.49e-34
sp|P50613|CDK7_HUMAN	sp|P15790|CSK21_YEAST	33.471	242	122	3.65e-33
sp|P50613|CDK7_HUMAN	sp|P19454|CSK22_YEAST	28.852	305	115	1.08e-30
sp|P50613|CDK7_HUMAN	sp|P06782|SNF1_YEAST	31.081	296	114	2.41e-29
sp|P50613|CDK7_HUMAN	sp|Q03497|STE20_YEAST	32.456	228	111	4.72e-28
sp|P50613|CDK7_HUMAN	sp|P32562|CDC5_YEAST	31.579	209	108	3.99e-27
sp|P50613|CDK7_HUMAN	sp|Q03306|PKH3_YEAST	29.097	299	97.4	2.46e-23
sp|P50613|CDK7_HUMAN	sp|P06245|KAPB_YEAST	32.161	199	90.9	1.39e-21
sp|P50613|CDK7_HUMAN	sp|P05986|KAPC_YEAST	32.227	211	89.7	3.31e-21
sp|P50613|CDK7_HUMAN	sp|P11792|SCH9_YEAST	32.353	204	90.5	4.34e-21
sp|P50613|CDK7_HUMAN	sp|P08458|SPS1_YEAST	30.233	215	87.4	3.82e-20
sp|P50613|CDK7_HUMAN	sp|P25389|KCC4_YEAST	31.925	213	87.4	6.23e-20
sp|P50613|CDK7_HUMAN	sp|P25341|KIN82_YEAST	27.572	243	86.3	1.02e-19
sp|P50613|CDK7_HUMAN	sp|Q12263|GIN4_YEAST	30.804	224	85.9	2.00e-19
sp|P50613|CDK7_HUMAN	sp|P06244|KAPA_YEAST	30.952	210	84.0	3.56e-19
sp|P50613|CDK7_HUMAN	sp|P24583|KPC1_YEAST	32.381	210	84.7	4.19e-19
sp|P50613|CDK7_HUMAN	sp|P48562|CLA4_YEAST	30.542	203	82.0	2.92e-18
sp|P50613|CDK7_HUMAN	sp|P08018|PBS2_YEAST	29.956	227	80.1	1.07e-17
sp|P50613|CDK7_HUMAN	sp|P34244|HSL1_YEAST	31.325	166	80.5	1.08e-17
sp|P50613|CDK7_HUMAN	sp|P32350|KNS1_YEAST	26.692	266	79.7	1.74e-17
sp|P50613|CDK7_HUMAN	sp|P18961|YPK2_YEAST	30.000	200	79.7	1.83e-17
sp|P50613|CDK7_HUMAN	sp|P12688|YPK1_YEAST	30.500	200	78.2	5.09e-17
sp|P50613|CDK7_HUMAN	sp|P38070|YPK3_YEAST	26.695	236	77.8	5.86e-17
sp|P50613|CDK7_HUMAN	sp|Q12469|SKM1_YEAST	28.421	190	77.8	6.87e-17
sp|P50613|CDK7_HUMAN	sp|Q12236|PKH2_YEAST	24.068	295	76.3	2.83e-16
sp|P50613|CDK7_HUMAN	sp|P38692|KIC1_YEAST	26.066	211	76.3	3.13e-16
sp|P50613|CDK7_HUMAN	sp|P22204|DBF2_YEAST	26.374	273	74.3	8.13e-16
sp|P50613|CDK7_HUMAN	sp|P53739|FPK1_YEAST	25.094	267	74.3	1.21e-15
sp|P50613|CDK7_HUMAN	sp|P38991|AURK_YEAST	26.136	264	72.4	2.00e-15
sp|P50613|CDK7_HUMAN	sp|P32328|DBF20_YEAST	24.925	333	71.2	8.55e-15
sp|P50613|CDK7_HUMAN	sp|P15442|GCN2_YEAST	35.780	109	66.6	3.84e-13
sp|P50613|CDK7_HUMAN	sp|Q03407|PKH1_YEAST	23.693	287	64.7	1.54e-12
sp|P50613|CDK7_HUMAN	sp|P53894|CBK1_YEAST	26.490	151	59.7	5.35e-11
sp|P50613|CDK7_HUMAN	sp|Q03656|SKY1_YEAST	29.697	165	56.2	8.59e-10
sp|P50613|CDK7_HUMAN	sp|Q03656|SKY1_YEAST	35.052	97	53.1	8.29e-09
sp|P50613|CDK7_HUMAN	sp|P32361|IRE1_YEAST	24.631	203	49.7	1.09e-07
sp|P50613|CDK7_HUMAN	sp|P29295|HRR25_YEAST	24.157	178	44.7	2.99e-06
sp|Q00796|DHSO_HUMAN	sp|Q07993|XYL2_YEAST	44.444	333	290	1.24e-97
sp|Q00796|DHSO_HUMAN	sp|P35497|DHSO1_YEAST	43.195	338	284	4.02e-95
sp|Q00796|DHSO_HUMAN	sp|Q07786|DHSO2_YEAST	42.899	338	281	3.80e-94
sp|Q00796|DHSO_HUMAN	sp|P32771|FADH_YEAST	23.836	365	86.7	4.05e-20
sp|P13804|ETFA_HUMAN	sp|Q12480|ETFA_YEAST	46.064	343	283	2.05e-95
sp|Q99436|PSB7_HUMAN	sp|P25043|PSB2_YEAST	54.962	262	289	8.81e-100
sp|Q99436|PSB7_HUMAN	sp|P30656|PSB5_YEAST	27.174	184	76.6	2.00e-17
sp|Q99436|PSB7_HUMAN	sp|P23639|PSA2_YEAST	23.318	223	53.9	8.57e-10
sp|Q99436|PSB7_HUMAN	sp|P23638|PSA3_YEAST	25.146	171	50.8	1.10e-08
sp|Q99436|PSB7_HUMAN	sp|P32379|PSA5_YEAST	25.877	228	48.5	6.32e-08
sp|Q99436|PSB7_HUMAN	sp|P21242|PSA7_YEAST	26.744	172	47.4	1.93e-07
sp|P28066|PSA5_HUMAN	sp|P32379|PSA5_YEAST	60.905	243	289	2.69e-100
sp|P28066|PSA5_HUMAN	sp|P23638|PSA3_YEAST	36.250	240	159	1.84e-49
sp|P28066|PSA5_HUMAN	sp|P40303|PSA4_YEAST	35.102	245	147	7.47e-45
sp|P28066|PSA5_HUMAN	sp|P21242|PSA7_YEAST	33.476	233	135	1.15e-39
sp|P28066|PSA5_HUMAN	sp|P23639|PSA2_YEAST	34.722	216	129	4.98e-38
sp|P28066|PSA5_HUMAN	sp|P40302|PSA6_YEAST	31.687	243	117	1.27e-33
sp|P28066|PSA5_HUMAN	sp|P21243|PSA1_YEAST	30.055	183	95.1	8.55e-25
sp|P28066|PSA5_HUMAN	sp|P30656|PSB5_YEAST	22.289	166	52.8	1.78e-09
sp|P28066|PSA5_HUMAN	sp|P25043|PSB2_YEAST	24.378	201	51.6	4.23e-09
sp|O15229|KMO_HUMAN	sp|P38169|KMO_YEAST	38.009	442	289	5.54e-94
sp|O15056|SYNJ2_HUMAN	sp|P50942|INP52_YEAST	34.304	790	427	8.23e-129
sp|O15056|SYNJ2_HUMAN	sp|Q12271|INP53_YEAST	32.412	904	410	1.97e-123
sp|O15056|SYNJ2_HUMAN	sp|P40559|INP51_YEAST	27.595	819	288	2.18e-82
sp|O15056|SYNJ2_HUMAN	sp|P32368|SAC1_YEAST	28.220	528	159	1.71e-41
sp|O15056|SYNJ2_HUMAN	sp|P42837|FIG4_YEAST	27.341	534	133	1.60e-32
sp|Q9BV20|MTNA_HUMAN	sp|Q06489|MTNA_YEAST	41.935	403	289	2.92e-96
sp|Q10713|MPPA_HUMAN	sp|P11914|MPPA_YEAST	37.300	437	254	6.08e-80
sp|Q10713|MPPA_HUMAN	sp|P10507|MPPB_YEAST	30.377	451	167	2.66e-47
sp|Q10713|MPPA_HUMAN	sp|Q06010|STE23_YEAST	24.419	172	45.8	3.04e-06
sp|P46782|RS5_HUMAN	sp|P26783|RS5_YEAST	67.143	210	288	4.90e-101
sp|Q92903|CDS1_HUMAN	sp|P38221|CDS1_YEAST	38.269	439	287	1.21e-93
sp|O15305|PMM2_HUMAN	sp|P07283|PMM_YEAST	59.583	240	286	2.17e-99
sp|O15530|PDPK1_HUMAN	sp|Q12236|PKH2_YEAST	45.973	298	287	5.53e-87
sp|O15530|PDPK1_HUMAN	sp|Q03407|PKH1_YEAST	46.284	296	277	1.85e-85
sp|O15530|PDPK1_HUMAN	sp|Q03306|PKH3_YEAST	43.894	303	252	3.53e-75
sp|O15530|PDPK1_HUMAN	sp|P06245|KAPB_YEAST	40.370	270	221	6.79e-68
sp|O15530|PDPK1_HUMAN	sp|P05986|KAPC_YEAST	40.741	270	216	7.51e-66
sp|O15530|PDPK1_HUMAN	sp|P53739|FPK1_YEAST	37.975	316	221	3.22e-64
sp|O15530|PDPK1_HUMAN	sp|P06244|KAPA_YEAST	39.483	271	210	1.08e-63
sp|O15530|PDPK1_HUMAN	sp|P12688|YPK1_YEAST	38.462	299	216	2.77e-63
sp|O15530|PDPK1_HUMAN	sp|P18961|YPK2_YEAST	38.434	281	214	9.72e-63
sp|O15530|PDPK1_HUMAN	sp|P25341|KIN82_YEAST	35.806	310	203	1.80e-58
sp|O15530|PDPK1_HUMAN	sp|P11792|SCH9_YEAST	37.874	301	201	4.45e-57
sp|O15530|PDPK1_HUMAN	sp|P38070|YPK3_YEAST	32.632	285	169	3.13e-47
sp|O15530|PDPK1_HUMAN	sp|P38991|AURK_YEAST	35.662	272	161	6.50e-46
sp|O15530|PDPK1_HUMAN	sp|P24583|KPC1_YEAST	29.532	342	169	8.18e-46
sp|O15530|PDPK1_HUMAN	sp|P32562|CDC5_YEAST	31.111	270	144	6.95e-38
sp|O15530|PDPK1_HUMAN	sp|P06782|SNF1_YEAST	31.076	251	141	7.41e-37
sp|O15530|PDPK1_HUMAN	sp|Q12263|GIN4_YEAST	30.744	309	135	1.63e-34
sp|O15530|PDPK1_HUMAN	sp|P22204|DBF2_YEAST	25.956	366	130	1.22e-33
sp|O15530|PDPK1_HUMAN	sp|P32328|DBF20_YEAST	26.016	369	129	2.85e-33
sp|O15530|PDPK1_HUMAN	sp|P34244|HSL1_YEAST	29.720	286	128	3.13e-32
sp|O15530|PDPK1_HUMAN	sp|P53894|CBK1_YEAST	40.411	146	125	1.39e-31
sp|O15530|PDPK1_HUMAN	sp|P53894|CBK1_YEAST	33.333	138	76.3	1.04e-15
sp|O15530|PDPK1_HUMAN	sp|P25389|KCC4_YEAST	28.571	315	125	1.84e-31
sp|O15530|PDPK1_HUMAN	sp|P32485|HOG1_YEAST	28.472	288	96.3	1.89e-22
sp|O15530|PDPK1_HUMAN	sp|P16892|FUS3_YEAST	26.441	295	95.1	2.09e-22
sp|O15530|PDPK1_HUMAN	sp|P38692|KIC1_YEAST	25.954	262	97.4	2.71e-22
sp|O15530|PDPK1_HUMAN	sp|Q03497|STE20_YEAST	29.146	199	95.9	7.26e-22
sp|O15530|PDPK1_HUMAN	sp|P08458|SPS1_YEAST	27.638	199	93.2	2.33e-21
sp|O15530|PDPK1_HUMAN	sp|P17157|PHO85_YEAST	27.826	230	90.1	4.33e-21
sp|O15530|PDPK1_HUMAN	sp|P21965|MCK1_YEAST	29.032	310	90.9	5.58e-21
sp|O15530|PDPK1_HUMAN	sp|P14681|KSS1_YEAST	27.313	227	88.6	3.46e-20
sp|O15530|PDPK1_HUMAN	sp|Q12469|SKM1_YEAST	25.110	227	89.7	5.75e-20
sp|O15530|PDPK1_HUMAN	sp|P14680|YAK1_YEAST	30.137	219	89.0	1.16e-19
sp|O15530|PDPK1_HUMAN	sp|P50873|MRK1_YEAST	29.911	224	85.9	6.96e-19
sp|O15530|PDPK1_HUMAN	sp|P48562|CLA4_YEAST	26.293	232	86.3	9.36e-19
sp|O15530|PDPK1_HUMAN	sp|P38615|RIM11_YEAST	27.126	247	83.6	1.72e-18
sp|O15530|PDPK1_HUMAN	sp|Q00772|SLT2_YEAST	28.492	179	82.8	4.95e-18
sp|O15530|PDPK1_HUMAN	sp|P41808|SMK1_YEAST	26.524	328	82.0	6.77e-18
sp|O15530|PDPK1_HUMAN	sp|P00546|CDK1_YEAST	25.000	292	78.2	4.07e-17
sp|O15530|PDPK1_HUMAN	sp|P15442|GCN2_YEAST	29.358	218	81.3	4.11e-17
sp|O15530|PDPK1_HUMAN	sp|P15442|GCN2_YEAST	23.626	182	53.5	1.75e-08
sp|O15530|PDPK1_HUMAN	sp|P15442|GCN2_YEAST	24.648	142	46.2	3.10e-06
sp|O15530|PDPK1_HUMAN	sp|Q03957|CTK1_YEAST	26.950	282	79.7	5.98e-17
sp|O15530|PDPK1_HUMAN	sp|P08018|PBS2_YEAST	25.347	288	77.8	2.95e-16
sp|O15530|PDPK1_HUMAN	sp|P06242|KIN28_YEAST	26.601	203	74.7	6.44e-16
sp|O15530|PDPK1_HUMAN	sp|P36005|KDX1_YEAST	25.597	293	74.3	2.41e-15
sp|O15530|PDPK1_HUMAN	sp|P19454|CSK22_YEAST	26.733	202	72.4	4.95e-15
sp|O15530|PDPK1_HUMAN	sp|P15790|CSK21_YEAST	26.601	203	65.5	1.45e-12
sp|O15530|PDPK1_HUMAN	sp|P32361|IRE1_YEAST	25.753	299	65.9	2.41e-12
sp|O15530|PDPK1_HUMAN	sp|P39073|SSN3_YEAST	34.314	102	62.8	1.56e-11
sp|O15530|PDPK1_HUMAN	sp|P29295|HRR25_YEAST	23.697	211	59.3	1.90e-10
sp|O15530|PDPK1_HUMAN	sp|P22219|VPS15_YEAST	27.485	171	58.2	6.77e-10
sp|O15530|PDPK1_HUMAN	sp|P23292|KC12_YEAST	24.561	285	57.0	9.37e-10
sp|O15530|PDPK1_HUMAN	sp|P23291|KC11_YEAST	24.735	283	57.0	1.04e-09
sp|O15530|PDPK1_HUMAN	sp|P32350|KNS1_YEAST	25.161	155	54.3	7.19e-09
sp|O15530|PDPK1_HUMAN	sp|Q03656|SKY1_YEAST	26.136	176	48.5	4.69e-07
sp|O15530|PDPK1_HUMAN	sp|P39962|KC13_YEAST	24.684	158	46.6	1.77e-06
sp|Q9H553|ALG2_HUMAN	sp|P43636|ALG2_YEAST	38.864	440	285	4.18e-93
sp|Q9UQB9|AURKC_HUMAN	sp|P38991|AURK_YEAST	48.855	262	261	8.84e-87
sp|Q9UQB9|AURKC_HUMAN	sp|P05986|KAPC_YEAST	36.122	263	182	5.92e-56
sp|Q9UQB9|AURKC_HUMAN	sp|P06244|KAPA_YEAST	35.361	263	181	1.18e-55
sp|Q9UQB9|AURKC_HUMAN	sp|P06245|KAPB_YEAST	35.688	269	174	7.65e-53
sp|Q9UQB9|AURKC_HUMAN	sp|P06782|SNF1_YEAST	33.803	284	166	4.78e-48
sp|Q9UQB9|AURKC_HUMAN	sp|P32562|CDC5_YEAST	32.374	278	158	5.94e-45
sp|Q9UQB9|AURKC_HUMAN	sp|P11792|SCH9_YEAST	34.657	277	157	2.04e-44
sp|Q9UQB9|AURKC_HUMAN	sp|P12688|YPK1_YEAST	35.185	270	155	7.41e-44
sp|Q9UQB9|AURKC_HUMAN	sp|P25341|KIN82_YEAST	35.357	280	154	1.45e-43
sp|Q9UQB9|AURKC_HUMAN	sp|Q03407|PKH1_YEAST	30.370	270	154	3.39e-43
sp|Q9UQB9|AURKC_HUMAN	sp|P18961|YPK2_YEAST	35.185	270	153	4.01e-43
sp|Q9UQB9|AURKC_HUMAN	sp|Q12236|PKH2_YEAST	30.903	288	151	3.05e-42
sp|Q9UQB9|AURKC_HUMAN	sp|P25389|KCC4_YEAST	33.218	289	150	1.01e-41
sp|Q9UQB9|AURKC_HUMAN	sp|P53739|FPK1_YEAST	33.216	283	149	1.54e-41
sp|Q9UQB9|AURKC_HUMAN	sp|Q12263|GIN4_YEAST	33.217	286	145	3.47e-40
sp|Q9UQB9|AURKC_HUMAN	sp|P34244|HSL1_YEAST	30.592	304	144	7.99e-40
sp|Q9UQB9|AURKC_HUMAN	sp|P38070|YPK3_YEAST	29.643	280	137	6.78e-38
