human_protein,rank,yeast_protein,similarity_score
Q9UHB4,12,P38795,-0.48231527
Q9UHB4,13,P20604,-0.48265582
Q9UHB4,14,P07244,-0.48338848
Q9UHB4,15,P25694,-0.48394468
Q9UHB4,16,P11154,-0.48612824
Q9UHB4,17,P53088,-0.48661214
Q9UHB4,18,P49090,-0.48665717
Q9UHB4,19,P25453,-0.4866931
Q9UHB4,20,P52920,-0.48746592
P49643,1,Q02939,-0.22318043
P49643,2,P33755,-0.22341159
P49643,3,P29468,-0.24276683
P49643,4,P15274,-0.24837145
P49643,5,P38630,-0.2483756
P49643,6,Q08647,-0.25485685
P49643,7,P53914,-0.25500214
P49643,8,Q04673,-0.25704083
P49643,9,P47047,-0.2580473
P49643,10,P38431,-0.25825164
P49643,11,P23337,-0.25838414
P49643,12,P15565,-0.26076928
P49643,13,P04819,-0.26104295
P49643,14,P21576,-0.26249996
P49643,15,P06786,-0.26495972
P49643,16,Q12196,-0.26510987
P49643,17,P53893,-0.2655086
P49643,18,P38920,-0.26737452
P49643,19,P38862,-0.2676006
P49643,20,P04051,-0.2679549
P28074,1,P32379,-0.30817264
P28074,2,P30656,-0.31289652
P28074,3,Q00711,-0.32748583
P28074,4,P47052,-0.3354738
P28074,5,P21524,-0.34552577
P28074,6,P36132,-0.34898433
P28074,7,P33297,-0.35349232
P28074,8,P21672,-0.35492676
P28074,9,P46681,-0.3566482
P28074,10,P32561,-0.3568941
P28074,11,P41819,-0.35753965
P28074,12,P25454,-0.357612
P28074,13,P25039,-0.35847396
P28074,14,P49090,-0.35865667
P28074,15,P04801,-0.36173365
P28074,16,Q03195,-0.36440107
P28074,17,P53088,-0.36583093
P28074,18,P02557,-0.3659659
P28074,19,P49089,-0.36819836
P28074,20,P25694,-0.3684371
P43155,1,P32191,-0.24031782
P43155,2,P23337,-0.2431371
P43155,3,Q08162,-0.2547746
P43155,4,P38793,-0.25655517
P43155,5,P32861,-0.26063335
P43155,6,P38169,-0.26153654
P43155,7,P52892,-0.26180056
P43155,8,P53131,-0.26408237
P43155,9,P15436,-0.26495534
P43155,10,P17709,-0.26520085
P43155,11,P27472,-0.2654831
P43155,12,P47047,-0.26561725
P43155,13,P43123,-0.2682046
P43155,14,P06839,-0.27034006
P43155,15,Q05567,-0.27096418
P43155,16,P32327,-0.27146792
P43155,17,P29468,-0.27168217
P43155,18,P22515,-0.27170005
P43155,19,Q00055,-0.27240658
P43155,20,P04806,-0.27346203
Q9UET6,1,P41819,-0.35126173
Q9UET6,2,P53742,-0.35927042
Q9UET6,3,Q03195,-0.3691714
Q9UET6,4,Q03532,-0.38179505
Q9UET6,5,P39517,-0.3829801
Q9UET6,6,P23594,-0.38888347
Q9UET6,7,Q01939,-0.3890073
Q9UET6,8,P25454,-0.39188248
Q9UET6,9,P25694,-0.3924024
Q9UET6,10,P33298,-0.3980318
Q9UET6,11,P40327,-0.3986943
Q9UET6,12,P13393,-0.40000713
Q9UET6,13,P33297,-0.4007369
Q9UET6,14,P53088,-0.40975818
Q9UET6,15,P38238,-0.4103282
Q9UET6,16,P06780,-0.41062042
Q9UET6,17,P52917,-0.41115284
Q9UET6,18,P38795,-0.41292948
Q9UET6,19,P23595,-0.41333592
Q9UET6,20,P32481,-0.41343704
P08865,1,P32835,-0.37645128
P08865,2,P32836,-0.38763526
P08865,3,P29311,-0.4036271
P08865,4,P34730,-0.41091022
P08865,5,P00830,-0.42099547
P08865,6,P60010,-0.42728364
P08865,7,P10591,-0.43012556
P08865,8,P10592,-0.43063438
P08865,9,P22202,-0.43165693
P08865,10,P09435,-0.4327846
P08865,11,P02994,-0.4346589
P08865,12,P13393,-0.44457704
P08865,13,P32598,-0.4474891
P08865,14,P15646,-0.45082504
P08865,15,Q01939,-0.45130208
P08865,16,P19073,-0.4605816
P08865,17,P25694,-0.46139252
P08865,18,P05759,-0.48478603
P08865,19,P07251,-0.48924458
P08865,20,Q03532,-0.49292108
P08240,1,P39730,-0.24822679
P08240,2,P53742,-0.2690889
P08240,3,P25694,-0.27433357
P08240,4,P13393,-0.2754744
P08240,5,Q03195,-0.29100886
P08240,6,P52917,-0.2916611
P08240,7,Q99216,-0.29660723
P08240,8,P33322,-0.29740778
P08240,9,P33297,-0.29778934
P08240,10,P33298,-0.29820487
P08240,11,P41819,-0.3008981
P08240,12,P25454,-0.30127087
P08240,13,P33299,-0.30178854
P08240,14,P47047,-0.30223337
P08240,15,P40991,-0.30294427
P08240,16,P32481,-0.3042995
P08240,17,P39517,-0.30623427
P08240,18,Q01939,-0.3086027
P08240,19,P50085,-0.308813
P08240,20,P24784,-0.31436768
Q00325,1,P40035,-0.2663132
Q00325,2,P04710,-0.267488
Q00325,3,P18239,-0.28369322
Q00325,4,P18238,-0.30080232
Q00325,5,P50085,-0.344208
Q00325,6,Q01939,-0.3527284
Q00325,7,P25694,-0.35586956
Q00325,8,P39517,-0.3566849
Q00325,9,P25374,-0.35831383
Q00325,10,P33297,-0.3609364
Q00325,11,P13393,-0.36287978
Q00325,12,P41819,-0.36441928
Q00325,13,P39925,-0.36681852
Q00325,14,P27697,-0.37166438
Q00325,15,Q03195,-0.37225512
Q00325,16,P40086,-0.37423858
Q00325,17,P40961,-0.3746378
Q00325,18,P33298,-0.37589502
Q00325,19,Q03532,-0.3808605
Q00325,20,P00890,-0.38172412
P61586,1,P06780,-0.3946242
P61586,2,P19073,-0.42086852
P61586,3,P32835,-0.4581907
P61586,4,P32836,-0.46633318
P61586,5,P29311,-0.46798867
P61586,6,P15731,-0.46872988
P61586,7,P60010,-0.4775086
P61586,8,P32598,-0.48120156
P61586,9,P15732,-0.4825191
P61586,10,Q03532,-0.48384386
P61586,11,P00546,-0.49037665
P61586,12,P34730,-0.49352542
P61586,13,Q01939,-0.49815646
P61586,14,P10591,-0.4996674
P61586,15,P10592,-0.50026596
P61586,16,P09435,-0.50265974
P61586,17,P02994,-0.5045406
P61586,18,P22202,-0.505481
P61586,19,P47052,-0.51686716
P61586,20,P19146,-0.5283921
O60508,1,Q12417,-0.22508648
O60508,2,P40968,-0.23169598
O60508,3,Q04673,-0.23337694
O60508,4,Q04660,-0.24534638
O60508,5,Q04199,-0.24673103
O60508,6,P38328,-0.25224957
O60508,7,Q06106,-0.25804728
O60508,8,P41811,-0.2587624
O60508,9,P38630,-0.2598097
O60508,10,P32597,-0.26129302
O60508,11,P21304,-0.26180664
O60508,12,P38144,-0.2619187
O60508,13,P25635,-0.2621581
O60508,14,P33750,-0.264596
O60508,15,Q12389,-0.26485643
O60508,16,Q12220,-0.2659962
O60508,17,Q08773,-0.26682395
O60508,18,P24583,-0.2673544
O60508,19,Q00772,-0.268279
O60508,20,P53091,-0.27268222
Q96EF0,1,P30771,-0.25197324
Q96EF0,2,Q04673,-0.25472704
Q96EF0,3,Q06224,-0.25858036
Q96EF0,4,Q04585,-0.25883695
Q96EF0,5,P04819,-0.27319247
Q96EF0,6,P39006,-0.2753495
Q96EF0,7,P32863,-0.278454
Q96EF0,8,P35207,-0.2799989
Q96EF0,9,Q00362,-0.2806852
Q96EF0,10,P12683,-0.28085512
Q96EF0,11,P41810,-0.28106594
Q96EF0,12,P53893,-0.28150284
Q96EF0,13,P15565,-0.28167298
Q96EF0,14,P36120,-0.28174362
Q96EF0,15,Q00684,-0.28206766
Q96EF0,16,P32363,-0.28309307
Q96EF0,17,P24583,-0.28510317
Q96EF0,18,P12684,-0.28853196
Q96EF0,19,P32501,-0.28993714
Q96EF0,20,P15938,-0.290164
Q5JPH6,1,P53070,-0.38257283
Q5JPH6,2,P07258,-0.39131027
Q5JPH6,3,P38793,-0.3957336
Q5JPH6,4,P38714,-0.39860132
Q5JPH6,5,P32191,-0.39986387
Q5JPH6,6,Q00055,-0.40373415
Q5JPH6,7,P38628,-0.40736687
Q5JPH6,8,P38238,-0.409188
Q5JPH6,9,P25454,-0.41046214
Q5JPH6,10,P04803,-0.41268393
Q5JPH6,11,P07259,-0.42321965
Q5JPH6,12,Q05506,-0.42357647
Q5JPH6,13,P40024,-0.42377108
Q5JPH6,14,P53131,-0.42608377
Q5JPH6,15,Q01574,-0.42611867
Q5JPH6,16,P32327,-0.42701578
Q5JPH6,17,P52893,-0.42726
Q5JPH6,18,P04385,-0.4280064
Q5JPH6,19,P41911,-0.42856082
Q5JPH6,20,P48525,-0.42863443
Q01518,1,P53742,-0.29850215
Q01518,2,P39730,-0.30139136
Q01518,3,Q03195,-0.3097712
Q01518,4,P47047,-0.3256171
Q01518,5,P53088,-0.32804713
Q01518,6,P36421,-0.33354917
Q01518,7,P12385,-0.3349945
Q01518,8,P41819,-0.33645147
Q01518,9,P33322,-0.3383806
Q01518,10,P17555,-0.34007785
Q01518,11,Q99216,-0.34334636
Q01518,12,P38088,-0.34347585
Q01518,13,P22515,-0.34349424
Q01518,14,P15705,-0.34435228
Q01518,15,P32481,-0.3476577
Q01518,16,P13393,-0.34818384
Q01518,17,P40991,-0.34833953
Q01518,18,Q05498,-0.34893638
Q01518,19,P40078,-0.35001418
Q01518,20,P07263,-0.35160068
P78406,1,P40066,-0.11988267
P78406,2,P38011,-0.26560968
P78406,3,P25382,-0.26833928
P78406,4,P40217,-0.26975325
P78406,5,Q04491,-0.30527717
P78406,6,P07263,-0.3065324
P78406,7,P41318,-0.30959678
P78406,8,P33750,-0.31004736
P78406,9,Q02821,-0.3109735
P78406,10,Q02207,-0.315632
P78406,11,P17555,-0.31677526
P78406,12,P04147,-0.31715104
P78406,13,P00175,-0.3178771
P78406,14,P30624,-0.31848285
P78406,15,P38821,-0.319718
P78406,16,Q01574,-0.32198733
P78406,17,P18759,-0.32405233
P78406,18,P38328,-0.3259118
P78406,19,P39925,-0.32670274
P78406,20,Q12417,-0.32952318
Q2TAA5,1,Q07729,-0.29144543
Q2TAA5,2,P27697,-0.29358864
Q2TAA5,3,Q00055,-0.2952747
Q2TAA5,4,P38714,-0.30183744
Q2TAA5,5,P38795,-0.30425352
Q2TAA5,6,P41819,-0.30426592
Q2TAA5,7,P40416,-0.3057779
Q2TAA5,8,Q05506,-0.30764472
Q2TAA5,9,P32861,-0.30772576
Q2TAA5,10,P32363,-0.30891326
Q2TAA5,11,P46681,-0.30999467
Q2TAA5,12,P47047,-0.31044275
Q2TAA5,13,P20133,-0.31055832
Q2TAA5,14,P40348,-0.31080034
Q2TAA5,15,P14742,-0.31363764
Q2TAA5,16,P28273,-0.31489205
Q2TAA5,17,P40558,-0.31527373
Q2TAA5,18,P52489,-0.31638008
Q2TAA5,19,P38793,-0.31667224
Q2TAA5,20,P51601,-0.3167072
Q8IZ73,1,P38793,-0.38509372
Q8IZ73,2,Q00772,-0.39093724
Q8IZ73,3,Q12362,-0.4005259
Q8IZ73,4,Q06106,-0.40238446
Q8IZ73,5,Q04673,-0.40314585
Q8IZ73,6,P39940,-0.40619984
Q8IZ73,7,P39006,-0.40976006
Q8IZ73,8,P25454,-0.41215268
Q8IZ73,9,Q00578,-0.41460168
Q8IZ73,10,P53091,-0.4182257
Q8IZ73,11,P32597,-0.41904977
Q8IZ73,12,P32863,-0.41929504
Q8IZ73,13,P24583,-0.41958144
Q8IZ73,14,Q04199,-0.4208675
Q8IZ73,15,P24279,-0.4213912
Q8IZ73,16,P38238,-0.42365476
Q8IZ73,17,P31115,-0.42908195
Q8IZ73,18,P53893,-0.4322381
Q8IZ73,19,P53145,-0.4324571
Q8IZ73,20,P04819,-0.43247023
Q9NQR4,1,P46969,-0.23231448
Q9NQR4,2,P49954,-0.24236716
Q9NQR4,3,P07991,-0.2780628
Q9NQR4,4,P43619,-0.28107336
Q9NQR4,5,P00924,-0.2877434
Q9NQR4,6,P41940,-0.2885407
Q9NQR4,7,P47052,-0.29064173
Q9NQR4,8,P37291,-0.29241624
Q9NQR4,9,P25039,-0.292423
Q9NQR4,10,P32771,-0.29340985
Q9NQR4,11,Q00711,-0.2936054
Q9NQR4,12,P00925,-0.29698876
Q9NQR4,13,P37292,-0.29786128
Q9NQR4,14,P08417,-0.30142856
Q9NQR4,15,P07244,-0.30279577
Q9NQR4,16,P04801,-0.3037258
Q9NQR4,17,P36007,-0.3038582
Q9NQR4,18,P42222,-0.30594262
Q9NQR4,19,P38689,-0.3090912
Q9NQR4,20,P38067,-0.30971846
Q9C0J8,1,P33329,-0.46732065
Q9C0J8,2,P08018,-0.4696616
Q9C0J8,3,P48562,-0.47468904
Q9C0J8,4,P53894,-0.48120466
Q9C0J8,5,P22082,-0.501869
Q9C0J8,6,P23291,-0.5022629
Q9C0J8,7,P23292,-0.50410527
Q9C0J8,8,Q12186,-0.5096366
Q9C0J8,9,P31384,-0.51329106
Q9C0J8,10,P11792,-0.5153682
Q9C0J8,11,P38903,-0.5157647
Q9C0J8,12,P53739,-0.5176092
Q9C0J8,13,P27692,-0.5189558
Q9C0J8,14,P14680,-0.5197384
Q9C0J8,15,Q03497,-0.53141785
Q9C0J8,16,P39940,-0.5325898
Q9C0J8,17,P32793,-0.53409624
Q9C0J8,18,P26570,-0.5348977
Q9C0J8,19,Q12296,-0.538797
Q9C0J8,20,P32567,-0.5428606
P11908,1,P19073,-0.33464128
P11908,2,P32835,-0.34555277
P11908,3,P32836,-0.34631595
P11908,4,P32598,-0.35419753
P11908,5,P02994,-0.37359098
P11908,6,P00830,-0.37388718
P11908,7,P38620,-0.37615597
P11908,8,P10081,-0.3871495
P11908,9,P47052,-0.39641094
P11908,10,P38063,-0.40354246
P11908,11,Q00711,-0.40479442
P11908,12,P09435,-0.40682065
P11908,13,P10591,-0.40743282
P11908,14,P10592,-0.40979514
P11908,15,P22202,-0.4100221
P11908,16,P60010,-0.4124932
P11908,17,P38689,-0.41582337
P11908,18,P18238,-0.41724437
P11908,19,P08417,-0.4214159
P11908,20,Q01939,-0.4224315
P30838,1,P07244,-0.22169542
P30838,2,P07991,-0.22484058
P30838,3,P38067,-0.22550407
P30838,4,P42222,-0.22564808
P30838,5,P0CX10,-0.22871378
P30838,6,P37292,-0.24271041
P30838,7,P53319,-0.24802242
P30838,8,P36007,-0.24860612
P30838,9,P40047,-0.2501331
P30838,10,P23542,-0.2565875
P30838,11,Q04120,-0.2576115
P30838,12,P37291,-0.2586917
P30838,13,P25374,-0.2587994
P30838,14,P08417,-0.259403
P30838,15,P52910,-0.2597631
P30838,16,P38720,-0.26078442
P30838,17,P38625,-0.26175588
P30838,18,P00549,-0.26227817
P30838,19,Q12480,-0.26228818
P30838,20,P53228,-0.26318327
Q01780,1,Q12149,-0.22333767
Q01780,2,Q05471,-0.2448391
Q01780,3,Q06685,-0.24666919
Q01780,4,P29056,-0.25368828
Q01780,5,Q02792,-0.2601056
Q01780,6,P32863,-0.26948017
Q01780,7,P35207,-0.27206293
Q01780,8,P13382,-0.27376276
Q01780,9,P32657,-0.27378896
Q01780,10,Q00684,-0.2753176
Q01780,11,Q08960,-0.27576464
Q01780,12,P07276,-0.27620748
Q01780,13,P32562,-0.27639014
Q01780,14,P24583,-0.27673143
Q01780,15,P53622,-0.28090298
Q01780,16,P07271,-0.28098315
Q01780,17,Q08965,-0.28348994
Q01780,18,Q12451,-0.28450426
Q01780,19,P35845,-0.28671524
Q01780,20,P50942,-0.28817454
O94973,1,P47047,-0.27444673
O94973,2,P33298,-0.29613432
O94973,3,Q03195,-0.30024984
O94973,4,P25382,-0.31004214
O94973,5,P41819,-0.31083208
O94973,6,P18759,-0.3126271
O94973,7,P40413,-0.31437454
O94973,8,P15303,-0.31444472
O94973,9,P25454,-0.31501538
O94973,10,Q02821,-0.31760603
O94973,11,P25694,-0.31782857
O94973,12,P39517,-0.31860286
O94973,13,P32481,-0.3189169
O94973,14,P22515,-0.32305112
O94973,15,P53914,-0.32324415
O94973,16,P38795,-0.32452163
O94973,17,Q00578,-0.32719806
O94973,18,P53088,-0.32751426
O94973,19,P36421,-0.3280227
O94973,20,P54861,-0.32837403
P46781,1,P32836,-0.31151593
P46781,2,P32835,-0.31389132
P46781,3,P05755,-0.33324486
P46781,4,O13516,-0.35973075
P46781,5,P00830,-0.3906855
P46781,6,P0C0W9,-0.39241675
P46781,7,P32598,-0.39281273
P46781,8,Q3E757,-0.393074
P46781,9,P09435,-0.3957511
P46781,10,P02994,-0.3982446
P46781,11,P54780,-0.403903
P46781,12,Q01939,-0.40430847
P46781,13,P25694,-0.40530205
P46781,14,P19073,-0.40641686
P46781,15,P05748,-0.4068499
P46781,16,P22202,-0.40774813
P46781,17,P05756,-0.4088931
P46781,18,P52917,-0.4106451
P46781,19,P0CX35,-0.4126399
P46781,20,P47052,-0.41394183
Q92994,1,Q00578,-0.37844592
Q92994,2,P25454,-0.4020504
Q92994,3,Q99216,-0.4216182
Q92994,4,P39730,-0.42282978
Q92994,5,P33299,-0.42522362
Q92994,6,P24279,-0.42949942
Q92994,7,P47047,-0.4329743
Q92994,8,P39940,-0.43656355
Q92994,9,P53742,-0.43806815
Q92994,10,P43588,-0.44119054
Q92994,11,P40991,-0.44154805
Q92994,12,P54861,-0.44260877
Q92994,13,P20448,-0.44329512
Q92994,14,P24784,-0.44634625
Q92994,15,P38793,-0.4485895
Q92994,16,P32597,-0.45048752
Q92994,17,Q04673,-0.45155933
Q92994,18,P13393,-0.45315567
Q92994,19,P53313,-0.45318016
Q92994,20,P40327,-0.45408115
P49917,1,P38237,-0.19907951
P49917,2,P53973,-0.20399003
P49917,3,P22516,-0.2042499
P49917,4,P32639,-0.2044837
P49917,5,P25336,-0.21393475
P49917,6,P32580,-0.21880433
P49917,7,P20095,-0.21929948
P49917,8,P32492,-0.22172315
P49917,9,Q06698,-0.22216251
P49917,10,Q12069,-0.22265576
P49917,11,P53327,-0.22481708
P49917,12,P13382,-0.22665726
P49917,13,P15938,-0.22679898
P49917,14,P39518,-0.22849886
P49917,15,Q12018,-0.23074548
P49917,16,P10964,-0.23140411
P49917,17,P38225,-0.23182888
P49917,18,Q07825,-0.23226388
P49917,19,Q06224,-0.23471315
P49917,20,Q12181,-0.23649104
Q96T83,1,P20107,-0.3717496
Q96T83,2,Q04121,-0.38003007
Q96T83,3,P40327,-0.39791632
Q96T83,4,P25454,-0.39942485
Q96T83,5,P47047,-0.40571633
Q96T83,6,P33298,-0.4076774
Q96T83,7,P39517,-0.41210425
Q96T83,8,P33299,-0.4203512
Q96T83,9,P31244,-0.42233247
Q96T83,10,P23594,-0.42291072
Q96T83,11,P27697,-0.42346007
Q96T83,12,Q00578,-0.423736
Q96T83,13,P39007,-0.4250798
Q96T83,14,P23595,-0.427069
Q96T83,15,P40527,-0.43172932
Q96T83,16,P40341,-0.43215132
Q96T83,17,Q00055,-0.43299744
Q96T83,18,Q00772,-0.43336385
Q96T83,19,P40558,-0.43470725
Q96T83,20,P39925,-0.43542933
Q969Y2,1,P25454,-0.54214174
Q969Y2,2,P25374,-0.55798715
Q969Y2,3,P06780,-0.5635067
Q969Y2,4,P19073,-0.5645606
Q969Y2,5,P07244,-0.5670173
Q969Y2,6,Q03532,-0.5689398
Q969Y2,7,P36007,-0.5701162
Q969Y2,8,P41819,-0.57309127
Q969Y2,9,P50085,-0.5736658
Q969Y2,10,P25694,-0.5744621
Q969Y2,11,P33298,-0.5757013
Q969Y2,12,P52920,-0.5789292
Q969Y2,13,Q01939,-0.57946914
Q969Y2,14,P46969,-0.58251154
Q969Y2,15,P40558,-0.5835445
Q969Y2,16,P33297,-0.5837978
Q969Y2,17,P51601,-0.58430135
Q969Y2,18,P11076,-0.5846501
Q969Y2,19,P52489,-0.585096
Q969Y2,20,P07251,-0.5851521
P23786,1,Q10740,-0.2167395
P23786,2,P38793,-0.21783961
P23786,3,P17255,-0.21833979
P23786,4,P17709,-0.2210494
P23786,5,P80235,-0.22174776
P23786,6,P27472,-0.2219896
P23786,7,P23337,-0.22630274
P23786,8,P52893,-0.22828336
P23786,9,P04385,-0.2302852
P23786,10,P38628,-0.2310037
P23786,11,P32317,-0.23352699
P23786,12,P29468,-0.23611836
P23786,13,P43123,-0.23668456
P23786,14,Q08162,-0.23698138
P23786,15,P20967,-0.23944485
P23786,16,P41911,-0.24018732
P23786,17,P52892,-0.24072178
P23786,18,P32861,-0.24097916
P23786,19,P32191,-0.24151784
P23786,20,P38169,-0.24377029
Q9Y617,1,P38067,-0.24502818
Q9Y617,2,P23542,-0.24849263
Q9Y617,3,P08417,-0.25373682
Q9Y617,4,P42222,-0.25778487
Q9Y617,5,P07244,-0.25958177
Q9Y617,6,P37292,-0.26410258
Q9Y617,7,P53228,-0.26755744
Q9Y617,8,P0CX10,-0.2680526
Q9Y617,9,Q12480,-0.26995596
Q9Y617,10,P07991,-0.27141893
Q9Y617,11,P00924,-0.27580196
Q9Y617,12,P32771,-0.27583793
Q9Y617,13,P43619,-0.27642837
Q9Y617,14,P41338,-0.27661154
Q9Y617,15,P37291,-0.2767024
Q9Y617,16,Q04120,-0.27685753
Q9Y617,17,P00925,-0.280594
Q9Y617,18,P38720,-0.28105837
Q9Y617,19,P40047,-0.28229406
Q9Y617,20,P46367,-0.2834352
Q15386,1,P32600,-0.2349271
Q15386,2,P33202,-0.23643444
Q15386,3,P53119,-0.24533778
Q15386,4,P35169,-0.248515
Q15386,5,P54860,-0.2506482
Q15386,6,P40985,-0.26138553
Q15386,7,P38873,-0.26969472
Q15386,8,P11075,-0.2746707
Q15386,9,Q06156,-0.27470535
Q15386,10,P32333,-0.2770982
Q15386,11,P38086,-0.27781448
Q15386,12,P38859,-0.27936065
Q15386,13,Q06706,-0.28388885
Q15386,14,P22543,-0.2862286
Q15386,15,Q06708,-0.28628644
Q15386,16,P39104,-0.28720862
Q15386,17,P53258,-0.28721476
Q15386,18,P32383,-0.28773248
Q15386,19,Q04958,-0.28904262
Q15386,20,P32562,-0.2894057
O00400,1,P39007,-0.22911315
O00400,2,P07286,-0.2870811
O00400,3,P27697,-0.2965405
O00400,4,P38318,-0.29804152
O00400,5,P40086,-0.29890275
O00400,6,Q00055,-0.30025503
O00400,7,P40416,-0.30961788
O00400,8,P32915,-0.3118658
O00400,9,P40035,-0.31270486
O00400,10,P50085,-0.3139235
O00400,11,P39925,-0.31532934
O00400,12,P47047,-0.31652424
O00400,13,P25454,-0.31658122
O00400,14,P39109,-0.32325444
O00400,15,Q04121,-0.32372886
O00400,16,P41819,-0.32477373
O00400,17,P46681,-0.32648665
O00400,18,P40527,-0.33097047
O00400,19,Q03195,-0.33106825
O00400,20,Q02821,-0.3317614
O15269,1,Q05506,-0.24712805
O15269,2,P40558,-0.276586
O15269,3,P47117,-0.2821314
O15269,4,P50094,-0.2880018
O15269,5,P50095,-0.29420692
O15269,6,P38697,-0.29426327
O15269,7,P52489,-0.29601824
O15269,8,P32327,-0.30550286
O15269,9,P41819,-0.30599502
O15269,10,P20133,-0.30746752
O15269,11,P47079,-0.3110973
O15269,12,P33298,-0.31182906
O15269,13,P36421,-0.3132287
O15269,14,P00549,-0.3138967
O15269,15,P11154,-0.3144041
O15269,16,P52920,-0.31512752
O15269,17,P06839,-0.3181901
O15269,18,P43619,-0.3182622
O15269,19,P14742,-0.3188941
O15269,20,P40413,-0.32108775
P25789,1,P23638,-0.16967683
P25789,2,P40413,-0.2584345
P25789,3,P32379,-0.26622874
P25789,4,P23639,-0.27823162
P25789,5,P39077,-0.27854967
P25789,6,P26793,-0.27955627
P25789,7,P25043,-0.2803228
P25789,8,P42943,-0.2836782
P25789,9,P33298,-0.28964075
P25789,10,P12612,-0.29201347
P25789,11,P40303,-0.29239812
P25789,12,P50094,-0.2958966
P25789,13,P50095,-0.29599318
P25789,14,P53549,-0.30284056
P25789,15,P39078,-0.30320904
P25789,16,P38697,-0.30350956
P25789,17,P04801,-0.30596095
P25789,18,P25039,-0.3071632
P25789,19,P15180,-0.30831462
P25789,20,P52920,-0.30879015
Q15907,1,P19073,-0.39870358
Q15907,2,Q01939,-0.4203925
Q15907,3,P32835,-0.4271578
Q15907,4,P32836,-0.4313365
Q15907,5,P32598,-0.44230872
Q15907,6,P01123,-0.46033424
Q15907,7,P29311,-0.4656115
Q15907,8,P15731,-0.47606578
Q15907,9,Q03532,-0.47642076
Q15907,10,P15732,-0.4782677
Q15907,11,P06634,-0.47857925
Q15907,12,P51996,-0.4786196
Q15907,13,P09435,-0.48155487
Q15907,14,P34730,-0.48316786
Q15907,15,P60010,-0.4849177
Q15907,16,P38555,-0.4854521
Q15907,17,P52917,-0.4892137
Q15907,18,P25694,-0.48949897
Q15907,19,P19146,-0.4913326
Q15907,20,P10081,-0.49257794
P00491,1,P39954,-0.24515755
P00491,2,P07991,-0.24909303
P00491,3,P36007,-0.26049858
P00491,4,Q05911,-0.2669313
P00491,5,P07244,-0.267282
P00491,6,P04076,-0.2690173
P00491,7,P38009,-0.2692805
P00491,8,P53319,-0.26938915
P00491,9,P42222,-0.26974088
P00491,10,P0CX10,-0.27428338
P00491,11,P37291,-0.27585188
P00491,12,P05373,-0.27762946
P00491,13,P07245,-0.2778942
P00491,14,P31373,-0.27958786
P00491,15,Q12074,-0.28136373
P00491,16,P25374,-0.2817144
P00491,17,P00549,-0.28188983
P00491,18,P19358,-0.2827198
P00491,19,P38720,-0.28458604
P00491,20,P38625,-0.2855883
Q09028,1,P32836,-0.30852273
Q09028,2,P32835,-0.30909726
Q09028,3,Q01939,-0.31696668
Q09028,4,Q03532,-0.32365096
Q09028,5,P32598,-0.32805708
Q09028,6,P25694,-0.33102274
Q09028,7,P41940,-0.33266333
Q09028,8,Q03195,-0.3420565
Q09028,9,P52917,-0.34278792
Q09028,10,P09435,-0.3459216
Q09028,11,P02994,-0.3500476
Q09028,12,P21954,-0.35299167
Q09028,13,P33297,-0.3549383
Q09028,14,P00830,-0.35985735
Q09028,15,P29311,-0.36075434
Q09028,16,P22202,-0.3617411
Q09028,17,P13393,-0.36294845
Q09028,18,P47052,-0.36371523
Q09028,19,P10591,-0.3670391
Q09028,20,P10592,-0.36850777
Q7KZN9,1,P40086,-0.31339762
Q7KZN9,2,P40416,-0.37653503
Q7KZN9,3,P40035,-0.39317772
Q7KZN9,4,P39007,-0.39569253
Q7KZN9,5,P50085,-0.39828736
Q7KZN9,6,P04710,-0.3989955
Q7KZN9,7,P39925,-0.4021654
Q7KZN9,8,P25374,-0.4033491
Q7KZN9,9,P25454,-0.41131592
Q7KZN9,10,P41819,-0.41616705
Q7KZN9,11,Q00055,-0.41645974
Q7KZN9,12,P32473,-0.41910374
Q7KZN9,13,P27697,-0.42177314
Q7KZN9,14,P13393,-0.4267015
Q7KZN9,15,P07286,-0.42870942
Q7KZN9,16,P51601,-0.4298267
Q7KZN9,17,P47088,-0.4332979
Q7KZN9,18,P40047,-0.43433836
Q7KZN9,19,P02992,-0.43534198
Q7KZN9,20,P33310,-0.43719807
P60174,1,P00942,-0.22330533
P60174,2,P00560,-0.27344584
P60174,3,P00924,-0.30214566
P60174,4,P00925,-0.30812863
P60174,5,P07170,-0.318894
P60174,6,P22202,-0.32358035
P60174,7,P00359,-0.32444313
P60174,8,P00358,-0.3269484
P60174,9,P10592,-0.33304
P60174,10,P10591,-0.3331687
P60174,11,P46969,-0.3341084
P60174,12,P09435,-0.33493045
P60174,13,P00360,-0.3353471
P60174,14,P15019,-0.3355284
P60174,15,P41338,-0.35166854
P60174,16,P32771,-0.35586488
P60174,17,P07251,-0.35921913
P60174,18,P0CS90,-0.35936692
P60174,19,P00830,-0.3619377
P60174,20,P08417,-0.36960933
Q9Y2H2,1,Q12311,-0.2387245
Q9Y2H2,2,P39104,-0.24025936
Q9Y2H2,3,Q03897,-0.24322714
Q9Y2H2,4,P39538,-0.24389343
Q9Y2H2,5,P22147,-0.2440012
Q9Y2H2,6,P38873,-0.24940646
Q9Y2H2,7,P38859,-0.25121462
Q9Y2H2,8,Q04958,-0.25173876
Q9Y2H2,9,P32361,-0.25290808
