Yeast_STRING_ID	Human_STRING_ID	BitScore
4932.YMR022W	9606.ENSP00000338348	210.3
4932.YPL020C	9606.ENSP00000394791	116.3
4932.YFR028C	9606.ENSP00000354916	243.0
4932.YDR449C	9606.ENSP00000261708	113.2
4932.YNL129W	9606.ENSP00000366007	56.2
4932.YNL224C	9606.ENSP00000316109	52.0
4932.YNL220W	9606.ENSP00000355493	502.3
4932.YML073C	9606.ENSP00000403172	145.6
4932.YER151C	9606.ENSP00000457411	168.3
4932.YPR135W	9606.ENSP00000353793	104.0
4932.YNL247W	9606.ENSP00000369897	615.9
4932.YNL077W	9606.ENSP00000314030	201.8
4932.YHR086W	9606.ENSP00000401371	119.0
4932.YIL061C	9606.ENSP00000472998	105.5
4932.YNL119W	9606.ENSP00000456908	51.2
4932.YNR053C	9606.ENSP00000362153	510.4
4932.YDL028C	9606.ENSP00000358813	212.6
4932.YPL259C	9606.ENSP00000388996	473.0
4932.YNR047W	9606.ENSP00000225577	247.7
4932.YNL027W	9606.ENSP00000310301	85.9
4932.YNL219C	9606.ENSP00000482396	259.2
4932.YBR010W	9606.ENSP00000254810	250.8
4932.YNL020C	9606.ENSP00000334836	221.1
4932.YDL022W	9606.ENSP00000301149	332.0
4932.YDR448W	9606.ENSP00000481091	196.8
4932.YNL091W	9606.ENSP00000378295	74.7
4932.YIL143C	9606.ENSP00000285398	827.4
4932.YKR003W	9606.ENSP00000263650	226.1
4932.YMR239C	9606.ENSP00000425979	57.8
4932.YNL141W	9606.ENSP00000361965	109.0
4932.YOL145C	9606.ENSP00000355013	199.1
4932.YNR060W	9606.ENSP00000373691	54.7
4932.YNL186W	9606.ENSP00000313811	120.9
4932.YNL041C	9606.ENSP00000397441	72.4
4932.YOR233W	9606.ENSP00000360290	218.4
4932.YNL153C	9606.ENSP00000360473	74.3
4932.YNL107W	9606.ENSP00000247843	135.2
4932.YGR074W	9606.ENSP00000300413	75.5
4932.YGL130W	9606.ENSP00000358497	87.8
4932.YFL039C	9606.ENSP00000458162	721.8
4932.YJL031C	9606.ENSP00000382341	145.2
4932.YNL172W	9606.ENSP00000339109	263.8
4932.YJL095W	9606.ENSP00000354927	220.3
4932.YML121W	9606.ENSP00000369899	311.6
4932.YOR124C	9606.ENSP00000003302	80.5
4932.YMR015C	9606.ENSP00000224356	95.1
4932.YHR030C	9606.ENSP00000311005	350.9
4932.YNL274C	9606.ENSP00000313432	146.0
4932.YLR438C-A	9606.ENSP00000302160	75.9
4932.YNL232W	9606.ENSP00000359939	90.5
4932.YPR162C	9606.ENSP00000441953	122.9
4932.YDL190C	9606.ENSP00000343001	312.0
4932.YLR028C	9606.ENSP00000236959	741.9
4932.YML097C	9606.ENSP00000370208	109.4
4932.YLR244C	9606.ENSP00000296411	383.3
4932.YNL265C	9606.ENSP00000438399	103.6
4932.YNL014W	9606.ENSP00000222388	195.7
4932.YML080W	9606.ENSP00000303515	303.5
4932.YNL273W	9606.ENSP00000450607	70.9
4932.YNL180C	9606.ENSP00000497733	198.4
4932.YNL161W	9606.ENSP00000373684	468.4
4932.YDR424C	9606.ENSP00000376297	103.6
4932.YLR038C	9606.ENSP00000466818	83.6
4932.YPL037C	9606.ENSP00000360664	97.8
4932.YLR191W	9606.ENSP00000295030	99.8
4932.YNL124W	9606.ENSP00000274054	100.5
4932.YNL163C	9606.ENSP00000268206	778.9
4932.YNL075W	9606.ENSP00000259239	291.2
4932.YKR035W-A	9606.ENSP00000380998	170.6
4932.YNR016C	9606.ENSP00000341044	1932.5
4932.YGL048C	9606.ENSP00000310572	629.4
4932.YNR048W	9606.ENSP00000230461	192.2
4932.YMR070W	9606.ENSP00000353734	61.6
4932.YAL054C	9606.ENSP00000316924	585.9
4932.YKL068W	9606.ENSP00000316032	119.8
4932.YNR046W	9606.ENSP00000438349	68.9
4932.YNL248C	9606.ENSP00000367029	69.7
4932.YNL155W	9606.ENSP00000220669	76.6
4932.YKL148C	9606.ENSP00000264932	875.9
4932.YNL022C	9606.ENSP00000309126	179.9
4932.YJR058C	9606.ENSP00000470176	136.3
4932.YIL118W	9606.ENSP00000400175	199.1
4932.YGL172W	9606.ENSP00000316032	65.5
4932.YMR240C	9606.ENSP00000318861	170.6
4932.YIL022W	9606.ENSP00000270538	138.7
4932.YML012W	9606.ENSP00000303145	133.7
4932.YGL190C	9606.ENSP00000399970	453.0
4932.YNL127W	9606.ENSP00000358810	75.1
4932.YKR008W	9606.ENSP00000386593	74.7
4932.YNR030W	9606.ENSP00000333813	221.9
4932.YNL223W	9606.ENSP00000384259	131.3
4932.YDR039C	9606.ENSP00000349595	347.4
4932.YMR072W	9606.ENSP00000359393	58.5
4932.YNR029C	9606.ENSP00000366617	231.1
4932.YNL026W	9606.ENSP00000345445	108.6
4932.YKR095W	9606.ENSP00000356448	158.3
4932.YNL132W	9606.ENSP00000257829	1159.8
4932.YNR038W	9606.ENSP00000380495	211.5
4932.YER069W	9606.ENSP00000293404	135.2
4932.YML065W	9606.ENSP00000360623	211.8
4932.YNL239W	9606.ENSP00000261714	326.6
4932.YDL245C	9606.ENSP00000075120	154.1
4932.YOL040C	9606.ENSP00000466010	179.9
4932.YLR026C	9606.ENSP00000294179	148.7
4932.YOL156W	9606.ENSP00000362469	151.0
4932.YNL242W	9606.ENSP00000353010	109.4
4932.YNR020C	9606.ENSP00000300145	115.9
4932.YPL093W	9606.ENSP00000354040	563.9
4932.YDR419W	9606.ENSP00000361310	99.4
4932.YDR466W	9606.ENSP00000344220	251.1
4932.YPL017C	9606.ENSP00000205402	268.9
4932.YDR452W	9606.ENSP00000363001	98.2
4932.YMR018W	9606.ENSP00000391601	126.7
4932.YMR291W	9606.ENSP00000394484	136.3
4932.YMR077C	9606.ENSP00000317468	88.2
4932.YDR091C	9606.ENSP00000296577	878.6
4932.YDR486C	9606.ENSP00000223500	104.8
4932.YMR110C	9606.ENSP00000411821	278.9
4932.YML068W	9606.ENSP00000324956	103.2
4932.YMR076C	9606.ENSP00000303427	137.1
4932.YMR027W	9606.ENSP00000356263	187.6
4932.YMR213W	9606.ENSP00000360532	246.9
4932.YML049C	9606.ENSP00000305790	335.1
4932.YDR511W	9606.ENSP00000414066	55.1
4932.YPL046C	9606.ENSP00000478121	72.0
4932.YMR048W	9606.ENSP00000261881	54.7
4932.YMR192W	9606.ENSP00000440826	136.3
4932.YDR180W	9606.ENSP00000282516	79.7
4932.YPL051W	9606.ENSP00000483486	190.7
4932.YDR398W	9606.ENSP00000384302	114.8
4932.YDR045C	9606.ENSP00000293860	105.9
4932.YPL138C	9606.ENSP00000390475	59.3
4932.YPL135W	9606.ENSP00000310623	193.0
4932.YDR472W	9606.ENSP00000470262	75.5
4932.YML069W	9606.ENSP00000278412	292.4
4932.YDR200C	9606.ENSP00000499241	65.1
4932.YGR252W	9606.ENSP00000263754	313.9
4932.YLL050C	9606.ENSP00000432660	104.0
4932.YDR440W	9606.ENSP00000381657	115.2
4932.YDR128W	9606.ENSP00000262144	256.9
4932.YDR190C	9606.ENSP00000318297	652.9
4932.YKL139W	9606.ENSP00000398880	291.2
4932.YML072C	9606.ENSP00000267113	80.5
4932.YDR425W	9606.ENSP00000251775	61.6
4932.YMR049C	9606.ENSP00000455106	555.1
4932.YMR241W	9606.ENSP00000329452	80.1
4932.YMR197C	9606.ENSP00000376792	100.1
4932.YDR496C	9606.ENSP00000380982	173.7
4932.YPL086C	9606.ENSP00000256398	855.5
4932.YML015C	9606.ENSP00000354633	65.5
4932.YMR164C	9606.ENSP00000371638	57.0
4932.YMR278W	9606.ENSP00000371393	398.7
4932.YPR051W	9606.ENSP00000452521	152.1
4932.YMR026C	9606.ENSP00000482609	90.9
4932.YPL087W	9606.ENSP00000434480	150.6
4932.YDR196C	9606.ENSP00000498268	143.7
4932.YMR259C	9606.ENSP00000385995	138.3
4932.YMR093W	9606.ENSP00000296792	253.4
4932.YDR126W	9606.ENSP00000287169	94.7
4932.YDR247W	9606.ENSP00000385751	99.0
4932.YDR096W	9606.ENSP00000491279	156.8
4932.YDR409W	9606.ENSP00000262971	103.6
4932.YNL189W	9606.ENSP00000362728	533.9
4932.YLR005W	9606.ENSP00000422907	295.4
4932.YDR097C	9606.ENSP00000234420	530.0
4932.YDR429C	9606.ENSP00000253108	141.7
4932.YMR210W	9606.ENSP00000326491	138.7
4932.YML094W	9606.ENSP00000447942	107.8
4932.YML102W	9606.ENSP00000315700	270.4
4932.YDR490C	9606.ENSP00000344220	276.6
4932.YDR531W	9606.ENSP00000498888	228.8
4932.YDR416W	9606.ENSP00000351137	227.6
4932.YDR456W	9606.ENSP00000480916	277.7
4932.YDR516C	9606.ENSP00000346643	238.8
4932.YMR290C	9606.ENSP00000263239	646.7
4932.YMR012W	9606.ENSP00000458986	207.2
4932.YLR208W	9606.ENSP00000373312	293.5
4932.YMR010W	9606.ENSP00000380880	74.3
4932.YDR503C	9606.ENSP00000392553	87.8
4932.YDR465C	9606.ENSP00000403536	55.5
4932.YGL213C	9606.ENSP00000453801	57.8
4932.YPL045W	9606.ENSP00000369810	169.5
4932.YPL126W	9606.ENSP00000314193	52.0
4932.YMR006C	9606.ENSP00000380442	66.2
4932.YDR205W	9606.ENSP00000379836	193.4
4932.YMR277W	9606.ENSP00000484525	162.2
4932.YMR009W	9606.ENSP00000333666	145.6
4932.YDR165W	9606.ENSP00000381266	87.4
4932.YDR141C	9606.ENSP00000237163	162.2
4932.YMR128W	9606.ENSP00000311135	613.6
4932.YML005W	9606.ENSP00000329858	81.3
4932.YDR434W	9606.ENSP00000309430	89.4
4932.YDR153C	9606.ENSP00000320543	50.1
4932.YDR121W	9606.ENSP00000363286	52.0
4932.YPL123C	9606.ENSP00000426455	57.4
4932.YPL110C	9606.ENSP00000368305	172.2
4932.YDR457W	9606.ENSP00000340648	454.5
4932.YDL002C	9606.ENSP00000359393	55.5
4932.YDR088C	9606.ENSP00000297151	60.5
4932.YML036W	9606.ENSP00000325398	67.0
4932.YDR101C	9606.ENSP00000302886	79.7
4932.YDR386W	9606.ENSP00000307853	129.4
4932.YPL100W	9606.ENSP00000288828	100.1
4932.YDR236C	9606.ENSP00000365926	103.2
4932.YDR453C	9606.ENSP00000301522	250.8
4932.YMR028W	9606.ENSP00000363661	84.0
4932.YPL065W	9606.ENSP00000366565	90.9
4932.YDR043C	9606.ENSP00000366897	64.7
4932.YDR049W	9606.ENSP00000321617	128.3
4932.YPL122C	9606.ENSP00000259895	294.3
4932.YML130C	9606.ENSP00000346635	203.8
4932.YDR098C	9606.ENSP00000357633	164.9
4932.YPL038W	9606.ENSP00000321848	60.8
4932.YDR140W	9606.ENSP00000303584	114.8
4932.YDR152W	9606.ENSP00000420357	89.4
4932.YPL101W	9606.ENSP00000379267	64.7
4932.YDR246W	9606.ENSP00000436005	80.1
4932.YML093W	9606.ENSP00000377944	230.7
4932.YML067C	9606.ENSP00000353270	121.7
4932.YGR098C	9606.ENSP00000257934	170.2
4932.YHL007C	9606.ENSP00000278568	442.6
4932.YPL063W	9606.ENSP00000445806	152.5
4932.YML077W	9606.ENSP00000302783	78.2
4932.YMR216C	9606.ENSP00000362931	365.5
4932.YMR293C	9606.ENSP00000358042	229.2
4932.YDR427W	9606.ENSP00000396937	172.6
4932.YMR292W	9606.ENSP00000229314	102.8
4932.YMR109W	9606.ENSP00000288235	806.6
4932.YPL064C	9606.ENSP00000370460	76.3
4932.YDL125C	9606.ENSP00000304229	60.1
4932.YDR489W	9606.ENSP00000276533	59.3
4932.YDR460W	9606.ENSP00000261245	131.7
4932.YDR145W	9606.ENSP00000263974	107.8
4932.YDR395W	9606.ENSP00000369042	206.8
4932.YPL120W	9606.ENSP00000355231	156.8
4932.YOR048C	9606.ENSP00000366396	624.8
4932.YPL096W	9606.ENSP00000280700	196.4
4932.YPL116W	9606.ENSP00000408617	87.4
4932.YDR517W	9606.ENSP00000313869	69.7
4932.YMR272C	9606.ENSP00000219368	175.3
4932.YPL059W	9606.ENSP00000328570	119.0
4932.YPL058C	9606.ENSP00000498246	196.1
4932.YPL141C	9606.ENSP00000310649	220.3
4932.YLL012W	9606.ENSP00000377900	104.8
4932.YDR218C	9606.ENSP00000324511	167.5
4932.YLR318W	9606.ENSP00000309572	115.2
4932.YLL013C	9606.ENSP00000338173	320.1
4932.YLL028W	9606.ENSP00000347721	51.6
4932.YLR272C	9606.ENSP00000325017	334.0
4932.YDL219W	9606.ENSP00000495845	137.1
4932.YMR247C	9606.ENSP00000478783	180.6
4932.YPR105C	9606.ENSP00000315775	85.1
4932.YDL077C	9606.ENSP00000335193	131.7
4932.YLR380W	9606.ENSP00000369860	91.3
4932.YPR091C	9606.ENSP00000258991	64.7
4932.YMR236W	9606.ENSP00000370193	93.6
4932.YLR276C	9606.ENSP00000258772	449.5
4932.YPR095C	9606.ENSP00000480301	70.5
4932.YDR267C	9606.ENSP00000418287	241.9
4932.YLR192C	9606.ENSP00000261868	55.1
4932.YDR324C	9606.ENSP00000327179	177.2
4932.YPR188C	9606.ENSP00000291295	54.7
4932.YDL043C	9606.ENSP00000221494	77.0
4932.YLR384C	9606.ENSP00000363779	485.7
4932.YLR347C	9606.ENSP00000290158	474.6
4932.YDL080C	9606.ENSP00000323811	75.9
4932.YLR357W	9606.ENSP00000386593	122.1
4932.YMR318C	9606.ENSP00000420269	70.1
4932.YLR215C	9606.ENSP00000281141	179.5
4932.YER027C	9606.ENSP00000254101	96.3
4932.YDL087C	9606.ENSP00000293872	127.1
4932.YLR429W	9606.ENSP00000344562	336.7
4932.YLR328W	9606.ENSP00000366410	205.3
4932.YPR168W	9606.ENSP00000255764	59.3
4932.YDR352W	9606.ENSP00000364295	94.0
4932.YDR334W	9606.ENSP00000262518	494.6
4932.YLR410W	9606.ENSP00000400887	436.8
4932.YLR222C	9606.ENSP00000454836	397.1
4932.YLR009W	9606.ENSP00000260443	178.3
4932.YLR207W	9606.ENSP00000337053	118.6
4932.YPR154W	9606.ENSP00000376345	76.6
4932.YLR386W	9606.ENSP00000261776	363.6
4932.YLR284C	9606.ENSP00000380718	79.3
4932.YLR309C	9606.ENSP00000400365	71.6
4932.YPR125W	9606.ENSP00000305653	207.2
4932.YPR131C	9606.ENSP00000335636	152.5
4932.YLR260W	9606.ENSP00000313681	129.4
4932.YDL142C	9606.ENSP00000368140	100.5
4932.YDR374C	9606.ENSP00000444660	122.5
4932.YPR147C	9606.ENSP00000237822	50.4
4932.YLR275W	9606.ENSP00000342374	126.3
4932.YDR379W	9606.ENSP00000295095	101.7
4932.YLL010C	9606.ENSP00000273179	221.1
4932.YLR246W	9606.ENSP00000349689	136.3
4932.YPR107C	9606.ENSP00000292476	138.7
4932.YPR081C	9606.ENSP00000373918	607.1
4932.YDR313C	9606.ENSP00000296137	66.2
4932.YDL225W	9606.ENSP00000413507	172.2
4932.YLR007W	9606.ENSP00000355077	53.5
4932.YLR348C	9606.ENSP00000225665	176.0
4932.YLL040C	9606.ENSP00000353422	515.8
4932.YPR140W	9606.ENSP00000469981	81.6
4932.YLR370C	9606.ENSP00000228825	173.7
4932.YML059C	9606.ENSP00000384610	469.9
4932.YMR229C	9606.ENSP00000358812	459.5
4932.YLR201C	9606.ENSP00000262507	67.4
4932.YLR277C	9606.ENSP00000238112	553.1
4932.YDL074C	9606.ENSP00000325677	81.6
4932.YDR380W	9606.ENSP00000323811	79.7
4932.YDL120W	9606.ENSP00000419243	80.1
4932.YLL027W	9606.ENSP00000365159	133.3
4932.YLR418C	9606.ENSP00000356405	87.0
4932.YDR339C	9606.ENSP00000344393	245.4
4932.YMR032W	9606.ENSP00000407552	56.2
4932.YLR401C	9606.ENSP00000311977	399.8
4932.YLR002C	9606.ENSP00000360412	228.8
4932.YDR291W	9606.ENSP00000482313	82.0
4932.YLR247C	9606.ENSP00000275233	139.4
4932.YLR242C	9606.ENSP00000312458	61.6
4932.YLR206W	9606.ENSP00000268933	160.2
4932.YDR294C	9606.ENSP00000362298	396.4
4932.YDL060W	9606.ENSP00000301364	328.6
4932.YDR378C	9606.ENSP00000296581	67.0
4932.YDR373W	9606.ENSP00000361475	243.0
4932.YPR184W	9606.ENSP00000294724	949.5
4932.YDR320C	9606.ENSP00000360108	65.1
4932.YLL035W	9606.ENSP00000434995	56.6
4932.YLL031C	9606.ENSP00000367880	313.5
4932.YLR425W	9606.ENSP00000347244	55.1
4932.YDR265W	9606.ENSP00000288774	95.9
4932.YLR405W	9606.ENSP00000265720	230.7
4932.YAR002C-A	9606.ENSP00000330945	117.9
4932.YLR446W	9606.ENSP00000346643	61.2
4932.YLR186W	9606.ENSP00000470560	234.6
4932.YDR221W	9606.ENSP00000466134	85.5
4932.YLR336C	9606.ENSP00000275820	210.7
4932.YPR171W	9606.ENSP00000480750	56.2
4932.YDR325W	9606.ENSP00000251496	163.7
4932.YPR106W	9606.ENSP00000351475	55.8
4932.YDR266C	9606.ENSP00000455308	136.0
4932.YLR424W	9606.ENSP00000384421	57.0
4932.YLR008C	9606.ENSP00000372005	84.0
4932.YDR233C	9606.ENSP00000337838	51.6
4932.YDR284C	9606.ENSP00000392553	125.6
4932.YDR326C	9606.ENSP00000441032	112.1
4932.YDL084W	9606.ENSP00000416269	579.7
4932.YDR299W	9606.ENSP00000477848	87.8
4932.YLR231C	9606.ENSP00000264170	360.5
4932.YLR016C	9606.ENSP00000296215	62.4
4932.YMR075W	9606.ENSP00000398824	68.9
4932.YPR112C	9606.ENSP00000442053	389.8
4932.YDR272W	9606.ENSP00000380514	166.4
4932.YLR422W	9606.ENSP00000266037	151.8
4932.YPR133C	9606.ENSP00000295321	105.9
4932.YMR227C	9606.ENSP00000361998	68.9
4932.YLR189C	9606.ENSP00000282507	53.9
4932.YDR365C	9606.ENSP00000202816	266.9
4932.YLR245C	9606.ENSP00000364212	101.3
4932.YLR270W	9606.ENSP00000263579	145.6
4932.YMR226C	9606.ENSP00000482704	118.2
4932.YLR389C	9606.ENSP00000265986	714.9
4932.YDL070W	9606.ENSP00000387822	161.8
4932.YDR372C	9606.ENSP00000271732	195.7
4932.YLR369W	9606.ENSP00000297185	609.4
4932.YPR137W	9606.ENSP00000232888	210.7
4932.YLR193C	9606.ENSP00000302114	100.1
4932.YDL124W	9606.ENSP00000361140	129.0
4932.YLR321C	9606.ENSP00000340883	115.5
4932.YLR350W	9606.ENSP00000377724	82.8
4932.YMR068W	9606.ENSP00000160373	76.3
4932.YLR299W	9606.ENSP00000248923	235.7
4932.YPR144C	9606.ENSP00000328854	231.1
4932.YDR280W	9606.ENSP00000368984	208.8
4932.YLR298C	9606.ENSP00000244520	53.1
4932.YLR449W	9606.ENSP00000378046	81.6
4932.YLR409C	9606.ENSP00000423067	459.5
4932.YOR119C	9606.ENSP00000369162	292.7
4932.YOR272W	9606.ENSP00000261015	171.0
4932.YPL206C	9606.ENSP00000384363	63.5
4932.YOR250C	9606.ENSP00000434995	127.9
4932.YOL043C	9606.ENSP00000219066	166.0
4932.YOL111C	9606.ENSP00000358674	56.6
4932.YPL212C	9606.ENSP00000365837	213.4
4932.YOR251C	9606.ENSP00000411719	161.4
4932.YOR258W	9606.ENSP00000369145	68.9
4932.YOR109W	9606.ENSP00000409667	422.5
4932.YLR129W	9606.ENSP00000308179	607.4
4932.YOR056C	9606.ENSP00000268802	114.8
4932.YOL034W	9606.ENSP00000354957	337.4
4932.YPL242C	9606.ENSP00000354451	103.6
4932.YDL003W	9606.ENSP00000297338	61.2
4932.YPL213W	9606.ENSP00000254193	52.0
4932.YOR243C	9606.ENSP00000417402	361.3
4932.YLR087C	9606.ENSP00000264501	91.3
4932.YOR006C	9606.ENSP00000007390	216.1
4932.YPR032W	9606.ENSP00000273666	93.6
4932.YOR244W	9606.ENSP00000340330	354.8
4932.YLR116W	9606.ENSP00000366604	242.3
4932.YPL198W	9606.ENSP00000339795	249.6
4932.YLR103C	9606.ENSP00000405726	159.5
4932.YOL128C	9606.ENSP00000324806	219.9
4932.YOR359W	9606.ENSP00000317224	50.8
4932.YOL142W	9606.ENSP00000323046	121.7
4932.YOR241W	9606.ENSP00000362344	323.6
4932.YPL006W	9606.ENSP00000269228	565.5
4932.YLR074C	9606.ENSP00000363384	71.2
4932.YDL147W	9606.ENSP00000348442	364.4
4932.YOR070C	9606.ENSP00000362590	303.1
4932.YOR059C	9606.ENSP00000378710	56.2
4932.YOR175C	9606.ENSP00000302177	187.2
4932.YDR510W	9606.ENSP00000376077	85.9
4932.YOL049W	9606.ENSP00000495750	261.2
4932.YOR180C	9606.ENSP00000369461	75.5
4932.YDL132W	9606.ENSP00000326804	414.5
4932.YDR060W	9606.ENSP00000234170	347.4
4932.YPL236C	9606.ENSP00000379964	179.5
4932.YPL089C	9606.ENSP00000402154	95.5
4932.YPL181W	9606.ENSP00000312379	62.0
4932.YOL141W	9606.ENSP00000307214	151.4
4932.YPL217C	9606.ENSP00000363642	808.1
4932.YDR253C	9606.ENSP00000254166	62.4
4932.YOL138C	9606.ENSP00000293883	83.2
4932.YLR117C	9606.ENSP00000366557	450.7
4932.YDL111C	9606.ENSP00000265564	70.5
4932.YDL201W	9606.ENSP00000314441	300.1
4932.YOL003C	9606.ENSP00000383433	90.1
4932.YOR195W	9606.ENSP00000400365	53.1
4932.YOR007C	9606.ENSP00000221566	133.7
4932.YOR261C	9606.ENSP00000219313	320.9
4932.YDL149W	9606.ENSP00000386710	232.6
4932.YPL146C	9606.ENSP00000246802	79.0
4932.YOR246C	9606.ENSP00000449079	109.4
4932.YOR005C	9606.ENSP00000484288	278.1
4932.YOR064C	9606.ENSP00000320566	87.8
4932.YOR367W	9606.ENSP00000357076	89.0
4932.YDL025C	9606.ENSP00000385751	115.2
4932.YOR281C	9606.ENSP00000295645	108.6
4932.YDL033C	9606.ENSP00000496496	172.6
4932.YDL100C	9606.ENSP00000466379	305.4
4932.YPR048W	9606.ENSP00000360576	284.6
4932.YOR239W	9606.ENSP00000262432	240.4
4932.YPL183C	9606.ENSP00000378857	126.7
4932.YOL100W	9606.ENSP00000344220	286.2
4932.YPL226W	9606.ENSP00000313603	209.1
4932.YOR295W	9606.ENSP00000378414	53.9
4932.YOL010W	9606.ENSP00000371169	246.5
4932.YOR304W	9606.ENSP00000283131	983.8
4932.YPL273W	9606.ENSP00000255192	53.9
4932.YOL045W	9606.ENSP00000351475	183.3
4932.YOL061W	9606.ENSP00000381504	279.6
4932.YOL021C	9606.ENSP00000366997	757.7
4932.YLR086W	9606.ENSP00000341382	746.1
4932.YOL041C	9606.ENSP00000386226	126.7
4932.YOR275C	9606.ENSP00000411825	159.5
4932.YLR024C	9606.ENSP00000361990	119.8
4932.YOR267C	9606.ENSP00000375986	97.8
4932.YPL157W	9606.ENSP00000260129	132.5
4932.YLL058W	9606.ENSP00000359976	61.6
4932.YOR357C	9606.ENSP00000230085	99.8
4932.YDL166C	9606.ENSP00000370201	140.2
4932.YPL195W	9606.ENSP00000495274	381.7
4932.YDL059C	9606.ENSP00000351284	57.4
4932.YOR285W	9606.ENSP00000388293	61.6
4932.YOL072W	9606.ENSP00000479494	68.2
4932.YOR245C	9606.ENSP00000198801	213.8
4932.YLR072W	9606.ENSP00000441032	84.7
4932.YOR156C	9606.ENSP00000262971	122.1
4932.YPR037C	9606.ENSP00000248114	90.1
4932.YOR001W	9606.ENSP00000366135	278.9
4932.YOL077C	9606.ENSP00000338862	273.1
4932.YLR020C	9606.ENSP00000383900	99.4
4932.YOL133W	9606.ENSP00000216225	139.4
4932.YLR017W	9606.ENSP00000494373	150.2
4932.YOL013C	9606.ENSP00000366395	114.8
4932.YDL153C	9606.ENSP00000254803	65.5
4932.YDR167W	9606.ENSP00000299424	81.3
4932.YOL011W	9606.ENSP00000380442	66.6
4932.YLR093C	9606.ENSP00000379602	54.3
4932.YOR054C	9606.ENSP00000343190	120.9
4932.YOR171C	9606.ENSP00000313681	127.5
4932.YNL045W	9606.ENSP00000228740	435.3
4932.YDL138W	9606.ENSP00000323568	168.3
4932.YDR507C	9606.ENSP00000310649	288.1
4932.YDL193W	9606.ENSP00000357480	93.6
4932.YOL018C	9606.ENSP00000360183	94.4
4932.YOL092W	9606.ENSP00000364295	99.4
4932.YPL211W	9606.ENSP00000254940	225.7
4932.YOR173W	9606.ENSP00000263579	167.2
4932.YOR076C	9606.ENSP00000356811	97.8
4932.YPL207W	9606.ENSP00000352645	472.2
4932.YPR062W	9606.ENSP00000237283	57.8
4932.YLR022C	9606.ENSP00000246868	186.8
4932.YOR191W	9606.ENSP00000308944	242.3
4932.YLR121C	9606.ENSP00000362116	129.0
4932.YDL091C	9606.ENSP00000261942	98.6
4932.YOR381W	9606.ENSP00000373691	56.6
4932.YOR106W	9606.ENSP00000356918	64.7
4932.YOR093C	9606.ENSP00000301180	154.5
4932.YOR057W	9606.ENSP00000367208	105.5
4932.YPL178W	9606.ENSP00000326806	156.8
4932.YOR294W	9606.ENSP00000322396	121.7
4932.YPL222W	9606.ENSP00000370288	199.5
4932.YOL071W	9606.ENSP00000301761	94.0
4932.YOL135C	9606.ENSP00000286317	87.8
4932.YPL252C	9606.ENSP00000377311	109.4
4932.YLR106C	9606.ENSP00000358400	1980.3
4932.YOL027C	9606.ENSP00000305653	223.8
4932.YPL069C	9606.ENSP00000282841	223.0
4932.YPL150W	9606.ENSP00000411397	217.2
4932.YDR021W	9606.ENSP00000497641	525.4
4932.YHR010W	9606.ENSP00000464813	166.8
4932.YLR344W	9606.ENSP00000428223	137.9
4932.YDR013W	9606.ENSP00000262460	69.3
4932.YLR085C	9606.ENSP00000188312	176.0
4932.YBL076C	9606.ENSP00000364794	1218.4
4932.YDL161W	9606.ENSP00000406209	154.8
4932.YPR031W	9606.ENSP00000373340	242.7
4932.YFR032C-A	9606.ENSP00000294189	72.8
4932.YLR100W	9606.ENSP00000254521	80.1
4932.YOR159C	9606.ENSP00000400591	93.2
4932.YDL207W	9606.ENSP00000308622	65.5
4932.YPL249C	9606.ENSP00000362751	197.2
4932.YDL097C	9606.ENSP00000261712	337.0
4932.YDR408C	9606.ENSP00000371253	89.7
4932.YNL083W	9606.ENSP00000457733	132.9
4932.YPR072W	9606.ENSP00000351159	164.9
4932.YOR163W	9606.ENSP00000365174	56.6
4932.YOR291W	9606.ENSP00000416508	713.8
4932.YOR236W	9606.ENSP00000396308	79.3
4932.YDL015C	9606.ENSP00000215567	114.8
4932.YLR143W	9606.ENSP00000256538	223.4
4932.YLR406C	9606.ENSP00000386717	130.6
4932.YCL057C-A	9606.ENSP00000325562	52.4
4932.YGR085C	9606.ENSP00000496250	261.2
4932.YDR093W	9606.ENSP00000497896	690.3
4932.YOL093W	9606.ENSP00000273962	148.3
4932.YLR262C	9606.ENSP00000285208	259.2
4932.YDL217C	9606.ENSP00000320236	89.4
4932.YOL012C	9606.ENSP00000296417	163.7
4932.YML125C	9606.ENSP00000356218	184.9
4932.YOL123W	9606.ENSP00000257552	177.2
4932.YHR018C	9606.ENSP00000307188	515.4
4932.YPR023C	9606.ENSP00000331310	132.5
4932.YPR034W	9606.ENSP00000160382	93.2
4932.YDR255C	9606.ENSP00000283632	108.6
4932.YPR016C	9606.ENSP00000363559	384.8
4932.YDL175C	9606.ENSP00000443113	61.6
4932.YLR061W	9606.ENSP00000346080	122.1
4932.YHR051W	9606.ENSP00000317780	79.7
4932.YPR028W	9606.ENSP00000368959	102.8
4932.YLR127C	9606.ENSP00000314004	119.8
4932.YOR360C	9606.ENSP00000291539	89.0
4932.YHR144C	9606.ENSP00000349576	66.6
4932.YOL066C	9606.ENSP00000323288	280.8
4932.YOL113W	9606.ENSP00000278568	362.8
4932.YPL249C-A	9606.ENSP00000464342	98.6
4932.YIL078W	9606.ENSP00000338093	798.1
4932.YOL152W	9606.ENSP00000362057	55.1
4932.YDR057W	9606.ENSP00000318165	50.8
