Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology IDs
P32561	reviewed	RPD3_YEAST	Histone deacetylase RPD3 (EC 3.5.1.98) (Transcriptional regulatory protein RPD3)	RPD3 MOF6 REC3 SDI2 SDS6 YNL330C N0305	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	433	cytoplasm [GO:0005737]; histone deacetylase complex [GO:0000118]; nuclear periphery [GO:0034399]; nucleus [GO:0005634]; Rpd3L complex [GO:0033698]; Rpd3L-Expanded complex [GO:0070210]; Rpd3S complex [GO:0032221]; Sin3-type complex [GO:0070822]; Snt2C complex [GO:0070211]; histone deacetylase activity [GO:0004407]; histone H3K14 deacetylase activity, hydrolytic mechanism [GO:0031078]; histone H3K4 deacetylase activity, hydrolytic mechanism [GO:1990162]; histone H3K9 deacetylase activity, hydrolytic mechanism [GO:0032129]; histone H4K12 deacetylase activity, hydrolytic mechanism [GO:0140937]; histone H4K16 deacetylase activity, hydrolytic mechanism [GO:0034739]; histone H4K5 deacetylase activity, hydrolytic mechanism [GO:0180032]; histone H4K8 deacetylase activity, hydrolytic mechanism [GO:0180033]; transcription coactivator activity [GO:0003713]; transcription corepressor activity [GO:0003714]; cellular response to heat [GO:0034605]; cellular response to nitrogen starvation [GO:0006995]; G1/S transition of mitotic cell cycle [GO:0000082]; G2/M transition of mitotic cell cycle [GO:0000086]; heterochromatin formation [GO:0031507]; meiotic cell cycle [GO:0051321]; negative regulation of rDNA heterochromatin formation [GO:0061188]; negative regulation of reciprocal meiotic recombination [GO:0045128]; negative regulation of silent mating-type cassette heterochromatin formation [GO:0061186]; negative regulation of transcription by RNA polymerase I [GO:0016479]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nucleophagy [GO:0044804]; nucleosome assembly [GO:0006334]; positive regulation of macroautophagy [GO:0016239]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein localization to nucleolar rDNA repeats [GO:0034503]; rDNA chromatin condensation [GO:0070550]; regulation of DNA-templated DNA replication initiation [GO:0030174]; regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]; response to oxidative stress [GO:0006979]; transcription elongation by RNA polymerase II [GO:0006368]	GO:0000082; GO:0000086; GO:0000118; GO:0000122; GO:0003713; GO:0003714; GO:0004407; GO:0005634; GO:0005737; GO:0006334; GO:0006355; GO:0006357; GO:0006368; GO:0006979; GO:0006995; GO:0016239; GO:0016479; GO:0030174; GO:0031078; GO:0031507; GO:0032129; GO:0032221; GO:0033698; GO:0034399; GO:0034503; GO:0034605; GO:0034739; GO:0044804; GO:0045128; GO:0045944; GO:0051321; GO:0061186; GO:0061188; GO:0070210; GO:0070211; GO:0070550; GO:0070822; GO:0140937; GO:0180032; GO:0180033; GO:1990162
P32562	reviewed	CDC5_YEAST	Cell cycle serine/threonine-protein kinase CDC5/MSD2 (EC 2.7.11.21)	CDC5 MSD2 PKX2 YMR001C YM8270.03C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	705	cellular bud neck [GO:0005935]; cytoplasm [GO:0005737]; kinetochore [GO:0000776]; mitotic spindle pole body [GO:0044732]; nucleus [GO:0005634]; spindle pole [GO:0000922]; spindle pole body [GO:0005816]; ATP binding [GO:0005524]; centromeric DNA binding [GO:0019237]; phosphoprotein binding [GO:0051219]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; cell division [GO:0051301]; exit from mitosis [GO:0010458]; G2/M transition of mitotic cell cycle [GO:0000086]; meiotic spindle assembly [GO:0090306]; mitotic spindle organization [GO:0007052]; negative regulation of protein localization to nucleolus [GO:1904750]; positive regulation of mitotic spindle pole body separation [GO:0010696]; positive regulation of protein localization to cell division site involved in mitotic actomyosin contractile ring assembly [GO:0110083]; positive regulation of Rho protein signal transduction [GO:0035025]; regulation of nucleus organization [GO:1903353]; regulation of protein localization to mitotic spindle pole body [GO:1902542]; regulation of protein localization to nucleolus [GO:1904749]; resolution of meiotic recombination intermediates [GO:0000712]; synaptonemal complex disassembly [GO:0070194]	GO:0000086; GO:0000712; GO:0000776; GO:0000922; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005816; GO:0005935; GO:0007052; GO:0010458; GO:0010696; GO:0019237; GO:0035025; GO:0044732; GO:0051219; GO:0051301; GO:0070194; GO:0090306; GO:0106310; GO:0110083; GO:1902542; GO:1903353; GO:1904749; GO:1904750
P32563	reviewed	VPP1_YEAST	V-type proton ATPase subunit a, vacuolar isoform (V-ATPase a 1 subunit) (V-ATPase 95 kDa subunit) (Vacuolar pH protein 1) (Vacuolar proton pump a subunit) (Vacuolar proton translocating ATPase subunit a 1)	VPH1 YOR270C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	840	fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; membrane raft [GO:0045121]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]; vacuolar proton-transporting V-type ATPase, V0 domain [GO:0000220]; ATPase binding [GO:0051117]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; cellular hyperosmotic response [GO:0071474]; cellular response to alkaline pH [GO:0071469]; polyphosphate metabolic process [GO:0006797]; protein localization to vacuolar membrane [GO:1903778]; protein-containing complex assembly [GO:0065003]; proton transmembrane transport [GO:1902600]; vacuolar acidification [GO:0007035]	GO:0000220; GO:0000324; GO:0000329; GO:0006797; GO:0007035; GO:0016471; GO:0045121; GO:0046961; GO:0051117; GO:0065003; GO:0071469; GO:0071474; GO:0080025; GO:1902600; GO:1903778
P32565	reviewed	RPN2_YEAST	26S proteasome regulatory subunit RPN2	RPN2 SEN3 YIL075C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	945	nucleus [GO:0005634]; proteasome complex [GO:0000502]; proteasome regulatory particle, base subcomplex [GO:0008540]; proteasome storage granule [GO:0034515]; enzyme regulator activity [GO:0030234]; ubiquitin protein ligase binding [GO:0031625]; proteasome assembly [GO:0043248]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; regulation of protein catabolic process [GO:0042176]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0000502; GO:0005634; GO:0006511; GO:0008540; GO:0030234; GO:0031625; GO:0034515; GO:0042176; GO:0043161; GO:0043248
P32566	reviewed	SMI1_YEAST	Cell wall assembly regulator SMI1 (Killer toxin-resistance protein 4)	SMI1 KNR4 KTR4 YGR229C G8553	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	505	cellular bud neck [GO:0005935]; incipient cellular bud site [GO:0000131]; mating projection tip [GO:0043332]; nucleus [GO:0005634]; DNA binding [GO:0003677]; cell wall organization [GO:0071555]; fungal-type cell wall beta-glucan biosynthetic process [GO:0070880]; regulation of fungal-type cell wall biogenesis [GO:0032995]; regulation of mitotic cell cycle [GO:0007346]	GO:0000131; GO:0003677; GO:0005634; GO:0005935; GO:0007346; GO:0032995; GO:0043332; GO:0070880; GO:0071555
P32567	reviewed	PAH1_YEAST	Phosphatidic acid phosphohydrolase 1 (PAP1) (EC 3.1.3.4) (Protein SMP2)	PAH1 PAP1 SMP2 YMR165C YM8520.14C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	862	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; lipid droplet [GO:0005811]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]; vacuole [GO:0005773]; phosphatidate phosphatase activity [GO:0008195]; transcription cis-regulatory region binding [GO:0000976]; aerobic respiration [GO:0009060]; diacylglycerol biosynthetic process [GO:0006651]; fatty acid catabolic process [GO:0009062]; lipid droplet organization [GO:0034389]; phospholipid biosynthetic process [GO:0008654]; plasmid maintenance [GO:0006276]; triglyceride biosynthetic process [GO:0019432]; vacuole fusion, non-autophagic [GO:0042144]	GO:0000976; GO:0005634; GO:0005737; GO:0005773; GO:0005789; GO:0005811; GO:0005829; GO:0006276; GO:0006651; GO:0008195; GO:0008654; GO:0009060; GO:0009062; GO:0019432; GO:0031965; GO:0034389; GO:0042144
P32568	reviewed	SNQ2_YEAST	Protein SNQ2	SNQ2 YDR011W YD8119.16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1501	cell periphery [GO:0071944]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; ABC-type xenobiotic transporter activity [GO:0008559]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; intracellular monoatomic cation homeostasis [GO:0030003]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]	GO:0005524; GO:0005739; GO:0005886; GO:0008559; GO:0016887; GO:0030003; GO:0071944; GO:1990961
P32569	reviewed	MED17_YEAST	Mediator of RNA polymerase II transcription subunit 17 (Mediator complex subunit 17) (Suppressor of RNA polymerase B 4)	SRB4 MED17 YER022W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	687	core mediator complex [GO:0070847]; mediator complex [GO:0016592]; nucleus [GO:0005634]; DNA-binding transcription factor binding [GO:0140297]; RNA polymerase II complex recruiting activity [GO:0001139]; RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; transcription coregulator activity [GO:0003712]; cellular response to heat [GO:0034605]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; regulation of transcription by RNA polymerase II [GO:0006357]; RNA polymerase II preinitiation complex assembly [GO:0051123]; transcription initiation at RNA polymerase II promoter [GO:0006367]	GO:0000979; GO:0001139; GO:0003712; GO:0005634; GO:0006357; GO:0006367; GO:0016592; GO:0032968; GO:0034605; GO:0045944; GO:0051123; GO:0060261; GO:0070847; GO:0140297
P32570	reviewed	MED22_YEAST	Mediator of RNA polymerase II transcription subunit 22 (Mediator complex subunit 22) (Suppressor of RNA polymerase B 6)	SRB6 MED22 YBR253W YBR1721	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	121	core mediator complex [GO:0070847]; mediator complex [GO:0016592]; nucleus [GO:0005634]; transcription coregulator activity [GO:0003712]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; RNA polymerase II preinitiation complex assembly [GO:0051123]	GO:0003712; GO:0005634; GO:0016592; GO:0032968; GO:0045944; GO:0051123; GO:0060261; GO:0070847
P32571	reviewed	UBP4_YEAST	Ubiquitin carboxyl-terminal hydrolase 4 (EC 3.4.19.12) (Deubiquitinating enzyme 4) (Ubiquitin thioesterase 4) (Ubiquitin-specific-processing protease 4) (Vacuole biogenesis protein SSV7)	DOA4 DOS1 MUT4 NPI2 SSV7 UBP4 YDR069C D4270 YD8554.02C YD9609.23C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	926	cytosol [GO:0005829]; endosome [GO:0005768]; late endosome membrane [GO:0031902]; mitochondrion [GO:0005739]; proteasome complex [GO:0000502]; cysteine-type deubiquitinase activity [GO:0004843]; ATP export [GO:1904669]; endocytosis [GO:0006897]; free ubiquitin chain depolymerization [GO:0010995]; intralumenal vesicle formation [GO:0070676]; protein deubiquitination [GO:0016579]; regulation of DNA replication [GO:0006275]; ubiquitin recycling [GO:0010992]; ubiquitin-dependent protein catabolic process [GO:0006511]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]	GO:0000502; GO:0004843; GO:0005739; GO:0005768; GO:0005829; GO:0006275; GO:0006511; GO:0006897; GO:0010992; GO:0010995; GO:0016579; GO:0031902; GO:0043162; GO:0070676; GO:1904669
P32573	reviewed	SPS19_YEAST	Peroxisomal 2,4-dienoyl-CoA reductase SPS19 [(3E)-enoyl-CoA-producing] (EC 1.3.1.124) (Sporulation-specific protein SPX19)	SPS19 SPX19 YNL202W N1362	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	292	peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]; 2,4-dienoyl-CoA reductase (NADPH) activity [GO:0008670]; ascospore formation [GO:0030437]; fatty acid catabolic process [GO:0009062]; fatty acid metabolic process [GO:0006631]	GO:0005777; GO:0005782; GO:0006631; GO:0008670; GO:0009062; GO:0030437
P32578	reviewed	SIP1_YEAST	SNF1 protein kinase subunit beta-1 (SNF1-interacting protein 1)	SIP1 YDR422C D9461.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	815	cytoplasm [GO:0005737]; cytosol [GO:0005829]; fungal-type vacuole [GO:0000324]; nucleotide-activated protein kinase complex [GO:0031588]; nucleus [GO:0005634]; vacuolar membrane [GO:0005774]; enzyme-substrate adaptor activity [GO:0140767]; protein kinase binding [GO:0019901]; regulation of cellular response to glucose starvation [GO:1904547]; regulation of protein-containing complex assembly [GO:0043254]; signal transduction [GO:0007165]	GO:0000324; GO:0005634; GO:0005737; GO:0005774; GO:0005829; GO:0007165; GO:0019901; GO:0031588; GO:0043254; GO:0140767; GO:1904547
P32579	reviewed	SUA5_YEAST	Threonylcarbamoyl-AMP synthase (TC-AMP synthase) (EC 2.7.7.87) (L-threonylcarbamoyladenylate synthase) (Suppressor of upstream AUG protein 5) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein SUA5) (tRNA threonylcarbamoyladenosine biosynthesis protein SUA5)	SUA5 YGL169W G1660	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	426	chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; ATP binding [GO:0005524]; double-stranded RNA binding [GO:0003725]; L-threonylcarbamoyladenylate synthase [GO:0061710]; nucleotidyltransferase activity [GO:0016779]; single-stranded telomeric DNA binding [GO:0043047]; tRNA binding [GO:0000049]; regulation of translation [GO:0006417]; regulation of translational fidelity [GO:0006450]; telomere maintenance [GO:0000723]; tRNA threonylcarbamoyladenosine metabolic process [GO:0070525]; tRNA threonylcarbamoyladenosine modification [GO:0002949]	GO:0000049; GO:0000723; GO:0000781; GO:0002949; GO:0003725; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0006417; GO:0006450; GO:0016779; GO:0043047; GO:0061710; GO:0070525
P32580	reviewed	SUV3_YEAST	ATP-dependent RNA helicase SUV3, mitochondrial (EC 3.6.4.13)	SUV3 YPL029W LPB2W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	737	mitochondrial degradosome [GO:0045025]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; Group I intron splicing [GO:0000372]; mitochondrial DNA replication [GO:0006264]; mitochondrial RNA 3'-end processing [GO:0000965]; mitochondrial RNA catabolic process [GO:0000957]	GO:0000372; GO:0000957; GO:0000965; GO:0003723; GO:0003724; GO:0005524; GO:0005739; GO:0005759; GO:0006264; GO:0016887; GO:0045025
P32581	reviewed	IME2_YEAST	Meiosis induction protein kinase IME2/SME1 (EC 2.7.11.1)	IME2 SME1 YJL106W J0817	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	645	cytoplasm [GO:0005737]; nucleus [GO:0005634]; 3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]; intracellular signal transduction [GO:0035556]; meiotic cell cycle [GO:0051321]; regulation of meiotic nuclear division [GO:0040020]; sporulation resulting in formation of a cellular spore [GO:0030435]	GO:0004672; GO:0004674; GO:0004676; GO:0004677; GO:0004679; GO:0004694; GO:0004711; GO:0005524; GO:0005634; GO:0005737; GO:0030435; GO:0035175; GO:0035402; GO:0035403; GO:0035556; GO:0035979; GO:0040020; GO:0044022; GO:0044023; GO:0044024; GO:0044025; GO:0051321; GO:0072354; GO:0072371; GO:0072518; GO:0106310; GO:0140823; GO:0140855; GO:0140857; GO:1990244
P32582	reviewed	CBS_YEAST	Cystathionine beta-synthase (EC 4.2.1.22) (Beta-thionase) (Serine sulfhydrase) (Sulfur transfer protein 4)	CYS4 STR4 YGR155W G6667	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	507	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; mitochondrion [GO:0005739]; cystathionine beta-synthase activity [GO:0004122]; mRNA binding [GO:0003729]; cysteine biosynthetic process from serine [GO:0006535]; cysteine biosynthetic process via cystathionine [GO:0019343]; hydrogen sulfide biosynthetic process [GO:0070814]; transsulfuration [GO:0019346]; traversing start control point of mitotic cell cycle [GO:0007089]	GO:0003729; GO:0004122; GO:0005737; GO:0005739; GO:0006535; GO:0007089; GO:0010494; GO:0019343; GO:0019346; GO:0070814
P32584	reviewed	STE14_YEAST	Protein-S-isoprenylcysteine O-methyltransferase (ICMT) (EC 2.1.1.100) (Isoprenylcysteine carboxylmethyltransferase) (Prenylated protein carboxyl methyltransferase) (PPMT) (Prenylcysteine carboxyl methyltransferase) (pcCMT)	STE14 YDR410C D9461.1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	239	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; nuclear inner membrane [GO:0005637]; protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity [GO:0004671]; methylation [GO:0032259]; peptide pheromone maturation [GO:0007323]; response to pheromone [GO:0019236]	GO:0004671; GO:0005637; GO:0005783; GO:0005789; GO:0007323; GO:0019236; GO:0032259
P32585	reviewed	MED18_YEAST	Mediator of RNA polymerase II transcription subunit 18 (Mediator complex subunit 18) (Suppressor of RNA polymerase B 5)	SRB5 MED18 YGR104C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	307	core mediator complex [GO:0070847]; mediator complex [GO:0016592]; nucleus [GO:0005634]; RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; transcription coactivator activity [GO:0003713]; transcription coregulator activity [GO:0003712]; cellular response to heat [GO:0034605]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; RNA polymerase II preinitiation complex assembly [GO:0051123]; termination of RNA polymerase II transcription [GO:0006369]; transcription open complex formation at RNA polymerase II promoter [GO:0001113]	GO:0000979; GO:0001113; GO:0003712; GO:0003713; GO:0005634; GO:0006369; GO:0016592; GO:0032968; GO:0034605; GO:0045944; GO:0051123; GO:0060261; GO:0070847
P32588	reviewed	PUB1_YEAST	Nuclear and cytoplasmic polyadenylated RNA-binding protein PUB1 (ARS consensus-binding protein ACBP-60) (Poly uridylate-binding protein) (Poly(U)-binding protein)	PUB1 RNP1 YNL016W N2842	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	453	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; nucleus [GO:0005634]; P-body [GO:0000932]; mRNA binding [GO:0003729]; poly(U) RNA binding [GO:0008266]; ribosome binding [GO:0043022]; cellular response to glucose starvation [GO:0042149]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; regulation of mRNA stability [GO:0043488]; stress granule assembly [GO:0034063]; translational termination [GO:0006415]	GO:0000184; GO:0000932; GO:0003729; GO:0005634; GO:0005737; GO:0006415; GO:0008266; GO:0010494; GO:0034063; GO:0042149; GO:0043022; GO:0043488
P32589	reviewed	HSP7F_YEAST	Heat shock protein homolog SSE1 (Chaperone protein MSI3)	SSE1 MSI3 YPL106C LPG3C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	693	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; adenyl-nucleotide exchange factor activity [GO:0000774]; ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]; calmodulin binding [GO:0005516]; peptide binding [GO:0042277]; autophagy [GO:0006914]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein folding [GO:0006457]; protein refolding [GO:0042026]	GO:0000774; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006457; GO:0006914; GO:0010499; GO:0042026; GO:0042277; GO:0043161; GO:0140662
P32591	reviewed	SWI3_YEAST	SWI/SNF complex subunit SWI3 (Transcription factor TYE2) (Transcription regulatory protein SWI3)	SWI3 TYE2 YJL176C J0495	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	825	chromatin [GO:0000785]; cytosol [GO:0005829]; nucleus [GO:0005634]; SWI/SNF complex [GO:0016514]; DNA binding [GO:0003677]; histone binding [GO:0042393]; chromatin remodeling [GO:0006338]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of mating type switching [GO:0031496]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]	GO:0000785; GO:0003677; GO:0005634; GO:0005829; GO:0006338; GO:0006357; GO:0016514; GO:0031496; GO:0042393; GO:0045893; GO:0045944
P32597	reviewed	STH1_YEAST	Nuclear protein STH1/NPS1 (EC 3.6.4.12) (ATP-dependent helicase STH1) (Chromatin structure-remodeling complex protein STH1) (SNF2 homolog)	STH1 NPS1 YIL126W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1359	chromatin [GO:0000785]; chromosome, centromeric region [GO:0000775]; nucleus [GO:0005634]; RSC-type complex [GO:0016586]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent chromatin remodeler activity [GO:0140658]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA translocase activity [GO:0015616]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; helicase activity [GO:0004386]; histone H4 reader activity [GO:0140008]; lysine-acetylated histone binding [GO:0070577]; nucleosome array spacer activity [GO:0140750]; single-stranded 3'-5' DNA helicase activity [GO:1990518]; base-excision repair [GO:0006284]; chromatin remodeling [GO:0006338]; chromatin remodeling at centromere [GO:0031055]; chromosome segregation [GO:0007059]; cytoskeleton organization [GO:0007010]; double-strand break repair [GO:0006302]; meiotic cell cycle [GO:0051321]; nucleosome disassembly [GO:0006337]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of DNA-templated transcription [GO:0006355]; transcription elongation by RNA polymerase II [GO:0006368]	GO:0000775; GO:0000785; GO:0003677; GO:0003682; GO:0004386; GO:0005524; GO:0005634; GO:0006284; GO:0006302; GO:0006337; GO:0006338; GO:0006355; GO:0006368; GO:0007010; GO:0007059; GO:0009378; GO:0015616; GO:0016586; GO:0016887; GO:0031055; GO:0036121; GO:0045944; GO:0051321; GO:0061749; GO:0070577; GO:0140008; GO:0140658; GO:0140750; GO:1990518
P32598	reviewed	PP12_YEAST	Serine/threonine-protein phosphatase PP1-2 (EC 3.1.3.16)	GLC7 CID1 DIS2 YER133W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	312	cell division site [GO:0032153]; cellular bud neck [GO:0005935]; cellular bud neck septin collar [GO:0032174]; cytoplasm [GO:0005737]; incipient cellular bud site [GO:0000131]; kinetochore [GO:0000776]; mating projection base [GO:0001400]; mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]; nucleolus [GO:0005730]; nucleus [GO:0005634]; protein phosphatase type 1 complex [GO:0000164]; spindle pole body [GO:0005816]; calmodulin-dependent protein phosphatase activity [GO:0033192]; histone H2AXS140 phosphatase activity [GO:0140791]; MAP kinase serine/threonine phosphatase activity [GO:1990439]; metal ion binding [GO:0046872]; myosin phosphatase activity [GO:0017018]; protein serine/threonine phosphatase activity [GO:0004722]; RNA polymerase II CTD heptapeptide repeat S2 phosphatase activity [GO:0180006]; RNA polymerase II CTD heptapeptide repeat S5 phosphatase activity [GO:0180007]; RNA polymerase II CTD heptapeptide repeat S7 phosphatase activity [GO:0180008]; RNA polymerase II CTD heptapeptide repeat T4 phosphatase activity [GO:0180005]; RNA polymerase II CTD heptapeptide repeat Y1 phosphatase activity [GO:0180004]; ascospore formation [GO:0030437]; cellular bud site selection [GO:0000282]; chitin biosynthetic process [GO:0006031]; chromosome organization [GO:0051276]; chromosome segregation [GO:0007059]; DNA damage checkpoint signaling [GO:0000077]; DNA replication checkpoint signaling [GO:0000076]; glycogen metabolic process [GO:0005977]; intracellular monoatomic ion homeostasis [GO:0006873]; meiotic cell cycle [GO:0051321]; mitotic spindle assembly checkpoint signaling [GO:0007094]; mRNA processing [GO:0006397]; negative regulation of actin filament polymerization [GO:0030837]; positive regulation of clathrin-dependent endocytosis [GO:2000370]; positive regulation of exit from mitosis [GO:0031536]; positive regulation of mitotic actomyosin contractile ring assembly [GO:1903501]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein localization to kinetochore [GO:0034501]; regulation of cell budding [GO:0007116]; regulation of cell cycle [GO:0051726]; regulation of cell shape [GO:0008360]; regulation of cellular response to glucose starvation [GO:1904547]; regulation of glycogen biosynthetic process [GO:0005979]; regulation of glycogen metabolic process [GO:0070873]; regulation of mitotic cell cycle [GO:0007346]; regulation of protein localization to cell division site involved in cytokinesis [GO:1901901]; replication fork processing [GO:0031297]; response to heat [GO:0009408]; response to unfolded protein [GO:0006986]; telomere maintenance [GO:0000723]; termination of RNA polymerase II transcription, poly(A)-coupled [GO:0030846]	GO:0000076; GO:0000077; GO:0000131; GO:0000164; GO:0000282; GO:0000723; GO:0000776; GO:0001400; GO:0004722; GO:0005634; GO:0005730; GO:0005737; GO:0005816; GO:0005847; GO:0005935; GO:0005977; GO:0005979; GO:0006031; GO:0006397; GO:0006873; GO:0006986; GO:0007059; GO:0007094; GO:0007116; GO:0007346; GO:0008360; GO:0009408; GO:0017018; GO:0030437; GO:0030837; GO:0030846; GO:0031297; GO:0031536; GO:0032153; GO:0032174; GO:0033192; GO:0034501; GO:0045944; GO:0046872; GO:0051276; GO:0051321; GO:0051726; GO:0070873; GO:0140791; GO:0180004; GO:0180005; GO:0180006; GO:0180007; GO:0180008; GO:1901901; GO:1903501; GO:1904547; GO:1990439; GO:2000370
