From	To
P04801	4932.YIL078W
P04803	4932.YDR268W
P05085	4932.YML099C
P05316	4932.YBR021W
P05694	4932.YER091C
P05738	4932.YGL147C
P05743	4932.YLR344W
P05747	4932.YFR032C-A
P05749	4932.YLR061W
P06182	4932.YAL039C
P06633	4932.YOR202W
P06773	4932.YHR144C
P06775	4932.YGR191W
P06776	4932.YOR360C
P06783	4932.YKL178C
P07253	4932.YBR120C
P07262	4932.YOR375C
P07266	4932.YIR021W
P07275	4932.YHR037W
P07285	4932.YDR354W
P07806	4932.YGR094W
P07807	4932.YOR236W
P08431	4932.YBR018C
P08465	4932.YNL277W
P09368	4932.YLR142W
P09435	4932.YBL075C
P09436	4932.YBL076C
P09457	4932.YDR298C
P0C074	4932.YNL138W-A
P0C0W1	4932.YJL190C
P0C2H6	4932.YHR010W
P0C2H8	4932.YDL075W
P0C2H9	4932.YLR406C
P0CD90	4932.YLL052C
P0CD99	4932.YDL247W
P0CE00	4932.YJR160C
P0CE68	4932.YKR103W
P0CH63	4932.YFL061W
P0CW40	4932.YIL172C
P0CX08	4932.YEL070W
P0CX14	4932.YGR296W
P0CX20	4932.YDR545W
P0CX25	4932.YJR094W-A
P0CX33	4932.YLR287C-A
P0CX39	4932.YBL072C
P0CX86	4932.YDL133C-A
P10355	4932.YER153C
P10566	4932.YJL133W
P10834	4932.YGR222W
P10849	4932.YDL044C
P10963	4932.YKR097W
P12612	4932.YDR212W
P12685	4932.YJL129C
P12686	4932.YGR084C
P12687	4932.YNL005C
P12887	4932.YML021C
P13045	4932.YDR009W
P13090	4932.YML116W
P13181	4932.YLR081W
P13188	4932.YOR168W
P13298	4932.YML106W
P13483	4932.YML113W
P13711	4932.YGL205W
P13902	4932.YOL108C
P14063	4932.YKL138C
P14066	4932.YDL069C
P14359	4932.YJL151C
P14843	4932.YDR035W
P15179	4932.YPL104W
P15365	4932.YJR152W
P15380	4932.YOR348C
P16965	4932.YGR008C
P17121	4932.YDR389W
P17122	4932.YHR153C
P17261	4932.YCR075C
P18408	4932.YPR167C
P18414	4932.YBL040C
P18494	4932.YER040W
P18544	4932.YOL140W
P18900	4932.YBR003W
P18963	4932.YBR140C
P19158	4932.YOL081W
P19516	4932.YPL132W
P19735	4932.YBR055C
P19881	4932.YDL236W
P20048	4932.YMR013C
P20051	4932.YLR420W
P20084	4932.YMR286W
P20437	4932.YMR199W
P20438	4932.YPL256C
P21595	4932.YDR402C
P21657	4932.YIR023W
P21771	4932.YDR337W
P22035	4932.YKR099W
P22135	4932.YJL180C
P22136	4932.YMR282C
P22202	4932.YER103W
P22353	4932.YJL063C
P22354	4932.YKR085C
P22438	4932.YGR171C
P22470	4932.YDR143C
P23059	4932.YCR020C-A
P23180	4932.YHL021C
P23248	4932.YML063W
P23369	4932.YGR076C
P23500	4932.YKR052C
P23501	4932.YKR053C
P23624	4932.YHR014W
P23641	4932.YJR077C
P23748	4932.YMR036C
P23833	4932.YBR037C
P24000	4932.YGR148C
P24521	4932.YMR220W
P24871	4932.YLR210W
P25038	4932.YOL023W
P25039	4932.YLR069C
P25270	4932.YOR201C
P25332	4932.YCR036W
P25334	4932.YCR069W
P25337	4932.YCR063W
P25338	4932.YGL010W
P25339	4932.YGL014W
P25345	4932.YCR024C
P25356	4932.YCR032W
P25365	4932.YCR067C
P25367	4932.YCL028W
P25371	4932.YCR011C
P25379	4932.YCL064C
P25381	4932.YCR045C
P25558	4932.YCL014W
P25559	4932.YCL016C
P25560	4932.YCL001W
P25566	4932.YCL033C
P25567	4932.YCL037C
P25578	4932.YCL004W
P25587	4932.YCL005W
P25594	4932.YCL069W
P25596	4932.YCL073C
P25621	4932.YCR028C
P25625	4932.YCR044C
P25626	4932.YCR046C
P25628	4932.YCR048W
P25632	4932.YCR052W
P25638	4932.YCR060W
P26343	4932.YKR034W
P26637	4932.YPL160W
P26725	4932.YJL139C
P26798	4932.YDR123C
P27344	4932.YBR278W
P27929	4932.YNL137C
P28006	4932.YOR178C
P28239	4932.YMR267W
P28584	4932.YKR050W
P29467	4932.YER044C-A
P29478	4932.YML105C
P30606	4932.YOL103W
P30775	4932.YGL143C
P31334	4932.YGR220C
P31379	4932.YAL018C
P31381	4932.YAL022C
P31787	4932.YGR037C
P32048	4932.YNL073W
P32190	4932.YHL032C
P32191	4932.YIL155C
P32263	4932.YER023W
P32264	4932.YDR300C
P32331	4932.YPR058W
P32339	4932.YLR205C
P32341	4932.YKL119C
P32378	4932.YNR041C
P32387	4932.YDR405W
P32445	4932.YCR028C-A
P32449	4932.YBR249C
P32451	4932.YGR286C
P32459	4932.YIR032C
P32463	4932.YKL192C
P32464	4932.YKL189W
P32469	4932.YLR172C
P32473	4932.YBR221C
P32477	4932.YJL101C
P32489	4932.YPL121C
P32496	4932.YFR052W
P32522	4932.YLR067C
P32525	4932.YJL201W
P32559	4932.YMR023C
P32590	4932.YBR169C
P32601	4932.YPR017C
P32603	4932.YOR190W
P32608	4932.YGL252C
P32611	4932.YEL050C
P32613	4932.YEL048C
P32617	4932.YEL044W
P32656	4932.YER163C
P32775	4932.YEL011W
P32781	4932.YGL032C
P32785	4932.YBL013W
P32786	4932.YBL014C
P32787	4932.YJR144W
P32788	4932.YBL010C
P32804	4932.YGL255W
P32805	4932.YGL254W
P32831	4932.YBR212W
P32836	4932.YOR185C
P32837	4932.YDL210W
P32841	4932.YMR133W
P32843	4932.YMR302C
P32875	4932.YOR196C
P32904	4932.YHR147C
P32907	4932.YNR002C
P32943	4932.YGR109C
P33200	4932.YBL005W
P33204	4932.YKL013C
P33304	4932.YDR085C
P33306	4932.YER167W
P33311	4932.YPL270W
P33312	4932.YBR153W
P33315	4932.YBR117C
P33327	4932.YDL215C
P33411	4932.YGR006W
P33412	4932.YGR007W
P33417	4932.YKL032C
P33550	4932.YKR061W
P33750	4932.YLL011W
P33759	4932.YBR251W
P33890	4932.YOR010C
P33893	4932.YBL080C
P33894	4932.YOR219C
P34072	4932.YNL076W
P34165	4932.YDR461W
P34166	4932.YNL145W
P34220	4932.YBL055C
P34222	4932.YBL057C
P34232	4932.YKL186C
P34237	4932.YKL179C
P34239	4932.YKL176C
P34240	4932.YKL175W
P34248	4932.YKL100C
P34253	4932.YKL110C
P35127	4932.YJR099W
P35176	4932.YDR304C
P35183	4932.YBL069W
P35184	4932.YIR012W
P35190	4932.YGL215W
P35202	4932.YOR143C
P35210	4932.YKL020C
P35497	4932.YJR159W
P35723	4932.YKL065C
P35727	4932.YKL061W
P35731	4932.YKL055C
P35842	4932.YAR071W
P35996	4932.YKL170W
P36001	4932.YKL132C
P36008	4932.YKL081W
P36019	4932.YNL093W
P36023	4932.YKR064W
P36029	4932.YKL174C
P36036	4932.YKL214C
P36039	4932.YKL207W
P36040	4932.YKL206C
P36053	4932.YKL160W
P36059	4932.YKL151C
P36062	4932.YKL146W
P36064	4932.YKL137W
P36069	4932.YKL128C
P36070	4932.YKL125W
P36093	4932.YKL043W
P36097	4932.YKL033W
P36101	4932.YKL027W
P36106	4932.YKL005C
P36110	4932.YKR013W
P36115	4932.YKR019C
P36118	4932.YKR022C
P36120	4932.YKR024C
P36121	4932.YKR025W
P36144	4932.YKR060W
P36145	4932.YKR062W
P36147	4932.YKR065C
P36159	4932.YKR079C
P36164	4932.YKR088C
P36166	4932.YKR090W
P36167	4932.YKR091W
P36168	4932.YKR096W
P36169	4932.YKR100C
P36173	4932.YKR106W
P36224	4932.YMR294W
P36516	4932.YMR024W
P36517	4932.YLR439W
P36519	4932.YDR237W
P36520	4932.YNL284C
P36521	4932.YDL202W
P36523	4932.YLR312W-A
P36525	4932.YMR193W
P36526	4932.YBR282W
P36527	4932.YDR462W
P36528	4932.YNL252C
P36532	4932.YBR268W
P36533	4932.YML009C
P37254	4932.YNR033W
P37261	4932.YCL026C-A
P37262	4932.YCR073W-A
P37291	4932.YLR058C
P37302	4932.YBR286W
P37898	4932.YHR047C
P38064	4932.YBL038W
P38065	4932.YBL037W
P38066	4932.YBL033C
P38068	4932.YBR014C
P38072	4932.YBR024W
P38082	4932.YBR066C
P38089	4932.YBR125C
P38090	4932.YBR132C
P38113	4932.YBR145W
P38114	4932.YBR150C
P38122	4932.YBR176W
P38126	4932.YBR186W
P38131	4932.YBR199W
P38158	4932.YBR299W
P38162	4932.YBL107C
P38163	4932.YBL106C
P38164	4932.YBL104C
P38166	4932.YBL102W
P38175	4932.YBL090W
P38179	4932.YBL082C
P38187	4932.YBL067C
P38193	4932.YBL046W
P38196	4932.YBL042C
P38200	4932.YBL031W
P38204	4932.YBL025W
P38206	4932.YBL020W
P38210	4932.YBL006C
P38218	4932.YBR022W
P38219	4932.YBR025C
P38222	4932.YBR030W
P38224	4932.YBR040W
P38226	4932.YBR042C
P38241	4932.YBR065C
P38254	4932.YBR094W
P38260	4932.YBR101C
P38278	4932.YBR141C
P38282	4932.YBR152W
P38288	4932.YBR162C
P38293	4932.YBR173C
P38300	4932.YBR185C
P38302	4932.YBR188C
P38314	4932.YBR214W
P38315	4932.YBR216C
P38326	4932.YBR231C
P38331	4932.YBR242W
P38337	4932.YBR258C
P38347	4932.YBR271W
P38349	4932.YBR273C
P38359	4932.YBR294W
P38616	4932.YNL160W
P38620	4932.YER099C
P38625	4932.YMR217W
P38682	4932.YER122C
P38687	4932.YPL243W
P38698	4932.YHR201C
P38699	4932.YHR178W
P38705	4932.YHR011W
P38724	4932.YHL047C
P38727	4932.YHL044W
P38735	4932.YHL035C
P38737	4932.YHL030W
P38748	4932.YHL010C
P38749	4932.YHL009C
P38751	4932.YHL006C
P38756	4932.YHR003C
P38760	4932.YHR015W
P38769	4932.YHR035W
P38772	4932.YHR040W
P38773	4932.YHR043C
P38777	4932.YHR049W
P38783	4932.YHR059W
P38789	4932.YHR066W
P38791	4932.YHR068W
P38794	4932.YHR071W
P38795	4932.YHR074W
P38796	4932.YHR075C
P38798	4932.YHR077C
P38812	4932.YHR100C
P38813	4932.YHR101C
P38816	4932.YHR106W
P38818	4932.YHR109W
P38824	4932.YHR116W
P38837	4932.YHR133C
P38845	4932.YHR146W
P38851	4932.YHR155W
P38858	4932.YHR163W
P38860	4932.YHR168W
P38865	4932.YHR175W
P38866	4932.YHR176W
P38871	4932.YHR184W
P38876	4932.YHR189W
P38877	4932.YHR191C
P38880	4932.YHR194W
P38892	4932.YHR209W
P38904	4932.YDR464W
P38909	4932.YOR037W
P38957	4932.YDR078C
P38962	4932.YDR084C
P38966	4932.YDR089W
P38972	4932.YGR061C
P38985	4932.YDL092W
P38986	4932.YDR321W
P38988	4932.YDL198C
P38999	4932.YNR050C
P39000	4932.YER096W
P39011	4932.YPL161C
P39076	4932.YIL142W
P39077	4932.YJL014W
P39078	4932.YDL143W
P39079	4932.YDR188W
P39102	4932.YLR090W
P39103	4932.YML129C
P39106	4932.YER001W
P39113	4932.YMR280C
P39526	4932.YJL207C
P39535	4932.YJL198W
P39543	4932.YJL192C
P39548	4932.YAR028W
P39677	4932.YJL102W
P39684	4932.YFR023W
P39692	4932.YFR030W
P39712	4932.YAL063C
P39713	4932.YAL061W
P39715	4932.YAL059W
P39724	4932.YAL046C
P39732	4932.YAL031C
P39734	4932.YAL028W
P39924	4932.YEL069C
P39927	4932.YGR156W
P39932	4932.YDR536W
P39933	4932.YPR186C
P39938	4932.YGL189C
P39939	4932.YER131W
P39953	4932.YEL006W
P39954	4932.YER043C
P39970	4932.YER045C
P39980	4932.YEL065W
P39983	4932.YEL057C
P39987	4932.YEL030W
P39988	4932.YEL029C
P39994	4932.YEL020C
P40003	4932.YEL005C
P40004	4932.YEL004W
P40005	4932.YEL003W
P40007	4932.YER002W
P40012	4932.YER014W
P40017	4932.YER024W
P40019	4932.YER030W
P40020	4932.YER032W
P40023	4932.YER035W
P40025	4932.YER037W
P40026	4932.YER038C
P40029	4932.YER042W
P40030	4932.YER044C
P40031	4932.YER046W
P40033	4932.YER050C
P40035	4932.YER053C
P40038	4932.YER059W
P40040	4932.YER063W
P40043	4932.YER067W
P40045	4932.YER071C
P40051	4932.YER078C
P40071	4932.YER113C
P40074	4932.YER119C
P40077	4932.YER124C
P40079	4932.YER127W
P40080	4932.YER128W
P40085	4932.YER140W
P40088	4932.YER145C
P40092	4932.YER150W
P40099	4932.YER183C
P40105	4932.YER190W
P40154	4932.YNL215W
P40165	4932.YNL200C
P40169	4932.YNL194C
P40185	4932.YIL051C
P40207	4932.YMR134W
P40212	4932.YMR142C
P40260	4932.YGR121C
P40310	4932.YJL093C
P40312	4932.YNL111C
P40314	4932.YDR252W
P40350	4932.YPL227C
P40351	4932.YOR067C
P40363	4932.YJL068C
P40366	4932.YJL065C
P40413	4932.YJR064W
P40433	4932.YIL107C
P40434	4932.YIL177C
P40442	4932.YIL169C
P40445	4932.YIL166C
P40452	4932.YIL157C
P40459	4932.YIL145C
P40468	4932.YIL129C
P40473	4932.YIL122W
P40474	4932.YIL121W
P40475	4932.YIL120W
P40478	4932.YIL114C
P40480	4932.YIL112W
P40481	4932.YIL110W
P40486	4932.YIL104C
P40493	4932.YIL096C
P40499	4932.YIL090W
P40504	4932.YIL085C
P40512	4932.YIL071C
P40513	4932.YIL070C
P40516	4932.YIL064W
P40517	4932.YIL063C
P40518	4932.YIL062C
P40522	4932.YIL056W
P40528	4932.YIL047C
P40532	4932.YIL040W
P40549	4932.YIL014W
P40550	4932.YIL013C
P40552	4932.YIL011W
P40555	4932.YIL007C
P40566	4932.YIR007W
P40567	4932.YIR009W
P40574	4932.YIR018W
P40576	4932.YIR024C
P40578	4932.YIR033W
P40580	4932.YIR036C
P40582	4932.YIR038C
P40583	4932.YIR039C
P40856	4932.YJL098W
P40858	4932.YJL096W
P40884	4932.YJL216C
P40885	4932.YJL219W
P40886	4932.YJL214W
P40889	4932.YJL225C
P40890	4932.YJL222W
P40897	4932.YJL212C
P40960	4932.YDR488C
P40965	4932.YFL003C
P40971	4932.YDR034C
P40975	4932.YEL017C-A
P40985	4932.YJR036C
P40986	4932.YDR182W
P41057	4932.YLR388W
P41058	4932.YDL061C
P41544	4932.YJL004C
P41733	4932.YLR459W
P41734	4932.YOR126C
P41806	4932.YGR105W
P41814	4932.YNL062C
P41815	4932.YDR046C
P41817	4932.YPL177C
P41818	4932.YMR311C
P41819	4932.YPL266W
P41903	4932.YJR019C
P41910	4932.YDR005C
P41912	4932.YOL110W
P41930	4932.YPL092W
P41940	4932.YDL055C
P42826	4932.YGR194C
P42833	4932.YNL318C
P42841	4932.YNL317W
P42843	4932.YNL311C
P42846	4932.YNL308C
P42847	4932.YNL306W
P42900	4932.YLR139C
P42934	4932.YGR199W
P42937	4932.YGR203W
P42938	4932.YGR205W
P42944	4932.YJL110C
P42950	4932.YJL103C
P43124	4932.YDL105W
P43544	4932.YFL060C
P43545	4932.YFL059W
P43549	4932.YFL054C
P43550	4932.YFL053W
P43551	4932.YFL052W
P43553	4932.YFL050C
P43554	4932.YFL049W
P43556	4932.YFL047W
P43560	4932.YFL042C
P43568	4932.YFL029C
P43569	4932.YFL028C
P43574	4932.YFL021W
P43577	4932.YFL017C
P43579	4932.YFL013C
P43581	4932.YFL011W
P43582	4932.YFL010C
P43589	4932.YFR005C
P43592	4932.YFR008W
P43596	4932.YFR013W
P43606	4932.YFR029W
P43614	4932.YFR042W
P43619	4932.YFR047C
P43623	4932.YFR055W
P43634	4932.YLR098C
P43638	4932.YJL042W
P45976	4932.YJR093C
P46151	4932.YPL023C
P46670	4932.YPL241C
P46671	4932.YMR052W
P46784	4932.YMR230W
P46950	4932.YGR197C
P46954	4932.YJL089W
P46956	4932.YJL117W
P46961	4932.YPL076W
P46965	4932.YJR010C-A
P46969	4932.YJL121C
P46970	4932.YJR132W
P46974	4932.YJR127C
P46982	4932.YJL186W
P46988	4932.YJL179W
P46992	4932.YJL171C
P47019	4932.YJL122W
P47030	4932.YJL083W
P47031	4932.YJL082W
P47040	4932.YJL059W
P47045	4932.YJL054W
P47052	4932.YJL045W
P47055	4932.YJL038C
P47056	4932.YJL037W
P47079	4932.YJL008C
P47088	4932.YJR013W
P47089	4932.YJR014W
P47095	4932.YJR024C
P47108	4932.YJR041C
P47117	4932.YJR065C
P47118	4932.YJR067C
P47123	4932.YJR074W
P47125	4932.YJR078W
P47128	4932.YJR082C
P47133	4932.YJR088C
P47135	4932.YJR091C
P47137	4932.YJR096W
P47138	4932.YJR097W
P47147	4932.YJR110W
P47150	4932.YJR113C
P47161	4932.YJR126C
P47168	4932.YJR136C
P47179	4932.YJR151C
P47180	4932.YJR153W
P47185	4932.YJR158W
P47771	4932.YMR170C
P47988	4932.YOR337W
P48015	4932.YDR019C
P48232	4932.YNL086W
P48234	4932.YGR145W
P48239	4932.YGR154C
P48363	4932.YGR078C
P48365	4932.YDL234C
P48525	4932.YOL033W
P48527	4932.YPL097W
P48565	4932.YNL294C
P48567	4932.YNL292W
P48570	4932.YDL182W
P48589	4932.YOR369C
P48606	4932.YOR265W
P48743	4932.YLR176C
P49089	4932.YPR145W
P49090	4932.YGR124W
P49167	4932.YLR325C
P49367	4932.YDR234W
P49954	4932.YLR351C
P49960	4932.YMR268C
P50086	4932.YGR232W
P50109	4932.YML017W
P50264	4932.YMR020W
P50276	4932.YGR055W
P50277	4932.YNR058W
P50278	4932.YNR034W
P50896	4932.YDR505C
P50944	4932.YNL101W
P50946	4932.YNL099C
P51401	4932.YNL067W
P51533	4932.YOR328W
P51534	4932.YOR035C
P51998	4932.YML025C
P52492	4932.YOR339C
P52867	4932.YDL093W
P52868	4932.YGL128C
P52892	4932.YDR111C
P52919	4932.YLR457C
P52923	4932.YNR074C
P53035	4932.YGL209W
P53059	4932.YGL257C
P53062	4932.YGL247W
P53065	4932.YGL243W
P53070	4932.YGL236C
P53073	4932.YGL231C
P53075	4932.YGL228W
P53080	4932.YGL222C
P53094	4932.YGL197W
P53101	4932.YGL184C
P53102	4932.YGL183C
P53107	4932.YGL164C
P53108	4932.YGL161C
P53111	4932.YGL157W
P53121	4932.YGL139W
P53123	4932.YGL136C
P53124	4932.YGL134W
P53125	4932.YGL133W
P53128	4932.YGL125W
P53136	4932.YGL111W
P53153	4932.YGL085W
P53158	4932.YGL079W
P53167	4932.YGL063W
P53169	4932.YGL060W
P53174	4932.YGL053W
P53177	4932.YGL050W
P53179	4932.YGL045W
P53185	4932.YGL036W
P53187	4932.YGL033W
P53188	4932.YGL029W
P53189	4932.YGL028C
P53198	4932.YGL002W
P53206	4932.YGR012W
P53214	4932.YGR023W
P53220	4932.YGR033C
P53221	4932.YGR034W
P53228	4932.YGR043C
P53235	4932.YGR054W
P53237	4932.YGR057C
P53239	4932.YGR062C
P53242	4932.YGR066C
P53244	4932.YGR068C
P53246	4932.YGR071C
P53258	4932.YGR100W
P53260	4932.YGR102C
P53266	4932.YGR112W
P53273	4932.YGR125W
P53280	4932.YGR134W
P53283	4932.YGR138C
P53295	4932.YGR173W
P53306	4932.YGR216C
P53312	4932.YGR244C
P53313	4932.YGR245C
P53320	4932.YGR257C
P53332	4932.YGR277C
P53333	4932.YGR278W
P53337	4932.YGR284C
P53341	4932.YGR292W
P53388	4932.YPL265W
P53389	4932.YNR055C
P53390	4932.YPR138C
P53437	4932.YMR270C
P53600	4932.YPL010W
P53629	4932.YNR019W
P53631	4932.YNR072W
P53718	4932.YNR009W
P53727	4932.YNR027W
P53732	4932.YNR036C
P53756	4932.YNR070W
P53819	4932.YNL339C
P53823	4932.YNL334C
P53824	4932.YNL333W
P53830	4932.YNL286W
P53834	4932.YNL281W
P53836	4932.YNL278W
P53849	4932.YNL255C
P53851	4932.YNL253W
P53854	4932.YNL245C
P53858	4932.YNL233W
P53861	4932.YNL230C
P53863	4932.YNL227C
P53875	4932.YNL185C
P53881	4932.YNL177C
P53889	4932.YNL168C
P53903	4932.YNL149C
P53916	4932.YNL128W
P53921	4932.YNL122C
P53934	4932.YNL092W
P53937	4932.YNL081C
P53938	4932.YNL080C
P53944	4932.YNL063W
P53946	4932.YNL059C
P53953	4932.YNL049C
P53966	4932.YNL029C
P53971	4932.YNL023C
P53982	4932.YNL009W
P54114	4932.YMR169C
P54730	4932.YMR067C
P54838	4932.YML070W
P54839	4932.YML126C
P54885	4932.YOR323C
P54964	4932.YLR059C
P56628	4932.YFL034C-A
P57744	4932.YJR135W-A
P80235	4932.YAR035W
P81451	4932.YOL077W-A
P87284	4932.YDR276C
P89114	4932.YHR079C-A
P89886	4932.YER007C-A
Q00723	4932.YGR075C
Q01163	4932.YGL129C
Q01329	4932.YAL043C
Q01802	4932.YKL106W
Q01846	4932.YML104C
Q01976	4932.YBR111C
Q02196	4932.YKL001C
Q02197	4932.YEL053C
Q02204	4932.YKR006C
Q02208	4932.YKR010C
Q02516	4932.YOR358W
Q02648	4932.YPL030W
Q02721	4932.YLR329W
Q02753	4932.YBR191W
Q02783	4932.YPL060W
Q02796	4932.YPL055C
Q02825	4932.YPL083C
Q02866	4932.YPL070W
Q02883	4932.YPL103C
Q02891	4932.YPL095C
Q02932	4932.YPL125W
Q02969	4932.YPL112C
Q02983	4932.YLR141W
Q03016	4932.YPL137C
Q03028	4932.YPL134C
Q03088	4932.YPL032C
Q03099	4932.YML133C
Q03151	4932.YMR097C
Q03161	4932.YMR099C
Q03175	4932.YMR101C
Q03212	4932.YMR171C
Q03214	4932.YMR176W
Q03218	4932.YMR177W
Q03220	4932.YMR180C
Q03246	4932.YMR188C
Q03281	4932.YDR458C
Q03289	4932.YDR459C
Q03323	4932.YDR469W
Q03327	4932.YDR470C
Q03338	4932.YDR473C
Q03370	4932.YDR479C
Q03375	4932.YDR482C
Q03429	4932.YDR493W
Q03430	4932.YDR494W
Q03446	4932.YDR003W
Q03530	4932.YMR274C
Q03579	4932.YMR298W
Q03661	4932.YMR219W
Q03694	4932.YMR204C
Q03707	4932.YML034W
Q03718	4932.YML023C
Q03735	4932.YML117W
Q03750	4932.YML114C
Q03764	4932.YDR147W
Q03772	4932.YDR163W
Q03776	4932.YDR235W
Q03782	4932.YDR240C
Q03792	4932.YMR154C
Q03824	4932.YMR163C
Q03829	4932.YMR166C
Q03860	4932.YDR100W
Q03919	4932.YDR139C
Q03935	4932.YDR259C
Q03937	4932.YDR014W-A
Q03956	4932.YDR202C
Q03981	4932.YDR179C
Q04004	4932.YDR183W
Q04006	4932.YDR185C
Q04031	4932.YDR412W
Q04052	4932.YDR421W
Q04066	4932.YDR428C
Q04081	4932.YDR435C
Q04116	4932.YDR451C
Q04172	4932.YDR393W
Q04174	4932.YOR149C
Q04182	4932.YDR406W
Q04183	4932.YDR407C
Q04213	4932.YMR044W
Q04279	4932.YMR086W
Q04299	4932.YMR087W
Q04347	4932.YMR014W
Q04368	4932.YMR025W
Q04383	4932.YDR501W
Q04412	4932.YDR524C
Q04471	4932.YMR114C
Q04545	4932.YML081W
Q04549	4932.YDR106W
Q04562	4932.YDR107C
Q04658	4932.YML066C
Q04675	4932.YMR059W
Q04697	4932.YML048W
Q04712	4932.YML043C
Q04740	4932.YMR234W
Q04751	4932.YMR069W
Q04895	4932.YIR028W
Q04902	4932.YMR322C
Q04930	4932.YDR223W
Q04934	4932.YDR229W
Q04935	4932.YDR231C
Q04949	4932.YMR299C
Q04952	4932.YMR306W
Q04969	4932.YML055W
Q05024	4932.YMR233W
Q05040	4932.YMR029C
Q05043	4932.YMR030W
Q05050	4932.YMR031C
Q05131	4932.YMR034C
Q05468	4932.YDR333C
Q05473	4932.YDR336W
Q05506	4932.YDR341C
Q05518	4932.YDR348C
Q05533	4932.YDR287W
Q05541	4932.YDR288W
Q05543	4932.YDR289C
Q05610	4932.YDR273W
Q05635	4932.YDR279W
Q05670	4932.YMR232W
Q05778	4932.YLR199C
Q05788	4932.YLR209C
Q05790	4932.YLR213C
Q05809	4932.YLR218C
Q05874	4932.YLR285W
Q05892	4932.YLR290C
Q05911	4932.YLR359W
Q05924	4932.YLR361C
Q05926	4932.YLR364W
Q05942	4932.YLR221C
Q05947	4932.YLR224W
Q05998	4932.YLR237W
Q06001	4932.YLR238W
Q06005	4932.YLR239C
Q06071	4932.YLR408C
Q06090	4932.YPR100W
Q06091	4932.YPR101W
Q06103	4932.YPR108W
Q06104	4932.YPR109W
Q06137	4932.YLR345W
Q06149	4932.YLR266C
Q06162	4932.YLR315W
Q06169	4932.YLR324W
Q06179	4932.YLR454W
Q06201	4932.YLR445W
Q06208	4932.YLR453C
Q06236	4932.YLR164W
Q06244	4932.YLR165C
Q06245	4932.YLR166C
Q06315	4932.YLR187W
Q06325	4932.YDR349C
Q06333	4932.YDR357C
Q06336	4932.YDR358W
Q06338	4932.YDR361C
Q06350	4932.YDR371W
Q06405	4932.YDR377W
Q06417	4932.YLR426W
Q06436	4932.YLR427W
Q06451	4932.YPR156C
Q06489	4932.YPR118W
Q06497	4932.YPR128C
Q06511	4932.YPR143W
Q06525	4932.YPR152C
Q06538	4932.YLR241W
Q06567	4932.YLR253W
Q06568	4932.YLR254C
Q06624	4932.YPR180W
Q06632	4932.YDR301W
Q06667	4932.YDR315C
Q06668	4932.YDR316W
Q06672	4932.YLR435W
Q06678	4932.YDR322W
Q06682	4932.YDR330W
Q06683	4932.YDR332W
Q06702	4932.YLR307W
Q06709	4932.YLR387C
Q06815	4932.YPR079W
Q06819	4932.YPR082C
Q06834	4932.YPR093C
Q06835	4932.YPR094W
Q06839	4932.YPR097W
Q06892	4932.YPL188W
Q06991	4932.YLR414C
Q07395	4932.YDL063C
Q07500	4932.YDL085W
Q07527	4932.YDL112W
Q07534	4932.YDL119C
Q07541	4932.YDL121C
Q07729	4932.YDL238C
Q07799	4932.YLL007C
Q07825	4932.YLL029W
Q07844	4932.YLL034C
Q07921	4932.YLR010C
Q07949	4932.YLR019W
Q07951	4932.YLR021W
Q07979	4932.YLR033W
Q07980	4932.YLR035C
Q07993	4932.YLR070C
Q08003	4932.YLR073C
Q08119	4932.YOL017W
Q08157	4932.YOL019W
Q08176	4932.YOL026C
Q08199	4932.YOL031C
Q08219	4932.YOL048C
Q08232	4932.YOL073C
Q08237	4932.YOL080C
Q08269	4932.YOL130W
Q08271	4932.YOL132W
Q08287	4932.YOL144W
Q08295	4932.YOL157C
Q08299	4932.YOL158C
Q08409	4932.YOR011W
Q08457	4932.YOR060C
Q08471	4932.YOR066W
Q08485	4932.YOR071C
Q08561	4932.YOR189W
Q08579	4932.YOR192C
Q08580	4932.YOR193W
Q08622	4932.YOR205C
Q08673	4932.YOR247W
Q08726	4932.YOR262W
Q08742	4932.YOR286W
Q08745	4932.YOR293W
Q08817	4932.YOR353C
Q08822	4932.YOR356W
Q08902	4932.YOR378W
Q08906	4932.YOR382W
Q08907	4932.YOR383C
Q08908	4932.YOR384W
Q08911	4932.YOR388C
Q08913	4932.YOR390W
Q08914	4932.YOR391C
Q08929	4932.YPL189W
Q08930	4932.YPL191C
Q08952	4932.YPL196W
Q08954	4932.YPL199C
Q08961	4932.YPL208W
Q08966	4932.YPL219W
Q08970	4932.YPL224C
Q08977	4932.YPL260W
Q08981	4932.YPL267W
Q08991	4932.YPL279C
Q08995	4932.YPR204W
Q12000	4932.YOR091W
Q12001	4932.YOR002W
Q12004	4932.YPR056W
Q12008	4932.YDL021W
Q12013	4932.YOR034C
Q12015	4932.YOR223W
Q12016	4932.YOL129W
Q12025	4932.YDR056C
Q12027	4932.YDL176W
Q12028	4932.YPR029C
Q12029	4932.YOR271C
Q12031	4932.YPR006C
Q12034	4932.YDR515W
Q12035	4932.YLR051C
Q12049	4932.YPR045C
Q12056	4932.YOR226C
Q12066	4932.YDL089W
Q12067	4932.YOR079C
Q12069	4932.YDL036C
Q12072	4932.YLR095C
Q12074	4932.YPR069C
Q12078	4932.YLR034C
Q12083	4932.YPL164C
Q12084	4932.YDR020C
Q12086	4932.YDR263C
