From	Entry	Entry Name	Organism	Gene Ontology (GO)	Gene Ontology IDs
4932.YMR314W	P40302	PSA6_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	nucleus [GO:0005634]; proteasome complex [GO:0000502]; proteasome core complex, alpha-subunit complex [GO:0019773]; proteasome storage granule [GO:0034515]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	GO:0000502; GO:0005634; GO:0010499; GO:0019773; GO:0034515; GO:0043161
4932.YDR466W	Q03306	PKH3_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]; cell integrity MAPK cascade [GO:0000196]; intracellular signal transduction [GO:0035556]	GO:0000196; GO:0004672; GO:0004674; GO:0004676; GO:0004677; GO:0004679; GO:0004694; GO:0004711; GO:0005524; GO:0035175; GO:0035402; GO:0035403; GO:0035556; GO:0035979; GO:0044022; GO:0044023; GO:0044024; GO:0044025; GO:0072354; GO:0072371; GO:0072518; GO:0106310; GO:0140823; GO:0140855; GO:0140857; GO:1990244
4932.YDR064W	P05756	RS13_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	90S preribosome [GO:0030686]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; nucleolus [GO:0005730]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]	GO:0000462; GO:0002181; GO:0003735; GO:0005730; GO:0005737; GO:0005829; GO:0022627; GO:0030686; GO:0070181
4932.YHR166C	P16522	CDC23_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	anaphase-promoting complex [GO:0005680]; kinetochore [GO:0000776]; cyclin binding [GO:0030332]; anaphase-promoting complex-dependent catabolic process [GO:0031145]; cell division [GO:0051301]; positive regulation of mitotic metaphase/anaphase transition [GO:0045842]; protein ubiquitination [GO:0016567]; regulation of meiotic cell cycle [GO:0051445]; regulation of mitotic cell cycle [GO:0007346]	GO:0000776; GO:0005680; GO:0007346; GO:0016567; GO:0030332; GO:0031145; GO:0045842; GO:0051301; GO:0051445
4932.YBR010W	P61830	H3_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	CENP-A containing nucleosome [GO:0043505]; nucleosome [GO:0000786]; nucleus [GO:0005634]; replication fork protection complex [GO:0031298]; RNA polymerase I upstream activating factor complex [GO:0000500]; cupric reductase (NADH) activity [GO:0008823]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; structural constituent of chromatin [GO:0030527]; aerobic respiration [GO:0009060]; chromatin organization [GO:0006325]; global genome nucleotide-excision repair [GO:0070911]; intracellular copper ion homeostasis [GO:0006878]; nucleolar large rRNA transcription by RNA polymerase I [GO:0042790]; positive regulation of transcription by RNA polymerase I [GO:0045943]; regulation of DNA-templated transcription [GO:0006355]; rRNA transcription [GO:0009303]; sexual sporulation resulting in formation of a cellular spore [GO:0043935]	GO:0000500; GO:0000786; GO:0003677; GO:0005634; GO:0006325; GO:0006355; GO:0006878; GO:0008823; GO:0009060; GO:0009303; GO:0030527; GO:0031298; GO:0042790; GO:0043505; GO:0043935; GO:0045943; GO:0046982; GO:0070911
4932.YDR453C	Q04120	TSA2_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; cytosol [GO:0005829]; peroxiredoxin activity [GO:0051920]; thioredoxin peroxidase activity [GO:0008379]; cell redox homeostasis [GO:0045454]; cellular response to heat [GO:0034605]; cellular response to oxidative stress [GO:0034599]; hydrogen peroxide catabolic process [GO:0042744]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; response to oxidative stress [GO:0006979]	GO:0005737; GO:0005829; GO:0006457; GO:0006979; GO:0008379; GO:0034599; GO:0034605; GO:0042744; GO:0045454; GO:0050821; GO:0051920
4932.YLR092W	Q12325	SUL2_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	plasma membrane [GO:0005886]; secondary active sulfate transmembrane transporter activity [GO:0008271]; sulfate transmembrane transporter activity [GO:0015116]; chloride transmembrane transport [GO:1902476]; sulfate transmembrane transport [GO:1902358]	GO:0005886; GO:0008271; GO:0015116; GO:1902358; GO:1902476
4932.YEL021W	P03962	PYRF_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytosol [GO:0005829]; orotidine-5'-phosphate decarboxylase activity [GO:0004590]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; UMP biosynthetic process [GO:0006222]	GO:0004590; GO:0005829; GO:0006207; GO:0006222; GO:0044205
4932.YGL076C	P05737	RL7A_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; maturation of LSU-rRNA [GO:0000470]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; ribosomal large subunit biogenesis [GO:0042273]	GO:0000463; GO:0000470; GO:0002181; GO:0003723; GO:0003735; GO:0005737; GO:0005829; GO:0022625; GO:0042273
4932.YMR092C	P46680	AIP1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	actin cortical patch [GO:0030479]; actin filament [GO:0005884]; cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; mating projection tip [GO:0043332]; nucleus [GO:0005634]; actin binding [GO:0003779]; actin filament binding [GO:0051015]; actin filament depolymerization [GO:0030042]; barbed-end actin filament capping [GO:0051016]; negative regulation of cytokinesis [GO:0032466]	GO:0003779; GO:0005634; GO:0005737; GO:0005884; GO:0030042; GO:0030479; GO:0030864; GO:0032466; GO:0043332; GO:0051015; GO:0051016
4932.YJR070C	P47120	DOHH_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; nucleus [GO:0005634]; deoxyhypusine monooxygenase activity [GO:0019135]; metal ion binding [GO:0046872]; microtubule cytoskeleton organization [GO:0000226]	GO:0000226; GO:0005634; GO:0005737; GO:0019135; GO:0046872
4932.YGR217W	P50077	CCH1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	plasma membrane [GO:0005886]; voltage-gated calcium channel complex [GO:0005891]; calcium channel activity [GO:0005262]; calcium ion binding [GO:0005509]; voltage-gated calcium channel activity [GO:0005245]; calcium ion import across plasma membrane [GO:0098703]; calcium ion transport [GO:0006816]	GO:0005245; GO:0005262; GO:0005509; GO:0005886; GO:0005891; GO:0006816; GO:0098703
4932.YPL198W	Q12213	RL7B_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; nucleolus [GO:0005730]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; maturation of LSU-rRNA [GO:0000470]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; ribosomal large subunit biogenesis [GO:0042273]	GO:0000463; GO:0000470; GO:0002181; GO:0003723; GO:0003735; GO:0005730; GO:0005737; GO:0005829; GO:0022625; GO:0042273
4932.YFR047C	P43619	NADC_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; nucleus [GO:0005634]; nicotinate-nucleotide diphosphorylase (carboxylating) activity [GO:0004514]; 'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; NAD biosynthetic process [GO:0009435]; quinolinate catabolic process [GO:0034213]	GO:0004514; GO:0005634; GO:0005737; GO:0009435; GO:0034213; GO:0034354
4932.YDR418W	P0CX53	RL12A_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	GO:0000027; GO:0002181; GO:0003735; GO:0005829; GO:0006412; GO:0022625; GO:0070180
4932.YCL040W	P17709	HXKG_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytosol [GO:0005829]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; D-glucose binding [GO:0005536]; fructokinase activity [GO:0008865]; glucokinase activity [GO:0004340]; D-glucose import [GO:0046323]; glucose 6-phosphate metabolic process [GO:0051156]; glucose metabolic process [GO:0006006]; glycolytic process [GO:0006096]; intracellular glucose homeostasis [GO:0001678]; mannose metabolic process [GO:0006013]	GO:0001678; GO:0004340; GO:0005524; GO:0005536; GO:0005739; GO:0005829; GO:0005886; GO:0006006; GO:0006013; GO:0006096; GO:0008865; GO:0046323; GO:0051156
4932.YFR024C-A	P43603	LSB3_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	actin cortical patch [GO:0030479]; cellular bud neck [GO:0005935]; cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; actin filament binding [GO:0051015]; identical protein binding [GO:0042802]; phosphatidylinositol binding [GO:0035091]; actin cortical patch localization [GO:0051666]; actin filament bundle assembly [GO:0051017]	GO:0005737; GO:0005739; GO:0005935; GO:0030479; GO:0035091; GO:0042802; GO:0051015; GO:0051017; GO:0051666
4932.YJR031C	P47102	GEA1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cellular bud [GO:0005933]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; Golgi cis cisterna [GO:0000137]; membrane [GO:0016020]; mitochondrion [GO:0005739]; guanyl-nucleotide exchange factor activity [GO:0005085]; actin cytoskeleton organization [GO:0030036]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intra-Golgi vesicle-mediated transport [GO:0006891]; macroautophagy [GO:0016236]; regulation of ARF protein signal transduction [GO:0032012]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	GO:0000137; GO:0005085; GO:0005739; GO:0005783; GO:0005829; GO:0005933; GO:0006888; GO:0006890; GO:0006891; GO:0016020; GO:0016236; GO:0030036; GO:0032012
4932.YPR111W	P32328	DBF20_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cellular bud neck [GO:0005935]; cytoplasm [GO:0005737]; serine/threonine protein kinase complex [GO:1902554]; spindle pole body [GO:0005816]; 3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]; division septum assembly [GO:0000917]; exit from mitosis [GO:0010458]; intracellular signal transduction [GO:0035556]; mitotic cytokinesis [GO:0000281]; regulation of cytokinesis [GO:0032465]; regulation of mRNA catabolic process [GO:0061013]	GO:0000281; GO:0000917; GO:0004674; GO:0004676; GO:0004677; GO:0004679; GO:0004694; GO:0004711; GO:0005524; GO:0005737; GO:0005816; GO:0005935; GO:0010458; GO:0032465; GO:0035175; GO:0035402; GO:0035403; GO:0035556; GO:0035979; GO:0044022; GO:0044023; GO:0044024; GO:0044025; GO:0061013; GO:0072354; GO:0072371; GO:0072518; GO:0106310; GO:0140823; GO:0140855; GO:0140857; GO:1902554; GO:1990244
4932.YOR145C	Q99216	PNO1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	90S preribosome [GO:0030686]; cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleus [GO:0005634]; rRNA primary transcript binding [GO:0042134]; unfolded protein binding [GO:0051082]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]; endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]; proteasome assembly [GO:0043248]; ribosomal small subunit export from nucleus [GO:0000056]; ribosome assembly [GO:0042255]	GO:0000056; GO:0000447; GO:0000472; GO:0005634; GO:0005730; GO:0005737; GO:0030686; GO:0042134; GO:0042255; GO:0043248; GO:0051082
4932.YDR301W	Q06632	CFT1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	mitochondrion [GO:0005739]; mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]; nucleus [GO:0005634]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; termination of RNA polymerase II transcription [GO:0006369]; termination of RNA polymerase II transcription, poly(A)-coupled [GO:0030846]	GO:0003723; GO:0005634; GO:0005739; GO:0005847; GO:0006369; GO:0006397; GO:0030846
4932.YOL060C	Q12296	MAM3_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	endoplasmic reticulum [GO:0005783]; fungal-type vacuole membrane [GO:0000329]; transmembrane transporter activity [GO:0022857]; intracellular magnesium ion homeostasis [GO:0010961]; intracellular manganese ion homeostasis [GO:0030026]; mitochondrion organization [GO:0007005]	GO:0000329; GO:0005783; GO:0007005; GO:0010961; GO:0022857; GO:0030026
4932.YBR164C	P38116	ARL1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; phagophore assembly site [GO:0000407]; trans-Golgi network [GO:0005802]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; cellular response to heat [GO:0034605]; cellular response to nitrogen starvation [GO:0006995]; cytoplasm to vacuole targeting by the Cvt pathway [GO:0032258]; endocytosis [GO:0006897]; Golgi to plasma membrane protein transport [GO:0043001]; intracellular protein transport [GO:0006886]; macroautophagy [GO:0016236]; protein localization to Golgi apparatus [GO:0034067]; protein localization to phagophore assembly site [GO:0034497]; protein targeting to vacuole [GO:0006623]; protein-containing complex localization [GO:0031503]; response to endoplasmic reticulum stress [GO:0034976]; trans-Golgi network membrane organization [GO:0098629]; vesicle-mediated transport [GO:0016192]	GO:0000407; GO:0003924; GO:0005525; GO:0005737; GO:0005794; GO:0005802; GO:0005829; GO:0006623; GO:0006886; GO:0006897; GO:0006995; GO:0010008; GO:0016192; GO:0016236; GO:0031503; GO:0032258; GO:0034067; GO:0034497; GO:0034605; GO:0034976; GO:0043001; GO:0098629
4932.YNR047W	P53739	FPK1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; mating projection tip [GO:0043332]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; 3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]; phospholipid translocation [GO:0045332]; positive regulation of clathrin-dependent endocytosis [GO:2000370]; positive regulation of phospholipid translocation [GO:0061092]; response to pheromone triggering conjugation with cellular fusion [GO:0000749]	GO:0000749; GO:0004672; GO:0004674; GO:0004676; GO:0004677; GO:0004679; GO:0004694; GO:0004711; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0035175; GO:0035402; GO:0035403; GO:0035979; GO:0043332; GO:0044022; GO:0044023; GO:0044024; GO:0044025; GO:0045332; GO:0061092; GO:0072354; GO:0072371; GO:0072518; GO:0106310; GO:0140823; GO:0140855; GO:0140857; GO:1990244; GO:2000370
4932.YOL075C	Q08234	YO075_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cell periphery [GO:0071944]; fungal-type vacuole membrane [GO:0000329]; membrane [GO:0016020]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; transmembrane transport [GO:0055085]	GO:0000329; GO:0005524; GO:0016020; GO:0016887; GO:0042626; GO:0055085; GO:0071944; GO:0140359
4932.YER005W	P40009	YND1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; apyrase activity [GO:0004050]; ATP binding [GO:0005524]; GDP phosphatase activity [GO:0004382]; nucleoside diphosphate phosphatase activity [GO:0017110]; ribonucleoside triphosphate phosphatase activity [GO:0017111]; UDP phosphatase activity [GO:0045134]; CTP metabolic process [GO:0046036]; protein glycosylation [GO:0006486]; sphingolipid metabolic process [GO:0006665]; UDP catabolic process [GO:0006256]	GO:0000139; GO:0004050; GO:0004382; GO:0005524; GO:0005794; GO:0006256; GO:0006486; GO:0006665; GO:0016020; GO:0017110; GO:0017111; GO:0045134; GO:0046036
4932.YBL104C	P38164	SEA4_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; Seh1-associated complex [GO:0035859]; vacuolar membrane [GO:0005774]; positive regulation of TORC1 signaling [GO:1904263]; protein transport [GO:0015031]; regulation of TORC1 signaling [GO:1903432]	GO:0005737; GO:0005774; GO:0015031; GO:0035859; GO:1903432; GO:1904263
4932.YHL010C	P38748	ETP1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; nuclear localization sequence binding [GO:0008139]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]; protein ubiquitination [GO:0016567]; Ras protein signal transduction [GO:0007265]; response to ethanol [GO:0045471]	GO:0005737; GO:0007265; GO:0008139; GO:0008270; GO:0016567; GO:0043130; GO:0045471; GO:0061630
4932.YLR196W	P21304	PWP1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleus [GO:0005634]; rRNA processing [GO:0006364]	GO:0005634; GO:0005730; GO:0005737; GO:0006364
4932.YBR028C	P38070	YPK3_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; 3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]; TORC1 signaling [GO:0038202]	GO:0004674; GO:0004676; GO:0004677; GO:0004679; GO:0004694; GO:0004711; GO:0005524; GO:0005654; GO:0005737; GO:0035175; GO:0035402; GO:0035403; GO:0035979; GO:0038202; GO:0044022; GO:0044023; GO:0044024; GO:0044025; GO:0072354; GO:0072371; GO:0072518; GO:0106310; GO:0140823; GO:0140855; GO:0140857; GO:1990244
4932.YMR213W	Q03654	CEF1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; Prp19 complex [GO:0000974]; spliceosomal complex [GO:0005681]; U2-type catalytic step 1 spliceosome [GO:0071006]; DNA binding [GO:0003677]; generation of catalytic spliceosome for second transesterification step [GO:0000350]; mRNA splicing, via spliceosome [GO:0000398]	GO:0000350; GO:0000398; GO:0000974; GO:0003677; GO:0005681; GO:0005737; GO:0071006
4932.YOL010W	Q08096	RCL1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	90S preribosome [GO:0030686]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]; enzyme activator activity [GO:0008047]; RNA endonuclease activity [GO:0004521]; endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]; endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000479]; endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]; maturation of SSU-rRNA [GO:0030490]; regulation of rRNA processing [GO:2000232]; ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]	GO:0000447; GO:0000472; GO:0000479; GO:0000480; GO:0004521; GO:0005654; GO:0005730; GO:0006364; GO:0008047; GO:0030490; GO:0030686; GO:0032040; GO:0042274; GO:2000232
4932.YBR294W	P38359	SUL1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	plasma membrane [GO:0005886]; secondary active sulfate transmembrane transporter activity [GO:0008271]; sulfate transmembrane transporter activity [GO:0015116]; chloride transmembrane transport [GO:1902476]; sulfate transmembrane transport [GO:1902358]; transmembrane transport [GO:0055085]	GO:0005886; GO:0008271; GO:0015116; GO:0055085; GO:1902358; GO:1902476
4932.YIR008C	P10363	PRI1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	alpha DNA polymerase:primase complex [GO:0005658]; nuclear replication fork [GO:0043596]; ATP binding [GO:0005524]; DNA primase activity [GO:0003896]; metal ion binding [GO:0046872]; DNA replication [GO:0006260]; DNA replication initiation [GO:0006270]; DNA replication, synthesis of primer [GO:0006269]	GO:0003896; GO:0005524; GO:0005658; GO:0006260; GO:0006269; GO:0006270; GO:0043596; GO:0046872
4932.YHR120W	P25846	MSH1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	mitochondrion [GO:0005739]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP-dependent activity, acting on DNA [GO:0008094]; ATP-dependent DNA damage sensor activity [GO:0140664]; dinucleotide insertion or deletion binding [GO:0032139]; double-stranded DNA binding [GO:0003690]; guanine/thymine mispair binding [GO:0032137]; DNA repair [GO:0006281]; mismatch repair [GO:0006298]; mitochondrial DNA repair [GO:0043504]; mitochondrial genome maintenance [GO:0000002]; mitochondrion organization [GO:0007005]	GO:0000002; GO:0003690; GO:0005524; GO:0005634; GO:0005739; GO:0006281; GO:0006298; GO:0007005; GO:0008094; GO:0032137; GO:0032139; GO:0043504; GO:0140664
4932.YDR009W	P13045	GAL3_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667]; ATP binding [GO:0005524]; galactokinase activity [GO:0004335]; galactose metabolic process [GO:0006012]; maintenance of protein location [GO:0045185]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter by galactose [GO:0000435]	GO:0000435; GO:0004335; GO:0005524; GO:0005634; GO:0005667; GO:0005737; GO:0005829; GO:0006012; GO:0045185; GO:0045944
